file,File,Repo,File,for loops,while loops,do-while loops,total,File,File,for loops,while loops,do-while loops,total loops,total nodes,File,for/loops,while/loops,do-while/loops,total/loops,total/nodes
thirdparty/graphite/src/silf.c,thirdparty/graphite/src/Silf.c,godot,thirdparty/graphite/src/Silf.c,13,0,1,13,thirdparty/graphite/src/Silf.c,thirdparty/graphite/src/Silf.c,2,6,8,16,9174,thirdparty/graphite/src/Silf.c,3,6,8,17,9094
thirdparty/graphite/src/code.c,thirdparty/graphite/src/Code.c,godot,thirdparty/graphite/src/Code.c,2,1,0,3,thirdparty/graphite/src/Code.c,thirdparty/graphite/src/Code.c,2,1,3,6,19160,thirdparty/graphite/src/Code.c,3,1,3,7,19026
thirdparty/graphite/src/segment.c,thirdparty/graphite/src/Segment.c,godot,thirdparty/graphite/src/Segment.c,19,4,0,23,thirdparty/graphite/src/Segment.c,thirdparty/graphite/src/Segment.c,5,3,23,31,15091,thirdparty/graphite/src/Segment.c,7,3,23,33,14801
thirdparty/graphite/src/face.c,thirdparty/graphite/src/Face.c,godot,thirdparty/graphite/src/Face.c,3,0,0,3,thirdparty/graphite/src/Face.c,thirdparty/graphite/src/Face.c,0,0,8,8,7046,thirdparty/graphite/src/Face.c,2,0,8,10,6923
thirdparty/graphite/src/glyphcache.c,thirdparty/graphite/src/GlyphCache.c,godot,thirdparty/graphite/src/GlyphCache.c,5,0,0,5,thirdparty/graphite/src/GlyphCache.c,thirdparty/graphite/src/GlyphCache.c,1,2,9,12,12939,thirdparty/graphite/src/GlyphCache.c,5,2,9,16,12337
thirdparty/graphite/src/justifier.c,thirdparty/graphite/src/Justifier.c,godot,thirdparty/graphite/src/Justifier.c,7,3,1,10,thirdparty/graphite/src/Justifier.c,thirdparty/graphite/src/Justifier.c,1,1,10,12,5466,thirdparty/graphite/src/Justifier.c,2,1,10,13,5271
thirdparty/graphite/src/slot.c,thirdparty/graphite/src/Slot.c,godot,thirdparty/graphite/src/Slot.c,5,2,0,7,thirdparty/graphite/src/Slot.c,thirdparty/graphite/src/Slot.c,2,2,7,11,18020,thirdparty/graphite/src/Slot.c,3,2,7,12,17920
thirdparty/xatlas/xatlas.c,thirdparty/xatlas/xatlas.c,godot,thirdparty/xatlas/xatlas.c,424,27,2,451,thirdparty/xatlas/xatlas.c,thirdparty/xatlas/xatlas.c,13,72,433,518,270908,thirdparty/xatlas/xatlas.c,29,72,433,534,268429
thirdparty/jpeg-compressor/jpgd.c,thirdparty/jpeg-compressor/jpgd.c,godot,thirdparty/jpeg-compressor/jpgd.c,68,12,7,80,thirdparty/jpeg-compressor/jpgd.c,thirdparty/jpeg-compressor/jpgd.c,7,18,86,111,119267,thirdparty/jpeg-compressor/jpgd.c,15,18,86,119,117644
thirdparty/jpeg-compressor/jpge.c,thirdparty/jpeg-compressor/jpge.c,godot,thirdparty/jpeg-compressor/jpge.c,50,14,0,64,thirdparty/jpeg-compressor/jpge.c,thirdparty/jpeg-compressor/jpge.c,9,8,55,72,57265,thirdparty/jpeg-compressor/jpge.c,15,8,55,78,54968
thirdparty/libwebp/src/utils/palette.c,thirdparty/libwebp/src/utils/palette.c,godot,thirdparty/libwebp/src/utils/palette.c,16,3,0,19,thirdparty/libwebp/src/utils/palette.c,thirdparty/libwebp/src/utils/palette.c,3,5,17,25,5293,thirdparty/libwebp/src/utils/palette.c,4,5,17,26,5182
thirdparty/libwebp/src/demux/anim_decode.c,thirdparty/libwebp/src/demux/anim_decode.c,godot,thirdparty/libwebp/src/demux/anim_decode.c,5,0,0,5,thirdparty/libwebp/src/demux/anim_decode.c,thirdparty/libwebp/src/demux/anim_decode.c,0,0,5,5,4725,thirdparty/libwebp/src/demux/anim_decode.c,2,0,5,7,4538
thirdparty/libwebp/src/demux/demux.c,thirdparty/libwebp/src/demux/demux.c,godot,thirdparty/libwebp/src/demux/demux.c,7,1,2,8,thirdparty/libwebp/src/demux/demux.c,thirdparty/libwebp/src/demux/demux.c,1,7,4,12,10427,thirdparty/libwebp/src/demux/demux.c,2,7,4,13,10160
thirdparty/libwebp/src/dsp/cost_sse2.c,thirdparty/libwebp/src/dsp/cost_sse2.c,godot,thirdparty/libwebp/src/dsp/cost_sse2.c,1,0,0,1,thirdparty/libwebp/src/dsp/cost_sse2.c,thirdparty/libwebp/src/dsp/cost_sse2.c,1,0,1,2,4374,thirdparty/libwebp/src/dsp/cost_sse2.c,2,0,1,3,3991
thirdparty/libwebp/src/dsp/yuv_sse2.c,thirdparty/libwebp/src/dsp/yuv_sse2.c,godot,thirdparty/libwebp/src/dsp/yuv_sse2.c,24,1,0,25,thirdparty/libwebp/src/dsp/yuv_sse2.c,thirdparty/libwebp/src/dsp/yuv_sse2.c,0,0,25,25,137162,thirdparty/libwebp/src/dsp/yuv_sse2.c,1,0,25,26,137150
thirdparty/libwebp/src/dsp/upsampling_sse2.c,thirdparty/libwebp/src/dsp/upsampling_sse2.c,godot,thirdparty/libwebp/src/dsp/upsampling_sse2.c,1,3,0,4,thirdparty/libwebp/src/dsp/upsampling_sse2.c,thirdparty/libwebp/src/dsp/upsampling_sse2.c,7,0,14,21,86990,thirdparty/libwebp/src/dsp/upsampling_sse2.c,35,0,14,49,75846
thirdparty/libwebp/src/dsp/lossless_enc.c,thirdparty/libwebp/src/dsp/lossless_enc.c,godot,thirdparty/libwebp/src/dsp/lossless_enc.c,18,3,2,21,thirdparty/libwebp/src/dsp/lossless_enc.c,thirdparty/libwebp/src/dsp/lossless_enc.c,12,2,33,47,15799,thirdparty/libwebp/src/dsp/lossless_enc.c,18,2,33,53,14905
thirdparty/libwebp/src/dsp/lossless_enc_sse2.c,thirdparty/libwebp/src/dsp/lossless_enc_sse2.c,godot,thirdparty/libwebp/src/dsp/lossless_enc_sse2.c,23,2,1,25,thirdparty/libwebp/src/dsp/lossless_enc_sse2.c,thirdparty/libwebp/src/dsp/lossless_enc_sse2.c,2,1,35,38,45023,thirdparty/libwebp/src/dsp/lossless_enc_sse2.c,9,1,35,45,43088
thirdparty/libwebp/src/dsp/enc_sse2.c,thirdparty/libwebp/src/dsp/enc_sse2.c,godot,thirdparty/libwebp/src/dsp/enc_sse2.c,17,1,0,18,thirdparty/libwebp/src/dsp/enc_sse2.c,thirdparty/libwebp/src/dsp/enc_sse2.c,3,0,44,47,83937,thirdparty/libwebp/src/dsp/enc_sse2.c,26,0,44,70,80691
thirdparty/libwebp/src/dsp/ssim_sse2.c,thirdparty/libwebp/src/dsp/ssim_sse2.c,godot,thirdparty/libwebp/src/dsp/ssim_sse2.c,1,2,0,3,thirdparty/libwebp/src/dsp/ssim_sse2.c,thirdparty/libwebp/src/dsp/ssim_sse2.c,0,0,2,2,15843,thirdparty/libwebp/src/dsp/ssim_sse2.c,3,0,2,5,15495
thirdparty/libwebp/src/dsp/enc.c,thirdparty/libwebp/src/dsp/enc.c,godot,thirdparty/libwebp/src/dsp/enc.c,33,0,0,33,thirdparty/libwebp/src/dsp/enc.c,thirdparty/libwebp/src/dsp/enc.c,3,1,57,61,42754,thirdparty/libwebp/src/dsp/enc.c,11,1,57,69,42586
thirdparty/libwebp/src/dsp/lossless_sse2.c,thirdparty/libwebp/src/dsp/lossless_sse2.c,godot,thirdparty/libwebp/src/dsp/lossless_sse2.c,7,6,0,13,thirdparty/libwebp/src/dsp/lossless_sse2.c,thirdparty/libwebp/src/dsp/lossless_sse2.c,0,1,20,21,80717,thirdparty/libwebp/src/dsp/lossless_sse2.c,16,1,20,37,79509
thirdparty/libwebp/src/dsp/alpha_processing_sse2.c,thirdparty/libwebp/src/dsp/alpha_processing_sse2.c,godot,thirdparty/libwebp/src/dsp/alpha_processing_sse2.c,23,2,0,25,thirdparty/libwebp/src/dsp/alpha_processing_sse2.c,thirdparty/libwebp/src/dsp/alpha_processing_sse2.c,1,2,21,24,22319,thirdparty/libwebp/src/dsp/alpha_processing_sse2.c,4,2,21,27,21777
thirdparty/libwebp/src/dsp/dec.c,thirdparty/libwebp/src/dsp/dec.c,godot,thirdparty/libwebp/src/dsp/dec.c,31,2,0,33,thirdparty/libwebp/src/dsp/dec.c,thirdparty/libwebp/src/dsp/dec.c,0,5,41,46,30769,thirdparty/libwebp/src/dsp/dec.c,15,5,41,61,30673
thirdparty/libwebp/src/enc/iterator_enc.c,thirdparty/libwebp/src/enc/iterator_enc.c,godot,thirdparty/libwebp/src/enc/iterator_enc.c,15,1,0,16,thirdparty/libwebp/src/enc/iterator_enc.c,thirdparty/libwebp/src/enc/iterator_enc.c,1,0,28,29,12518,thirdparty/libwebp/src/enc/iterator_enc.c,5,0,28,33,12324
thirdparty/libwebp/src/enc/vp8l_enc.c,thirdparty/libwebp/src/enc/vp8l_enc.c,godot,thirdparty/libwebp/src/enc/vp8l_enc.c,38,4,0,42,thirdparty/libwebp/src/enc/vp8l_enc.c,thirdparty/libwebp/src/enc/vp8l_enc.c,13,5,37,55,29340,thirdparty/libwebp/src/enc/vp8l_enc.c,18,5,37,60,29291
thirdparty/libwebp/src/enc/picture_rescale_enc.c,thirdparty/libwebp/src/enc/picture_rescale_enc.c,godot,thirdparty/libwebp/src/enc/picture_rescale_enc.c,0,1,0,1,thirdparty/libwebp/src/enc/picture_rescale_enc.c,thirdparty/libwebp/src/enc/picture_rescale_enc.c,0,0,1,1,9049,thirdparty/libwebp/src/enc/picture_rescale_enc.c,2,0,1,3,6979
thirdparty/libwebp/src/enc/alpha_enc.c,thirdparty/libwebp/src/enc/alpha_enc.c,godot,thirdparty/libwebp/src/enc/alpha_enc.c,4,0,0,4,thirdparty/libwebp/src/enc/alpha_enc.c,thirdparty/libwebp/src/enc/alpha_enc.c,0,0,4,4,6697,thirdparty/libwebp/src/enc/alpha_enc.c,1,0,4,5,6627
thirdparty/libwebp/src/enc/syntax_enc.c,thirdparty/libwebp/src/enc/syntax_enc.c,godot,thirdparty/libwebp/src/enc/syntax_enc.c,7,0,0,7,thirdparty/libwebp/src/enc/syntax_enc.c,thirdparty/libwebp/src/enc/syntax_enc.c,0,1,7,8,4760,thirdparty/libwebp/src/enc/syntax_enc.c,1,1,7,9,4632
thirdparty/libwebp/src/enc/picture_tools_enc.c,thirdparty/libwebp/src/enc/picture_tools_enc.c,godot,thirdparty/libwebp/src/enc/picture_tools_enc.c,19,1,0,20,thirdparty/libwebp/src/enc/picture_tools_enc.c,thirdparty/libwebp/src/enc/picture_tools_enc.c,0,2,25,27,4813,thirdparty/libwebp/src/enc/picture_tools_enc.c,1,2,25,28,4779
thirdparty/libwebp/src/dec/idec_dec.c,thirdparty/libwebp/src/dec/idec_dec.c,godot,thirdparty/libwebp/src/dec/idec_dec.c,3,0,0,3,thirdparty/libwebp/src/dec/idec_dec.c,thirdparty/libwebp/src/dec/idec_dec.c,0,0,3,3,11448,thirdparty/libwebp/src/dec/idec_dec.c,1,0,3,4,11273
thirdparty/libwebp/src/dec/frame_dec.c,thirdparty/libwebp/src/dec/frame_dec.c,godot,thirdparty/libwebp/src/dec/frame_dec.c,15,0,0,15,thirdparty/libwebp/src/dec/frame_dec.c,thirdparty/libwebp/src/dec/frame_dec.c,0,1,15,16,12768,thirdparty/libwebp/src/dec/frame_dec.c,2,1,15,18,12349
thirdparty/libwebp/src/dec/vp8_dec.c,thirdparty/libwebp/src/dec/vp8_dec.c,godot,thirdparty/libwebp/src/dec/vp8_dec.c,17,2,0,19,thirdparty/libwebp/src/dec/vp8_dec.c,thirdparty/libwebp/src/dec/vp8_dec.c,23,3,15,41,20570,thirdparty/libwebp/src/dec/vp8_dec.c,24,3,15,42,20504
thirdparty/libwebp/src/dec/buffer_dec.c,thirdparty/libwebp/src/dec/buffer_dec.c,godot,thirdparty/libwebp/src/dec/buffer_dec.c,0,0,0,0,thirdparty/libwebp/src/dec/buffer_dec.c,thirdparty/libwebp/src/dec/buffer_dec.c,1,0,0,1,4932,thirdparty/libwebp/src/dec/buffer_dec.c,3,0,0,3,4668
thirdparty/libwebp/src/mux/anim_encode.c,thirdparty/libwebp/src/mux/anim_encode.c,godot,thirdparty/libwebp/src/mux/anim_encode.c,22,3,0,25,thirdparty/libwebp/src/mux/anim_encode.c,thirdparty/libwebp/src/mux/anim_encode.c,4,6,21,31,22552,thirdparty/libwebp/src/mux/anim_encode.c,7,6,21,34,22380
thirdparty/libwebp/src/mux/muxedit.c,thirdparty/libwebp/src/mux/muxedit.c,godot,thirdparty/libwebp/src/mux/muxedit.c,1,4,0,5,thirdparty/libwebp/src/mux/muxedit.c,thirdparty/libwebp/src/mux/muxedit.c,2,4,1,7,6415,thirdparty/libwebp/src/mux/muxedit.c,4,4,1,9,6298
thirdparty/etcpak/processrgb.c,thirdparty/etcpak/ProcessRGB.c,godot,thirdparty/etcpak/ProcessRGB.c,60,0,6,60,thirdparty/etcpak/ProcessRGB.c,thirdparty/etcpak/ProcessRGB.c,3,18,85,106,100523,thirdparty/etcpak/ProcessRGB.c,6,18,85,109,100517
thirdparty/msdfgen/core/contour-combiners.c,thirdparty/msdfgen/core/contour-combiners.c,godot,thirdparty/msdfgen/core/contour-combiners.c,6,0,0,6,thirdparty/msdfgen/core/contour-combiners.c,thirdparty/msdfgen/core/contour-combiners.c,7,14,31,52,26273,thirdparty/msdfgen/core/contour-combiners.c,26,14,31,71,23850
thirdparty/zstd/compress/zstd_lazy.c,thirdparty/zstd/compress/zstd_lazy.c,godot,thirdparty/zstd/compress/zstd_lazy.c,25,13,2,38,thirdparty/zstd/compress/zstd_lazy.c,thirdparty/zstd/compress/zstd_lazy.c,560,93,361,1014,478722,thirdparty/zstd/compress/zstd_lazy.c,602,93,361,1056,464671
thirdparty/zstd/compress/zstd_compress.c,thirdparty/zstd/compress/zstd_compress.c,godot,thirdparty/zstd/compress/zstd_compress.c,23,6,0,29,thirdparty/zstd/compress/zstd_compress.c,thirdparty/zstd/compress/zstd_compress.c,32,12,35,79,108066,thirdparty/zstd/compress/zstd_compress.c,48,12,35,95,104987
thirdparty/zstd/compress/zstd_opt.c,thirdparty/zstd/compress/zstd_opt.c,godot,thirdparty/zstd/compress/zstd_opt.c,21,6,0,27,thirdparty/zstd/compress/zstd_opt.c,thirdparty/zstd/compress/zstd_opt.c,134,15,73,222,93116,thirdparty/zstd/compress/zstd_opt.c,136,15,73,224,92825
thirdparty/zstd/decompress/zstd_decompress_block.c,thirdparty/zstd/decompress/zstd_decompress_block.c,godot,thirdparty/zstd/decompress/zstd_decompress_block.c,21,5,0,26,thirdparty/zstd/decompress/zstd_decompress_block.c,thirdparty/zstd/decompress/zstd_decompress_block.c,7,4,114,125,76806,thirdparty/zstd/decompress/zstd_decompress_block.c,28,4,114,146,75461
thirdparty/zstd/decompress/huf_decompress.c,thirdparty/zstd/decompress/huf_decompress.c,godot,thirdparty/zstd/decompress/huf_decompress.c,43,7,2,50,thirdparty/zstd/decompress/huf_decompress.c,thirdparty/zstd/decompress/huf_decompress.c,35,2,102,139,91229,thirdparty/zstd/decompress/huf_decompress.c,46,2,102,150,89489
thirdparty/zstd/common/xxhash.c,thirdparty/zstd/common/xxhash.c,godot,thirdparty/zstd/common/xxhash.c,0,0,0,0,thirdparty/zstd/common/xxhash.c,thirdparty/zstd/common/xxhash.c,1,0,8,9,6082,thirdparty/zstd/common/xxhash.c,2,0,8,10,6026
thirdparty/manifold/src/csg_tree.c,thirdparty/manifold/src/csg_tree.c,godot,thirdparty/manifold/src/csg_tree.c,5,6,0,11,thirdparty/manifold/src/csg_tree.c,thirdparty/manifold/src/csg_tree.c,9,31,67,107,136291,thirdparty/manifold/src/csg_tree.c,9,31,67,107,136291
thirdparty/manifold/src/properties.c,thirdparty/manifold/src/properties.c,godot,thirdparty/manifold/src/properties.c,2,0,0,2,thirdparty/manifold/src/properties.c,thirdparty/manifold/src/properties.c,6,8,52,66,48650,thirdparty/manifold/src/properties.c,18,8,52,78,45277
thirdparty/manifold/src/boolean3.c,thirdparty/manifold/src/boolean3.c,godot,thirdparty/manifold/src/boolean3.c,0,3,0,3,thirdparty/manifold/src/boolean3.c,thirdparty/manifold/src/boolean3.c,3,18,38,59,34869,thirdparty/manifold/src/boolean3.c,6,18,38,62,34511
thirdparty/manifold/src/subdivision.c,thirdparty/manifold/src/subdivision.c,godot,thirdparty/manifold/src/subdivision.c,15,0,0,15,thirdparty/manifold/src/subdivision.c,thirdparty/manifold/src/subdivision.c,5,13,62,80,61667,thirdparty/manifold/src/subdivision.c,9,13,62,84,60551
thirdparty/manifold/src/polygon.c,thirdparty/manifold/src/polygon.c,godot,thirdparty/manifold/src/polygon.c,7,3,3,10,thirdparty/manifold/src/polygon.c,thirdparty/manifold/src/polygon.c,18,36,59,113,80440,thirdparty/manifold/src/polygon.c,18,36,59,113,80440
thirdparty/manifold/src/boolean_result.c,thirdparty/manifold/src/boolean_result.c,godot,thirdparty/manifold/src/boolean_result.c,10,0,0,10,thirdparty/manifold/src/boolean_result.c,thirdparty/manifold/src/boolean_result.c,10,29,77,116,91503,thirdparty/manifold/src/boolean_result.c,10,29,77,116,91503
thirdparty/manifold/src/impl.c,thirdparty/manifold/src/impl.c,godot,thirdparty/manifold/src/impl.c,6,6,0,12,thirdparty/manifold/src/impl.c,thirdparty/manifold/src/impl.c,15,40,91,146,100264,thirdparty/manifold/src/impl.c,24,40,91,155,97796
thirdparty/manifold/src/constructors.c,thirdparty/manifold/src/constructors.c,godot,thirdparty/manifold/src/constructors.c,7,1,1,8,thirdparty/manifold/src/constructors.c,thirdparty/manifold/src/constructors.c,6,23,76,105,89474,thirdparty/manifold/src/constructors.c,16,23,76,115,88631
thirdparty/manifold/src/smoothing.c,thirdparty/manifold/src/smoothing.c,godot,thirdparty/manifold/src/smoothing.c,8,0,3,8,thirdparty/manifold/src/smoothing.c,thirdparty/manifold/src/smoothing.c,5,41,60,106,92526,thirdparty/manifold/src/smoothing.c,5,41,60,106,92526
thirdparty/manifold/src/sort.c,thirdparty/manifold/src/sort.c,godot,thirdparty/manifold/src/sort.c,7,0,0,7,thirdparty/manifold/src/sort.c,thirdparty/manifold/src/sort.c,17,50,85,152,93236,thirdparty/manifold/src/sort.c,17,50,85,152,93236
thirdparty/manifold/src/manifold.c,thirdparty/manifold/src/manifold.c,godot,thirdparty/manifold/src/manifold.c,7,0,0,7,thirdparty/manifold/src/manifold.c,thirdparty/manifold/src/manifold.c,9,38,90,137,170668,thirdparty/manifold/src/manifold.c,9,38,90,137,170668
thirdparty/manifold/src/quickhull.c,thirdparty/manifold/src/quickhull.c,godot,thirdparty/manifold/src/quickhull.c,16,2,0,18,thirdparty/manifold/src/quickhull.c,thirdparty/manifold/src/quickhull.c,10,13,43,66,78205,thirdparty/manifold/src/quickhull.c,19,13,43,75,76959
thirdparty/freetype/src/pfr/pfr.c,thirdparty/freetype/src/pfr/pfr.c,godot,thirdparty/freetype/src/pfr/pfr.c,0,0,0,0,thirdparty/freetype/src/pfr/pfr.c,thirdparty/freetype/src/pfr/pfr.c,7,8,23,38,32192,thirdparty/freetype/src/pfr/pfr.c,9,8,23,40,32003
thirdparty/freetype/src/bdf/bdf.c,thirdparty/freetype/src/bdf/bdf.c,godot,thirdparty/freetype/src/bdf/bdf.c,0,0,0,0,thirdparty/freetype/src/bdf/bdf.c,thirdparty/freetype/src/bdf/bdf.c,0,13,22,35,32765,thirdparty/freetype/src/bdf/bdf.c,11,13,22,46,32323
thirdparty/freetype/src/cff/cff.c,thirdparty/freetype/src/cff/cff.c,godot,thirdparty/freetype/src/cff/cff.c,0,0,0,0,thirdparty/freetype/src/cff/cff.c,thirdparty/freetype/src/cff/cff.c,23,15,45,83,58271,thirdparty/freetype/src/cff/cff.c,29,15,45,89,57385
thirdparty/freetype/src/base/ftbase.c,thirdparty/freetype/src/base/ftbase.c,godot,thirdparty/freetype/src/base/ftbase.c,0,0,0,0,thirdparty/freetype/src/base/ftbase.c,thirdparty/freetype/src/base/ftbase.c,25,26,58,109,108110,thirdparty/freetype/src/base/ftbase.c,31,26,58,115,107219
thirdparty/freetype/src/winfonts/winfnt.c,thirdparty/freetype/src/winfonts/winfnt.c,godot,thirdparty/freetype/src/winfonts/winfnt.c,7,0,0,7,thirdparty/freetype/src/winfonts/winfnt.c,thirdparty/freetype/src/winfonts/winfnt.c,2,1,3,6,8665,thirdparty/freetype/src/winfonts/winfnt.c,3,1,3,7,7992
thirdparty/freetype/src/psaux/psaux.c,thirdparty/freetype/src/psaux/psaux.c,godot,thirdparty/freetype/src/psaux/psaux.c,0,0,0,0,thirdparty/freetype/src/psaux/psaux.c,thirdparty/freetype/src/psaux/psaux.c,15,29,71,115,112216,thirdparty/freetype/src/psaux/psaux.c,20,29,71,120,111861
thirdparty/freetype/src/cache/ftcache.c,thirdparty/freetype/src/cache/ftcache.c,godot,thirdparty/freetype/src/cache/ftcache.c,0,0,0,0,thirdparty/freetype/src/cache/ftcache.c,thirdparty/freetype/src/cache/ftcache.c,0,15,26,41,31919,thirdparty/freetype/src/cache/ftcache.c,1,15,26,42,30587
thirdparty/freetype/src/pcf/pcf.c,thirdparty/freetype/src/pcf/pcf.c,godot,thirdparty/freetype/src/pcf/pcf.c,0,0,0,0,thirdparty/freetype/src/pcf/pcf.c,thirdparty/freetype/src/pcf/pcf.c,0,3,23,26,16657,thirdparty/freetype/src/pcf/pcf.c,3,3,23,29,16484
thirdparty/freetype/src/truetype/truetype.c,thirdparty/freetype/src/truetype/truetype.c,godot,thirdparty/freetype/src/truetype/truetype.c,0,0,0,0,thirdparty/freetype/src/truetype/truetype.c,thirdparty/freetype/src/truetype/truetype.c,21,21,117,159,135617,thirdparty/freetype/src/truetype/truetype.c,26,21,117,164,134303
thirdparty/freetype/src/type42/type42.c,thirdparty/freetype/src/type42/type42.c,godot,thirdparty/freetype/src/type42/type42.c,0,0,0,0,thirdparty/freetype/src/type42/type42.c,thirdparty/freetype/src/type42/type42.c,1,3,12,16,19851,thirdparty/freetype/src/type42/type42.c,6,3,12,21,19154
thirdparty/freetype/src/cid/type1cid.c,thirdparty/freetype/src/cid/type1cid.c,godot,thirdparty/freetype/src/cid/type1cid.c,0,0,0,0,thirdparty/freetype/src/cid/type1cid.c,thirdparty/freetype/src/cid/type1cid.c,1,4,19,24,18880,thirdparty/freetype/src/cid/type1cid.c,2,4,19,25,18661
thirdparty/freetype/src/sfnt/sfnt.c,thirdparty/freetype/src/sfnt/sfnt.c,godot,thirdparty/freetype/src/sfnt/sfnt.c,0,0,0,0,thirdparty/freetype/src/sfnt/sfnt.c,thirdparty/freetype/src/sfnt/sfnt.c,14,44,141,199,142960,thirdparty/freetype/src/sfnt/sfnt.c,27,44,141,212,141602
thirdparty/freetype/src/raster/raster.c,thirdparty/freetype/src/raster/raster.c,godot,thirdparty/freetype/src/raster/raster.c,0,0,0,0,thirdparty/freetype/src/raster/raster.c,thirdparty/freetype/src/raster/raster.c,4,8,20,32,25870,thirdparty/freetype/src/raster/raster.c,8,8,20,36,25675
thirdparty/freetype/src/lzw/ftlzw.c,thirdparty/freetype/src/lzw/ftlzw.c,godot,thirdparty/freetype/src/lzw/ftlzw.c,1,1,0,2,thirdparty/freetype/src/lzw/ftlzw.c,thirdparty/freetype/src/lzw/ftlzw.c,3,3,2,8,7139,thirdparty/freetype/src/lzw/ftlzw.c,4,3,2,9,7083
thirdparty/freetype/src/autofit/autofit.c,thirdparty/freetype/src/autofit/autofit.c,godot,thirdparty/freetype/src/autofit/autofit.c,0,0,0,0,thirdparty/freetype/src/autofit/autofit.c,thirdparty/freetype/src/autofit/autofit.c,25,34,116,175,77963,thirdparty/freetype/src/autofit/autofit.c,32,34,116,182,77287
thirdparty/freetype/src/sdf/sdf.c,thirdparty/freetype/src/sdf/sdf.c,godot,thirdparty/freetype/src/sdf/sdf.c,0,0,0,0,thirdparty/freetype/src/sdf/sdf.c,thirdparty/freetype/src/sdf/sdf.c,2,5,36,43,27318,thirdparty/freetype/src/sdf/sdf.c,4,5,36,45,27182
thirdparty/freetype/src/type1/type1.c,thirdparty/freetype/src/type1/type1.c,godot,thirdparty/freetype/src/type1/type1.c,0,0,0,0,thirdparty/freetype/src/type1/type1.c,thirdparty/freetype/src/type1/type1.c,2,17,33,52,50958,thirdparty/freetype/src/type1/type1.c,4,17,33,54,49746
thirdparty/freetype/src/gxvalid/gxvalid.c,thirdparty/freetype/src/gxvalid/gxvalid.c,godot,thirdparty/freetype/src/gxvalid/gxvalid.c,0,0,0,0,thirdparty/freetype/src/gxvalid/gxvalid.c,thirdparty/freetype/src/gxvalid/gxvalid.c,1,10,51,62,49616,thirdparty/freetype/src/gxvalid/gxvalid.c,3,10,51,64,49438
thirdparty/clipper2/src/clipper.engine.c,thirdparty/clipper2/src/clipper.engine.c,godot,thirdparty/clipper2/src/clipper.engine.c,14,61,6,75,thirdparty/clipper2/src/clipper.engine.c,thirdparty/clipper2/src/clipper.engine.c,25,94,206,325,162773,thirdparty/clipper2/src/clipper.engine.c,26,94,206,326,162443
thirdparty/clipper2/src/clipper.offset.c,thirdparty/clipper2/src/clipper.offset.c,godot,thirdparty/clipper2/src/clipper.offset.c,9,0,0,9,thirdparty/clipper2/src/clipper.offset.c,thirdparty/clipper2/src/clipper.offset.c,11,34,104,149,66856,thirdparty/clipper2/src/clipper.offset.c,12,34,104,150,66776
thirdparty/clipper2/src/clipper.rectclip.c,thirdparty/clipper2/src/clipper.rectclip.c,godot,thirdparty/clipper2/src/clipper.rectclip.c,6,15,5,21,thirdparty/clipper2/src/clipper.rectclip.c,thirdparty/clipper2/src/clipper.rectclip.c,6,19,38,63,41517,thirdparty/clipper2/src/clipper.rectclip.c,8,19,38,65,41038
thirdparty/spirv-reflect/spirv_reflect.c,thirdparty/spirv-reflect/spirv_reflect.c,godot,thirdparty/spirv-reflect/spirv_reflect.c,134,12,0,146,thirdparty/spirv-reflect/spirv_reflect.c,thirdparty/spirv-reflect/spirv_reflect.c,15,68,160,243,76496,thirdparty/spirv-reflect/spirv_reflect.c,19,68,160,247,76279
thirdparty/enet/enet_godot.c,thirdparty/enet/enet_godot.c,godot,thirdparty/enet/enet_godot.c,2,0,0,2,thirdparty/enet/enet_godot.c,thirdparty/enet/enet_godot.c,1,2,18,21,37387,thirdparty/enet/enet_godot.c,2,2,18,22,36656
thirdparty/ufbx/ufbx.c,thirdparty/ufbx/ufbx.c,godot,thirdparty/ufbx/ufbx.c,334,145,12,479,thirdparty/ufbx/ufbx.c,thirdparty/ufbx/ufbx.c,214,159,486,859,504646,thirdparty/ufbx/ufbx.c,205,133,360,698,430480
thirdparty/icu4c/i18n/scriptset.c,thirdparty/icu4c/i18n/scriptset.c,godot,thirdparty/icu4c/i18n/scriptset.c,12,3,0,15,thirdparty/icu4c/i18n/scriptset.c,thirdparty/icu4c/i18n/scriptset.c,3,3,19,25,6068,thirdparty/icu4c/i18n/scriptset.c,4,3,19,26,6031
thirdparty/icu4c/common/ubidi.c,thirdparty/icu4c/common/ubidi.c,godot,thirdparty/icu4c/common/ubidi.c,36,11,2,47,thirdparty/icu4c/common/ubidi.c,thirdparty/icu4c/common/ubidi.c,3,6,57,66,39734,thirdparty/icu4c/common/ubidi.c,4,6,57,67,39529
thirdparty/icu4c/common/loclikely.c,thirdparty/icu4c/common/loclikely.c,godot,thirdparty/icu4c/common/loclikely.c,1,0,0,1,thirdparty/icu4c/common/loclikely.c,thirdparty/icu4c/common/loclikely.c,0,2,2,4,12936,thirdparty/icu4c/common/loclikely.c,0,2,2,4,12936
thirdparty/icu4c/common/utrie.c,thirdparty/icu4c/common/utrie.c,godot,thirdparty/icu4c/common/utrie.c,25,6,2,31,thirdparty/icu4c/common/utrie.c,thirdparty/icu4c/common/utrie.c,5,6,31,42,14380,thirdparty/icu4c/common/utrie.c,19,6,31,56,13641
