file,File,Repo,File,for loops,while loops,do-while loops,total,File,File,for loops,while loops,do-while loops,total loops,total nodes,File,for/loops,while/loops,do-while/loops,total/loops,total/nodes
scene/gui/tree.c,scene/gui/tree.c,godot,scene/gui/tree.c,50,44,0,94,scene/gui/tree.c,scene/gui/tree.c,67,48,146,261,1034431,scene/gui/tree.c,69,47,141,257,1024382
scene/gui/graph_edit.c,scene/gui/graph_edit.c,godot,scene/gui/graph_edit.c,40,2,0,42,scene/gui/graph_edit.c,scene/gui/graph_edit.c,45,79,183,307,682931,scene/gui/graph_edit.c,73,75,178,326,663458
scene/gui/aspect_ratio_container.c,scene/gui/aspect_ratio_container.c,godot,scene/gui/aspect_ratio_container.c,2,0,0,2,scene/gui/aspect_ratio_container.c,scene/gui/aspect_ratio_container.c,7,1,13,21,66377,scene/gui/aspect_ratio_container.c,8,1,13,22,66138
scene/gui/slider.c,scene/gui/slider.c,godot,scene/gui/slider.c,2,0,0,2,scene/gui/slider.c,scene/gui/slider.c,6,4,14,24,79232,scene/gui/slider.c,9,4,14,27,76638
scene/gui/split_container.c,scene/gui/split_container.c,godot,scene/gui/split_container.c,2,0,0,2,scene/gui/split_container.c,scene/gui/split_container.c,6,1,13,20,105229,scene/gui/split_container.c,10,1,13,24,103693
scene/gui/margin_container.c,scene/gui/margin_container.c,godot,scene/gui/margin_container.c,2,0,0,2,scene/gui/margin_container.c,scene/gui/margin_container.c,7,1,7,15,29353,scene/gui/margin_container.c,9,1,7,17,29221
scene/gui/base_button.c,scene/gui/base_button.c,godot,scene/gui/base_button.c,0,0,0,0,scene/gui/base_button.c,scene/gui/base_button.c,10,10,27,47,162429,scene/gui/base_button.c,10,10,27,47,162429
scene/gui/graph_frame.c,scene/gui/graph_frame.c,godot,scene/gui/graph_frame.c,2,0,0,2,scene/gui/graph_frame.c,scene/gui/graph_frame.c,9,2,4,15,107529,scene/gui/graph_frame.c,9,2,4,15,106836
scene/gui/check_box.c,scene/gui/check_box.c,godot,scene/gui/check_box.c,0,0,0,0,scene/gui/check_box.c,scene/gui/check_box.c,7,0,8,15,46977,scene/gui/check_box.c,12,0,8,20,44612
scene/gui/popup_menu.c,scene/gui/popup_menu.c,godot,scene/gui/popup_menu.c,39,2,0,41,scene/gui/popup_menu.c,scene/gui/popup_menu.c,18,27,95,140,587975,scene/gui/popup_menu.c,19,26,76,121,572603
scene/gui/scroll_bar.c,scene/gui/scroll_bar.c,godot,scene/gui/scroll_bar.c,0,0,0,0,scene/gui/scroll_bar.c,scene/gui/scroll_bar.c,6,4,11,21,74388,scene/gui/scroll_bar.c,9,4,11,24,71675
scene/gui/tab_bar.c,scene/gui/tab_bar.c,godot,scene/gui/tab_bar.c,15,1,0,16,scene/gui/tab_bar.c,scene/gui/tab_bar.c,15,12,51,78,357756,scene/gui/tab_bar.c,23,11,49,83,352065
scene/gui/progress_bar.c,scene/gui/progress_bar.c,godot,scene/gui/progress_bar.c,0,0,0,0,scene/gui/progress_bar.c,scene/gui/progress_bar.c,5,0,14,19,66218,scene/gui/progress_bar.c,6,0,14,20,65327
scene/gui/file_dialog.c,scene/gui/file_dialog.c,godot,scene/gui/file_dialog.c,13,7,0,20,scene/gui/file_dialog.c,scene/gui/file_dialog.c,21,40,91,152,407703,scene/gui/file_dialog.c,21,40,91,152,407703
scene/gui/video_stream_player.c,scene/gui/video_stream_player.c,godot,scene/gui/video_stream_player.c,7,0,0,7,scene/gui/video_stream_player.c,scene/gui/video_stream_player.c,5,4,20,29,126455,scene/gui/video_stream_player.c,6,4,20,30,125814
scene/gui/menu_bar.c,scene/gui/menu_bar.c,godot,scene/gui/menu_bar.c,15,0,2,15,scene/gui/menu_bar.c,scene/gui/menu_bar.c,10,15,32,57,218123,scene/gui/menu_bar.c,9,15,30,54,213497
scene/gui/grid_container.c,scene/gui/grid_container.c,godot,scene/gui/grid_container.c,6,2,0,8,scene/gui/grid_container.c,scene/gui/grid_container.c,12,26,46,84,72298,scene/gui/grid_container.c,14,26,46,86,72137
scene/gui/menu_button.c,scene/gui/menu_button.c,godot,scene/gui/menu_button.c,1,0,0,1,scene/gui/menu_button.c,scene/gui/menu_button.c,7,4,24,35,75737,scene/gui/menu_button.c,7,4,24,35,75737
scene/gui/rich_text_label.c,scene/gui/rich_text_label.c,godot,scene/gui/rich_text_label.c,79,50,2,129,scene/gui/rich_text_label.c,scene/gui/rich_text_label.c,37,56,200,293,855106,scene/gui/rich_text_label.c,48,56,198,302,852316
scene/gui/color_picker.c,scene/gui/color_picker.c,godot,scene/gui/color_picker.c,28,1,0,29,scene/gui/color_picker.c,scene/gui/color_picker.c,41,44,101,186,440767,scene/gui/color_picker.c,41,44,101,186,440767
scene/gui/texture_progress_bar.c,scene/gui/texture_progress_bar.c,godot,scene/gui/texture_progress_bar.c,2,0,0,2,scene/gui/texture_progress_bar.c,scene/gui/texture_progress_bar.c,6,5,15,26,149341,scene/gui/texture_progress_bar.c,8,5,15,28,148404
scene/gui/check_button.c,scene/gui/check_button.c,godot,scene/gui/check_button.c,0,0,0,0,scene/gui/check_button.c,scene/gui/check_button.c,7,0,8,15,47276,scene/gui/check_button.c,11,0,8,19,45424
scene/gui/graph_element.c,scene/gui/graph_element.c,godot,scene/gui/graph_element.c,2,0,0,2,scene/gui/graph_element.c,scene/gui/graph_element.c,5,2,14,21,65641,scene/gui/graph_element.c,7,2,13,22,64726
scene/gui/view_panner.c,scene/gui/view_panner.c,godot,scene/gui/view_panner.c,0,0,0,0,scene/gui/view_panner.c,scene/gui/view_panner.c,6,0,8,14,31049,scene/gui/view_panner.c,7,0,8,15,30517
scene/gui/spin_box.c,scene/gui/spin_box.c,godot,scene/gui/spin_box.c,0,0,0,0,scene/gui/spin_box.c,scene/gui/spin_box.c,6,10,18,34,168903,scene/gui/spin_box.c,14,10,18,42,162932
scene/2d/tile_map.c,scene/2d/tile_map.c,godot,scene/2d/tile_map.c,9,1,0,10,scene/2d/tile_map.c,scene/2d/tile_map.c,28,16,87,131,428421,scene/2d/tile_map.c,31,16,86,133,426047
scene/2d/navigation_region_2d.c,scene/2d/navigation_region_2d.c,godot,scene/2d/navigation_region_2d.c,5,0,0,5,scene/2d/navigation_region_2d.c,scene/2d/navigation_region_2d.c,11,7,37,55,169446,scene/2d/navigation_region_2d.c,11,7,37,55,169446
scene/2d/cpu_particles_2d.c,scene/2d/cpu_particles_2d.c,godot,scene/2d/cpu_particles_2d.c,7,2,0,9,scene/2d/cpu_particles_2d.c,scene/2d/cpu_particles_2d.c,25,12,59,96,418733,scene/2d/cpu_particles_2d.c,34,12,59,105,415913
scene/2d/camera_2d.c,scene/2d/camera_2d.c,godot,scene/2d/camera_2d.c,3,0,0,3,scene/2d/camera_2d.c,scene/2d/camera_2d.c,5,11,20,36,182880,scene/2d/camera_2d.c,5,11,20,36,182880
scene/2d/polygon_2d.c,scene/2d/polygon_2d.c,godot,scene/2d/polygon_2d.c,23,0,0,23,scene/2d/polygon_2d.c,scene/2d/polygon_2d.c,10,7,47,64,244063,scene/2d/polygon_2d.c,13,7,47,67,242815
scene/2d/gpu_particles_2d.c,scene/2d/gpu_particles_2d.c,godot,scene/2d/gpu_particles_2d.c,3,0,0,3,scene/2d/gpu_particles_2d.c,scene/2d/gpu_particles_2d.c,5,6,21,32,234275,scene/2d/gpu_particles_2d.c,7,6,21,34,227452
scene/2d/navigation_agent_2d.c,scene/2d/navigation_agent_2d.c,godot,scene/2d/navigation_agent_2d.c,1,1,0,2,scene/2d/navigation_agent_2d.c,scene/2d/navigation_agent_2d.c,10,8,27,45,254455,scene/2d/navigation_agent_2d.c,10,8,27,45,254455
scene/2d/line_2d.c,scene/2d/line_2d.c,godot,scene/2d/line_2d.c,2,0,0,2,scene/2d/line_2d.c,scene/2d/line_2d.c,5,2,13,20,196645,scene/2d/line_2d.c,6,2,13,21,195985
scene/2d/light_2d.c,scene/2d/light_2d.c,godot,scene/2d/light_2d.c,0,0,0,0,scene/2d/light_2d.c,scene/2d/light_2d.c,7,1,12,20,152483,scene/2d/light_2d.c,9,1,12,22,151756
scene/2d/canvas_modulate.c,scene/2d/canvas_modulate.c,godot,scene/2d/canvas_modulate.c,0,0,0,0,scene/2d/canvas_modulate.c,scene/2d/canvas_modulate.c,5,2,11,18,37654,scene/2d/canvas_modulate.c,6,2,11,19,37469
scene/2d/physics/area_2d.c,scene/2d/physics/area_2d.c,godot,scene/2d/physics/area_2d.c,8,0,0,8,scene/2d/physics/area_2d.c,scene/2d/physics/area_2d.c,8,29,77,114,210560,scene/2d/physics/area_2d.c,10,29,77,116,210042
scene/2d/physics/static_body_2d.c,scene/2d/physics/static_body_2d.c,godot,scene/2d/physics/static_body_2d.c,5,0,0,5,scene/2d/physics/static_body_2d.c,scene/2d/physics/static_body_2d.c,13,4,20,37,86340,scene/2d/physics/static_body_2d.c,17,4,20,41,85774
scene/2d/physics/physical_bone_2d.c,scene/2d/physics/physical_bone_2d.c,godot,scene/2d/physics/physical_bone_2d.c,1,1,0,2,scene/2d/physics/physical_bone_2d.c,scene/2d/physics/physical_bone_2d.c,8,2,19,29,72552,scene/2d/physics/physical_bone_2d.c,10,2,19,31,72218
scene/2d/physics/animatable_body_2d.c,scene/2d/physics/animatable_body_2d.c,godot,scene/2d/physics/animatable_body_2d.c,0,0,0,0,scene/2d/physics/animatable_body_2d.c,scene/2d/physics/animatable_body_2d.c,9,2,12,23,47826,scene/2d/physics/animatable_body_2d.c,13,2,12,27,47468
scene/2d/physics/collision_object_2d.c,scene/2d/physics/collision_object_2d.c,godot,scene/2d/physics/collision_object_2d.c,6,1,0,7,scene/2d/physics/collision_object_2d.c,scene/2d/physics/collision_object_2d.c,14,35,47,96,262207,scene/2d/physics/collision_object_2d.c,14,35,47,96,262163
scene/2d/physics/joints/pin_joint_2d.c,scene/2d/physics/joints/pin_joint_2d.c,godot,scene/2d/physics/joints/pin_joint_2d.c,0,0,0,0,scene/2d/physics/joints/pin_joint_2d.c,scene/2d/physics/joints/pin_joint_2d.c,6,0,18,24,54696,scene/2d/physics/joints/pin_joint_2d.c,8,0,18,26,54502
scene/2d/physics/joints/damped_spring_joint_2d.c,scene/2d/physics/joints/damped_spring_joint_2d.c,godot,scene/2d/physics/joints/damped_spring_joint_2d.c,0,0,0,0,scene/2d/physics/joints/damped_spring_joint_2d.c,scene/2d/physics/joints/damped_spring_joint_2d.c,6,0,15,21,44169,scene/2d/physics/joints/damped_spring_joint_2d.c,8,0,15,23,44015
scene/2d/physics/joints/groove_joint_2d.c,scene/2d/physics/joints/groove_joint_2d.c,godot,scene/2d/physics/joints/groove_joint_2d.c,0,0,0,0,scene/2d/physics/joints/groove_joint_2d.c,scene/2d/physics/joints/groove_joint_2d.c,6,0,11,17,39117,scene/2d/physics/joints/groove_joint_2d.c,8,0,11,19,38969
scene/2d/physics/rigid_body_2d.c,scene/2d/physics/rigid_body_2d.c,godot,scene/2d/physics/rigid_body_2d.c,7,0,0,7,scene/2d/physics/rigid_body_2d.c,scene/2d/physics/rigid_body_2d.c,8,22,55,85,252079,scene/2d/physics/rigid_body_2d.c,10,22,55,87,251274
scene/2d/physics/physics_body_2d.c,scene/2d/physics/physics_body_2d.c,godot,scene/2d/physics/physics_body_2d.c,0,0,0,0,scene/2d/physics/physics_body_2d.c,scene/2d/physics/physics_body_2d.c,10,1,14,25,68126,scene/2d/physics/physics_body_2d.c,14,1,14,29,67512
scene/2d/physics/character_body_2d.c,scene/2d/physics/character_body_2d.c,godot,scene/2d/physics/character_body_2d.c,2,0,0,2,scene/2d/physics/character_body_2d.c,scene/2d/physics/character_body_2d.c,10,6,22,38,202105,scene/2d/physics/character_body_2d.c,16,6,22,44,201000
scene/2d/physics/collision_shape_2d.c,scene/2d/physics/collision_shape_2d.c,godot,scene/2d/physics/collision_shape_2d.c,0,0,0,0,scene/2d/physics/collision_shape_2d.c,scene/2d/physics/collision_shape_2d.c,5,3,20,28,81865,scene/2d/physics/collision_shape_2d.c,6,3,20,29,81309
scene/2d/parallax_background.c,scene/2d/parallax_background.c,godot,scene/2d/parallax_background.c,1,0,0,1,scene/2d/parallax_background.c,scene/2d/parallax_background.c,4,1,19,24,63502,scene/2d/parallax_background.c,5,1,19,25,63257
scene/2d/marker_2d.c,scene/2d/marker_2d.c,godot,scene/2d/marker_2d.c,0,0,0,0,scene/2d/marker_2d.c,scene/2d/marker_2d.c,5,0,10,15,35259,scene/2d/marker_2d.c,6,0,10,16,35109
scene/2d/skeleton_2d.c,scene/2d/skeleton_2d.c,godot,scene/2d/skeleton_2d.c,10,1,0,11,scene/2d/skeleton_2d.c,scene/2d/skeleton_2d.c,7,8,52,67,169491,scene/2d/skeleton_2d.c,11,8,52,71,168241
scene/2d/tile_map_layer.c,scene/2d/tile_map_layer.c,godot,scene/2d/tile_map_layer.c,61,1,0,62,scene/2d/tile_map_layer.c,scene/2d/tile_map_layer.c,73,64,263,400,601628,scene/2d/tile_map_layer.c,108,64,263,435,597934
scene/2d/parallax_layer.c,scene/2d/parallax_layer.c,godot,scene/2d/parallax_layer.c,0,0,0,0,scene/2d/parallax_layer.c,scene/2d/parallax_layer.c,5,2,14,21,42740,scene/2d/parallax_layer.c,6,2,14,22,42583
scene/debugger/scene_debugger.c,scene/debugger/scene_debugger.c,godot,scene/debugger/scene_debugger.c,18,4,0,22,scene/debugger/scene_debugger.c,scene/debugger/scene_debugger.c,15,67,161,243,266980,scene/debugger/scene_debugger.c,22,66,160,248,263393
scene/animation/animation_blend_space_2d.c,scene/animation/animation_blend_space_2d.c,godot,scene/animation/animation_blend_space_2d.c,28,0,0,28,scene/animation/animation_blend_space_2d.c,scene/animation/animation_blend_space_2d.c,8,15,63,86,217747,scene/animation/animation_blend_space_2d.c,8,15,63,86,215727
scene/animation/root_motion_view.c,scene/animation/root_motion_view.c,godot,scene/animation/root_motion_view.c,2,0,0,2,scene/animation/root_motion_view.c,scene/animation/root_motion_view.c,4,0,20,24,71113,scene/animation/root_motion_view.c,5,0,20,25,70648
scene/animation/animation_mixer.c,scene/animation/animation_mixer.c,godot,scene/animation/animation_mixer.c,10,3,0,13,scene/animation/animation_mixer.c,scene/animation/animation_mixer.c,20,114,175,309,492276,scene/animation/animation_mixer.c,20,114,175,309,492276
scene/animation/tween.c,scene/animation/tween.c,godot,scene/animation/tween.c,0,1,0,1,scene/animation/tween.c,scene/animation/tween.c,10,6,31,47,308813,scene/animation/tween.c,10,6,31,47,308813
scene/animation/animation_node_state_machine.c,scene/animation/animation_node_state_machine.c,godot,scene/animation/animation_node_state_machine.c,28,5,0,33,scene/animation/animation_node_state_machine.c,scene/animation/animation_node_state_machine.c,22,85,197,304,505266,scene/animation/animation_node_state_machine.c,23,85,197,305,497562
scene/animation/animation_blend_tree.c,scene/animation/animation_blend_tree.c,godot,scene/animation/animation_blend_tree.c,12,1,0,13,scene/animation/animation_blend_tree.c,scene/animation/animation_blend_tree.c,21,31,99,151,438380,scene/animation/animation_blend_tree.c,22,31,97,150,433079
scene/animation/animation_player.c,scene/animation/animation_player.c,godot,scene/animation/animation_player.c,6,3,0,9,scene/animation/animation_player.c,scene/animation/animation_player.c,6,39,85,130,358318,scene/animation/animation_player.c,6,39,85,130,358151
scene/animation/animation_tree.c,scene/animation/animation_tree.c,godot,scene/animation/animation_tree.c,12,2,0,14,scene/animation/animation_tree.c,scene/animation/animation_tree.c,12,75,102,189,378861,scene/animation/animation_tree.c,12,75,101,188,378746
core/variant/variant_utility.c,core/variant/variant_utility.c,godot,core/variant/variant_utility.c,14,0,0,14,core/variant/variant_utility.c,core/variant/variant_utility.c,3,18,221,242,521684,core/variant/variant_utility.c,7,18,221,246,515616
core/variant/variant_op.c,core/variant/variant_op.c,godot,core/variant/variant_op.c,0,0,0,0,core/variant/variant_op.c,core/variant/variant_op.c,1,6,421,428,861527,core/variant/variant_op.c,3,6,421,430,861153
core/variant/variant.c,core/variant/variant.c,godot,core/variant/variant.c,29,3,0,32,core/variant/variant.c,core/variant/variant.c,1,40,116,157,169710,core/variant/variant.c,2,40,115,157,168357
core/variant/variant_call.c,core/variant/variant_call.c,godot,core/variant/variant_call.c,5,0,0,5,core/variant/variant_call.c,core/variant/variant_call.c,4,119,1247,1370,2154589,core/variant/variant_call.c,6,119,1248,1373,2145935
core/variant/callable.c,core/variant/callable.c,godot,core/variant/callable.c,5,0,0,5,core/variant/callable.c,core/variant/callable.c,1,11,17,29,31049,core/variant/callable.c,3,11,17,31,30865
core/variant/dictionary.c,core/variant/dictionary.c,godot,core/variant/dictionary.c,2,0,0,2,core/variant/dictionary.c,core/variant/dictionary.c,10,28,86,124,185701,core/variant/dictionary.c,85,28,86,199,181516
core/variant/variant_setget.c,core/variant/variant_setget.c,godot,core/variant/variant_setget.c,8,0,0,8,core/variant/variant_setget.c,core/variant/variant_setget.c,0,6,34,40,193068,core/variant/variant_setget.c,4,6,34,44,192799
core/register_core_types.c,core/register_core_types.c,godot,core/register_core_types.c,0,0,0,0,core/register_core_types.c,core/register_core_types.c,50,19,221,290,867298,core/register_core_types.c,74,19,221,314,857384
core/math/geometry_2d.c,core/math/geometry_2d.c,godot,core/math/geometry_2d.c,21,0,0,21,core/math/geometry_2d.c,core/math/geometry_2d.c,18,32,87,137,72939,core/math/geometry_2d.c,18,32,87,137,72939
core/math/transform_2d.c,core/math/transform_2d.c,godot,core/math/transform_2d.c,2,0,0,2,core/math/transform_2d.c,core/math/transform_2d.c,0,2,4,6,13194,core/math/transform_2d.c,1,2,4,7,13118
core/math/a_star_grid_2d.c,core/math/a_star_grid_2d.c,godot,core/math/a_star_grid_2d.c,10,9,0,19,core/math/a_star_grid_2d.c,core/math/a_star_grid_2d.c,5,6,41,52,281678,core/math/a_star_grid_2d.c,8,6,41,55,280455
core/math/dynamic_bvh.c,core/math/dynamic_bvh.c,godot,core/math/dynamic_bvh.c,9,5,3,14,core/math/dynamic_bvh.c,core/math/dynamic_bvh.c,1,3,48,52,29259,core/math/dynamic_bvh.c,11,3,48,62,29177
core/math/projection.c,core/math/projection.c,godot,core/math/projection.c,9,0,0,9,core/math/projection.c,core/math/projection.c,0,0,16,16,33317,core/math/projection.c,12,0,16,28,32571
core/math/basis.c,core/math/basis.c,godot,core/math/basis.c,4,1,0,5,core/math/basis.c,core/math/basis.c,0,3,2,5,42599,core/math/basis.c,1,3,2,6,42525
core/math/convex_hull.c,core/math/convex_hull.c,godot,core/math/convex_hull.c,19,22,14,41,core/math/convex_hull.c,core/math/convex_hull.c,2,31,63,96,84519,core/math/convex_hull.c,11,31,61,103,83527
core/math/a_star.c,core/math/a_star.c,godot,core/math/a_star.c,8,11,0,19,core/math/a_star.c,core/math/a_star.c,4,33,92,129,307737,core/math/a_star.c,8,33,92,133,306693
core/math/geometry_3d.c,core/math/geometry_3d.c,godot,core/math/geometry_3d.c,53,3,0,56,core/math/geometry_3d.c,core/math/geometry_3d.c,2,13,68,83,43832,core/math/geometry_3d.c,3,13,68,84,43651
core/math/triangle_mesh.c,core/math/triangle_mesh.c,godot,core/math/triangle_mesh.c,9,3,0,12,core/math/triangle_mesh.c,core/math/triangle_mesh.c,3,25,56,84,52430,core/math/triangle_mesh.c,5,25,56,86,51607
core/math/transform_3d.c,core/math/transform_3d.c,godot,core/math/transform_3d.c,1,0,0,1,core/math/transform_3d.c,core/math/transform_3d.c,0,0,1,1,16765,core/math/transform_3d.c,2,0,1,3,16466
core/math/color.c,core/math/color.c,godot,core/math/color.c,3,0,0,3,core/math/color.c,core/math/color.c,0,1,15,16,34848,core/math/color.c,2,1,14,17,32765
core/math/vector4.c,core/math/vector4.c,godot,core/math/vector4.c,2,0,0,2,core/math/vector4.c,core/math/vector4.c,0,0,11,11,14166,core/math/vector4.c,2,0,11,13,13901
core/core_bind.c,core/core_bind.c,godot,core/core_bind.c,15,0,0,15,core/core_bind.c,core/core_bind.c,20,66,200,286,1248171,core/core_bind.c,43,66,200,309,1241538
core/config/project_settings.c,core/config/project_settings.c,godot,core/config/project_settings.c,9,3,0,12,core/config/project_settings.c,core/config/project_settings.c,31,81,219,331,404448,core/config/project_settings.c,41,81,219,341,402131
core/crypto/crypto.c,core/crypto/crypto.c,godot,core/crypto/crypto.c,1,0,0,1,core/crypto/crypto.c,core/crypto/crypto.c,6,0,11,17,186090,core/crypto/crypto.c,9,0,11,20,184604
core/object/class_db.c,core/object/class_db.c,godot,core/object/class_db.c,14,37,0,51,core/object/class_db.c,core/object/class_db.c,21,137,436,594,418060,core/object/class_db.c,22,137,436,595,415418
core/object/script_instance.c,core/object/script_instance.c,godot,core/object/script_instance.c,0,1,0,1,core/object/script_instance.c,core/object/script_instance.c,0,0,3,3,4793,core/object/script_instance.c,1,0,3,4,4674
core/object/script_language.c,core/object/script_language.c,godot,core/object/script_language.c,9,3,0,12,core/object/script_language.c,core/object/script_language.c,14,76,186,276,258943,core/object/script_language.c,15,76,186,277,257906
core/object/script_language_extension.c,core/object/script_language_extension.c,godot,core/object/script_language_extension.c,0,0,0,0,core/object/script_language_extension.c,core/object/script_language_extension.c,0,2,5,7,115108,core/object/script_language_extension.c,5,2,5,12,113776
core/object/message_queue.c,core/object/message_queue.c,godot,core/object/message_queue.c,8,3,0,11,core/object/message_queue.c,core/object/message_queue.c,3,15,42,60,46177,core/object/message_queue.c,4,15,42,61,45919
