File,for loops,while loops,do-while loops,total loops,total nodes
thirdparty/msdfgen/core/Scanline.c,0,3,6,9,4378
editor/plugins/input_event_editor_plugin.c,15,2,6,23,51205
thirdparty/mbedtls/library/entropy.c,1,2,7,10,4393
editor/plugins/bone_map_editor_plugin.c,27,36,86,149,226742
thirdparty/mbedtls/library/aria.c,2,4,21,27,12009
editor/editor_atlas_packer.c,1,10,41,52,45857
thirdparty/mbedtls/library/ssl_ciphersuites.c,0,0,6,6,1209
thirdparty/mbedtls/library/ssl_tls13_client.c,0,6,2,8,19965
thirdparty/harfbuzz/src/hb-common.c,0,3,10,13,9479
editor/plugins/animation_blend_tree_editor_plugin.c,35,52,121,208,279296
thirdparty/jolt_physics/Jolt/Physics/Collision/NarrowPhaseQuery.c,2,3,14,19,32486
scene/gui/menu_bar.c,10,15,32,57,218123
thirdparty/libwebp/src/dec/quant_dec.c,0,1,1,2,1228
core/object/method_bind.c,0,0,9,9,9741
scene/3d/path_3d.c,6,3,16,25,104485
editor/plugins/animation_tree_editor_plugin.c,13,13,16,42,62458
modules/basis_universal/image_compress_basisu.c,14,3,33,50,27255
scene/main/status_indicator.c,0,2,16,18,72305
scene/resources/2d/skeleton/skeleton_modification_stack_2d.c,4,6,9,19,97184
modules/openxr/extensions/openxr_hand_tracking_extension.c,3,2,16,21,24060
scene/3d/spring_bone_collision_plane_3d.c,5,0,6,11,18555
editor/action_map_editor.c,15,21,48,84,119584
thirdparty/mbedtls/library/psa_crypto_hash.c,1,0,0,1,2046
editor/engine_update_label.c,7,3,22,32,54313
modules/gdscript/register_types.c,8,0,7,15,46116
thirdparty/icu4c/common/localematcher.c,1,1,10,12,20876
editor/plugins/tiles/tile_proxies_manager_dialog.c,13,10,55,78,108725
thirdparty/astcenc/astcenc_mathlib_softfloat.c,1,0,0,1,1077
servers/rendering/renderer_rd/storage_rd/utilities.c,0,6,14,20,35038
modules/gltf/structures/gltf_camera.c,5,1,7,13,69943
editor/plugins/gizmos/visible_on_screen_notifier_3d_gizmo_plugin.c,5,0,10,15,30326
servers/audio/effects/audio_effect_stereo_enhance.c,8,0,16,24,50032
modules/cvtt/image_compress_cvtt.c,2,0,13,15,12092
core/debugger/remote_debugger_peer.c,2,3,10,15,23943
thirdparty/libwebp/src/enc/cost_enc.c,0,2,12,14,3883
thirdparty/icu4c/common/udataswp.c,1,0,5,6,5365
modules/jolt_physics/shapes/jolt_custom_double_sided_shape.c,0,0,2,2,15077
thirdparty/libvorbis/mdct.c,0,1,22,23,9966
servers/physics_server_2d.c,12,14,72,98,860221
modules/mbedtls/crypto_mbedtls.c,9,0,19,28,67653
thirdparty/mbedtls/library/md.c,2,1,6,9,6589
thirdparty/thorvg/src/loaders/jpg/tvgJpgLoader.c,0,0,3,3,5356
editor/export/editor_export_platform.c,34,56,151,241,449993
thirdparty/glslang/glslang/MachineIndependent/Intermediate.c,17,5,48,70,226420
servers/audio/effects/audio_effect_spectrum_analyzer.c,10,3,32,45,95062
thirdparty/libwebp/src/dsp/dec.c,0,5,41,46,30769
editor/plugins/abstract_polygon_2d_editor.c,10,8,16,34,77585
scene/resources/font.c,21,57,144,222,1384417
thirdparty/icu4c/common/rbbiscan.c,1,4,10,15,20490
editor/plugins/gradient_editor_plugin.c,19,21,34,74,119821
scene/gui/range.c,5,8,14,27,89735
modules/websocket/websocket_peer.c,4,2,14,20,141861
modules/websocket/remote_debugger_peer_websocket.c,2,3,7,12,18497
thirdparty/jolt_physics/Jolt/TriangleGrouper/TriangleGrouperMorton.c,0,2,8,10,5419
thirdparty/jolt_physics/Jolt/Physics/Collision/CollisionDispatch.c,0,2,22,24,21812
thirdparty/embree/common/sys/estring.c,2,0,8,10,13476
scene/resources/animation.c,41,168,404,613,1001560
thirdparty/glslang/glslang/MachineIndependent/SpirvIntrinsics.c,26,15,51,92,116927
modules/gltf/structures/gltf_node.c,0,3,11,14,111678
servers/xr/xr_controller_tracker.c,5,0,8,13,20479
editor/import/resource_importer_texture.c,9,4,32,45,87472
modules/jolt_physics/spaces/jolt_layers.c,0,3,7,10,10418
scene/resources/immediate_mesh.c,10,2,27,39,83618
thirdparty/glslang/glslang/MachineIndependent/IntermTraverse.c,0,0,9,9,16930
thirdparty/freetype/src/base/ftbase.c,25,26,58,109,108110
scene/gui/video_stream_player.c,5,4,20,29,126455
scene/gui/box_container.c,7,6,16,29,67503
thirdparty/icu4c/common/brkeng.c,0,3,0,3,10212
thirdparty/embree/kernels/bvh/bvh_collider.c,8,9,17,34,34844
thirdparty/glslang/SPIRV/SpvBuilder.c,13,141,157,311,343195
servers/navigation/navigation_path_query_result_3d.c,0,0,21,21,82373
editor/plugins/gizmos/cpu_particles_3d_gizmo_plugin.c,5,0,9,14,24749
thirdparty/harfbuzz/src/hb-number.c,0,0,4,4,2298
thirdparty/mbedtls/library/nist_kw.c,2,1,6,9,4636
thirdparty/libwebp/src/enc/filter_enc.c,2,0,8,10,2540
modules/gltf/extensions/gltf_document_extension_convert_importer_mesh.c,5,4,13,22,26315
scene/resources/skeleton_profile.c,54,6,46,106,298080
thirdparty/freetype/src/psnames/psnames.c,0,4,10,14,3972
thirdparty/freetype/src/truetype/truetype.c,21,21,117,159,135617
core/math/aabb.c,0,0,3,3,12070
core/variant/variant_utility.c,3,18,221,242,521684
thirdparty/libwebp/sharpyuv/sharpyuv_dsp.c,0,0,3,3,1103
servers/rendering/shader_types.c,1,17,70,88,269366
drivers/gles3/effects/post_effects.c,0,12,7,19,19479
thirdparty/icu4c/common/uniset.c,0,15,36,51,47600
thirdparty/freetype/src/type42/type42.c,1,3,12,16,19851
core/object/message_queue.c,3,15,42,60,46177
thirdparty/zstd/compress/zstd_compress_superblock.c,2,2,6,10,6733
servers/rendering/renderer_geometry_instance.c,0,0,1,1,3541
thirdparty/icu4c/common/ucasemap.c,0,2,3,5,21312
modules/godot_physics_3d/godot_step_3d.c,5,3,23,31,15898
platform/linuxbsd/export/export_plugin.c,6,3,20,29,93657
editor/plugins/texture_layered_editor_plugin.c,12,4,22,38,58846
editor/gui/editor_run_bar.c,9,11,26,46,85999
core/object/ref_counted.c,2,1,14,17,28475
modules/openxr/openxr_api_extension.c,3,1,14,18,192832
thirdparty/mbedtls/library/pkcs12.c,3,1,8,12,3959
scene/resources/physics_material.c,0,0,9,9,35073
editor/debugger/editor_performance_profiler.c,9,29,55,93,99581
thirdparty/mbedtls/library/chacha20.c,0,0,6,6,4830
modules/gdscript/gdscript_warning.c,0,1,8,9,29714
thirdparty/graphite/src/Slot.c,2,2,7,11,18020
scene/animation/animation_blend_tree.c,21,31,99,151,438380
thirdparty/glslang/glslang/MachineIndependent/reflection.c,28,19,94,141,171588
platform/web/export/editor_http_server.c,3,2,16,21,38608
servers/rendering/shader_include_db.c,0,3,22,25,29812
editor/editor_help.c,56,91,297,444,774273
drivers/gles3/effects/feed_effects.c,0,4,7,11,10884
thirdparty/libpng/pngpread.c,0,3,14,17,12975
thirdparty/jolt_physics/Jolt/Renderer/DebugRendererSimple.c,1,1,3,5,5322
thirdparty/harfbuzz/src/hb-ot-tag.c,0,30,26,56,22857
core/io/stream_peer.c,6,2,47,55,287079
thirdparty/pcre2/src/pcre2_dfa_match_32.c,3,7,23,33,50776
scene/2d/canvas_group.c,5,0,12,17,50042
editor/dependency_editor.c,27,33,108,168,202342
thirdparty/libogg/bitwise.c,0,0,1,1,9535
thirdparty/libvorbis/synthesis.c,0,1,0,1,2208
thirdparty/icu4c/common/localebuilder.c,0,2,9,11,15962
thirdparty/harfbuzz/src/hb-subset-cff2.c,18,34,177,229,149335
scene/resources/2d/skeleton/skeleton_modification_2d_jiggle.c,5,3,14,22,187685
modules/gltf/structures/gltf_texture.c,0,0,5,5,18106
modules/godot_physics_3d/godot_area_3d.c,0,1,18,19,19810
thirdparty/icu4c/common/putil.c,0,1,6,7,10509
editor/editor_resource_preview.c,8,13,41,62,143442
thirdparty/graphite/src/Decompressor.c,0,1,7,8,1603
thirdparty/harfbuzz/src/hb-outline.c,0,1,14,15,10726
servers/rendering/renderer_rd/effects/taa.c,0,4,28,32,46718
scene/2d/physics/joints/pin_joint_2d.c,6,0,18,24,54696
thirdparty/graphite/src/Pass.c,3,8,28,39,25714
thirdparty/jolt_physics/Jolt/Physics/Constraints/SwingTwistConstraint.c,0,1,14,15,82060
thirdparty/jolt_physics/Jolt/Physics/Collision/ManifoldBetweenTwoFaces.c,2,2,14,18,13003
editor/import/resource_importer_bmfont.c,6,3,13,22,42162
scene/3d/physics/kinematic_collision_3d.c,0,2,18,20,69248
modules/interactive_music/audio_stream_interactive.c,13,22,87,122,286504
scene/gui/code_edit.c,34,70,202,306,600129
modules/gdscript/gdscript.c,53,144,387,584,513160
thirdparty/jolt_physics/Jolt/Physics/Collision/Shape/MutableCompoundShape.c,11,4,43,58,94087
thirdparty/cvtt/ConvectionKernels_API.c,0,0,4,4,3994
thirdparty/libwebp/src/dec/buffer_dec.c,1,0,0,1,4932
thirdparty/ufbx/ufbx.c,214,159,486,859,504646
thirdparty/thorvg/src/renderer/tvgPaint.c,1,3,8,12,29811
thirdparty/harfbuzz/src/hb-ot-meta.c,0,4,4,8,4146
platform/macos/export/export.c,0,0,3,3,8339
thirdparty/libvorbis/codebook.c,0,8,21,29,7382
modules/gdscript/gdscript_analyzer.c,43,76,284,403,520839
scene/gui/dialogs.c,12,10,39,61,151828
thirdparty/basis_universal/encoder/basisu_frontend.c,79,91,526,696,263115
thirdparty/mbedtls/library/asn1parse.c,0,4,6,10,5188
core/io/udp_server.c,7,1,23,31,70598
editor/plugins/gizmos/collision_shape_3d_gizmo_plugin.c,10,10,18,38,73394
core/os/keyboard.c,0,0,16,16,4873
modules/upnp/upnp_device.c,0,0,23,23,71627
thirdparty/jolt_physics/Jolt/Physics/Collision/Shape/CylinderShape.c,3,1,6,10,25542
thirdparty/harfbuzz/src/hb-paint.c,0,3,5,8,15522
scene/2d/back_buffer_copy.c,5,0,11,16,50891
thirdparty/recastnavigation/Recast/Source/RecastFilter.c,1,2,8,11,3851
thirdparty/freetype/src/smooth/smooth.c,0,2,19,21,16285
thirdparty/libwebp/src/dsp/yuv_sse2.c,0,0,25,25,137162
editor/plugins/particle_process_material_editor_plugin.c,14,9,18,41,77903
drivers/unix/dir_access_unix.c,11,7,22,40,42071
drivers/vulkan/rendering_context_driver_vulkan.c,1,14,52,67,67640
servers/rendering/rendering_device_commons.c,0,0,2,2,2850
modules/gltf/extensions/physics/gltf_physics_shape.c,7,0,17,24,151108
servers/rendering/renderer_rd/effects/fsr2.c,61,10,60,131,86477
scene/resources/shader.c,6,14,61,81,156930
thirdparty/graphite/src/Code.c,2,1,3,6,19160
editor/editor_interface.c,5,17,70,92,367149
thirdparty/icu4c/common/uniset_props.c,0,1,5,6,18733
thirdparty/msdfgen/core/sdf-error-estimation.c,0,0,13,13,13154
thirdparty/icu4c/common/characterproperties.c,2,0,5,7,5020
thirdparty/mbedtls/library/net_sockets.c,3,1,3,7,4310
editor/plugins/tiles/tile_set_editor.c,23,38,63,124,153816
thirdparty/libtheora/bitpack.c,1,0,0,1,1134
thirdparty/harfbuzz/src/hb-ot-cff2-table.c,3,7,31,41,83542
scene/3d/physics/joints/slider_joint_3d.c,5,0,9,14,54878
scene/gui/rich_text_label.c,37,56,200,293,855106
modules/openxr/scene/openxr_visibility_mask.c,5,4,10,19,26702
editor/plugins/tool_button_editor_plugin.c,9,4,23,36,49640
editor/import/3d/collada.c,8,115,414,537,456398
thirdparty/mbedtls/library/asn1write.c,0,0,4,4,6503
scene/resources/material.c,19,39,137,195,730012
thirdparty/mbedtls/library/md5.c,3,0,5,8,7834
scene/audio/audio_stream_player.c,4,4,20,28,135868
modules/websocket/wsl_peer.c,8,6,34,48,92904
modules/jolt_physics/objects/jolt_soft_body_3d.c,4,12,39,55,60399
core/extension/gdextension_manager.c,8,14,56,78,97428
thirdparty/libvorbis/mapping0.c,1,12,22,35,12423
thirdparty/mbedtls/library/aes.c,7,4,35,46,18011
core/io/file_access_pack.c,19,11,56,86,88937
scene/main/multiplayer_api.c,5,2,36,43,146497
thirdparty/icu4c/common/bytesinkutil.c,0,0,2,2,6596
servers/xr/xr_pose.c,0,0,15,15,81500
scene/gui/progress_bar.c,5,0,14,19,66218
thirdparty/glslang/glslang/MachineIndependent/Initialize.c,9,18,164,191,268934
thirdparty/freetype/src/type1/type1.c,2,17,33,52,50958
scene/2d/navigation_link_2d.c,5,2,7,14,107675
thirdparty/icu4c/common/lstmbe.c,2,6,16,24,19740
editor/plugins/gizmos/navigation_region_3d_gizmo_plugin.c,7,4,18,29,43700
thirdparty/zstd/compress/zstdmt_compress.c,3,2,24,29,23697
servers/rendering/renderer_rd/renderer_scene_render_rd.c,4,11,43,58,112993
editor/plugins/version_control_editor_plugin.c,14,30,74,118,219698
thirdparty/basis_universal/encoder/basisu_basis_file.c,0,1,6,7,8365
thirdparty/mbedtls/library/ssl_tls.c,21,9,19,49,66076
editor/plugins/gradient_texture_2d_editor_plugin.c,18,8,13,39,79149
modules/camera/camera_linux.c,4,2,5,11,11087
scene/gui/flow_container.c,6,4,22,32,88828
scene/2d/physics/animatable_body_2d.c,9,2,12,23,47826
modules/jolt_physics/shapes/jolt_custom_ray_shape.c,0,0,7,7,14718
modules/webrtc/register_types.c,4,0,29,33,111173
servers/xr_server.c,2,9,34,45,189674
scene/gui/popup.c,7,11,19,37,52585
thirdparty/libtheora/decinfo.c,0,0,5,5,3234
thirdparty/misc/polypartition.c,10,40,116,166,79170
thirdparty/embree/kernels/bvh/bvh_builder.c,46,47,87,180,247259
servers/rendering/renderer_rd/storage_rd/render_data_rd.c,3,0,4,7,12450
thirdparty/miniupnpc/src/connecthostport.c,2,4,4,10,2880
thirdparty/miniupnpc/src/addr_is_reserved.c,0,0,1,1,288
scene/3d/multimesh_instance_3d.c,5,0,6,11,36294
editor/editor_undo_redo_manager.c,4,7,37,48,116460
servers/physics_server_3d.c,14,15,89,118,1014694
core/extension/gdextension.c,21,44,140,205,221193
scene/main/viewport.c,27,79,177,283,901069
thirdparty/embree/common/tasking/taskschedulerinternal.c,1,11,20,32,19566
thirdparty/vhacd/src/VHACD.c,0,8,59,67,89679
thirdparty/recastnavigation/Recast/Source/RecastMesh.c,0,7,67,74,27659
modules/csg/csg.c,2,4,15,21,19268
editor/audio_stream_preview.c,5,9,23,37,56612
servers/audio/effects/audio_effect_capture.c,8,1,26,35,87667
thirdparty/thorvg/src/loaders/svg/tvgSvgCssStyle.c,0,1,6,7,7298
scene/gui/center_container.c,7,1,9,17,36115
thirdparty/basis_universal/encoder/basisu_pvrtc1_4.c,0,2,32,34,22364
thirdparty/jolt_physics/Jolt/Core/StringTools.c,5,3,11,19,14543
modules/navigation/3d/godot_navigation_server_3d.c,16,14,52,82,166177
thirdparty/jolt_physics/Jolt/Physics/Collision/Shape/ConvexHullShape.c,17,14,77,108,96719
thirdparty/libwebp/sharpyuv/sharpyuv_sse2.c,0,1,7,8,9132
thirdparty/freetype/src/pshinter/pshinter.c,4,10,80,94,31480
servers/audio/audio_driver_dummy.c,0,0,3,3,4606
thirdparty/libwebp/src/dec/webp_dec.c,6,0,1,7,8542
servers/camera/camera_feed.c,3,0,25,28,132388
thirdparty/jolt_physics/Jolt/Core/LinearCurve.c,0,2,0,2,2539
thirdparty/glslang/glslang/MachineIndependent/ShaderLang.c,18,71,108,197,169903
thirdparty/thorvg/src/loaders/svg/tvgSvgPath.c,0,2,4,6,9669
modules/navigation/nav_obstacle.c,0,1,1,2,5229
thirdparty/jolt_physics/Jolt/Skeleton/SkeletonPose.c,0,1,9,10,9079
editor/plugins/mesh_editor_plugin.c,18,2,6,26,64859
thirdparty/embree/kernels/common/scene_verify.c,0,0,1,1,1911
editor/import/dynamic_font_import_settings.c,29,30,74,133,227534
platform/android/export/godot_plugin_config.c,3,2,23,28,23906
core/math/basis.c,0,3,2,5,42599
thirdparty/freetype/src/autofit/autofit.c,25,34,116,175,77963
thirdparty/harfbuzz/src/hb-ot-metrics.c,0,5,16,21,42134
thirdparty/harfbuzz/src/hb-ot-shaper-syllabic.c,0,1,1,2,2587
platform/linuxbsd/os_linuxbsd.c,5,13,28,46,79359
servers/rendering/renderer_scene_cull.c,32,163,426,621,474133
thirdparty/meshoptimizer/simplifier.c,3,13,80,96,35674
editor/plugins/theme_editor_preview.c,22,9,16,47,113191
scene/resources/3d/convex_polygon_shape_3d.c,6,1,19,26,47956
scene/2d/physics/collision_shape_2d.c,5,3,20,28,81865
platform/linuxbsd/export/export.c,0,0,2,2,7205
thirdparty/glslang/glslang/MachineIndependent/intermOut.c,10,2,25,37,106831
scene/resources/placeholder_textures.c,10,0,17,27,84801
thirdparty/miniupnpc/src/upnpdev.c,0,0,1,1,102
thirdparty/pcre2/src/pcre2_pattern_info_16.c,0,1,1,2,2550
modules/jolt_physics/shapes/jolt_cylinder_shape_3d.c,0,0,4,4,5820
scene/3d/xr_body_modifier_3d.c,4,4,25,33,68569
scene/resources/camera_texture.c,6,4,18,28,77736
thirdparty/icu4c/common/ustrcase.c,0,0,7,7,14402
scene/resources/mesh_data_tool.c,3,6,34,43,228186
thirdparty/embree/kernels/bvh/bvh_builder_morton.c,16,48,104,168,224464
thirdparty/vhacd/src/vhacdICHull.c,1,25,22,48,31008
editor/debugger/editor_debugger_server.c,2,3,16,21,24563
thirdparty/libpng/png.c,7,2,35,44,41408
scene/2d/physics/collision_polygon_2d.c,5,6,24,35,86115
scene/resources/2d/skeleton/skeleton_modification_2d.c,4,1,22,27,82874
modules/openxr/register_types.c,8,0,9,17,77077
modules/raycast/lightmap_raycaster_embree.c,4,7,18,29,33201
modules/gltf/structures/gltf_skeleton.c,0,6,26,32,80344
editor/plugins/embedded_process.c,6,4,16,26,41400
core/io/file_access_memory.c,3,1,15,19,24582
thirdparty/embree/kernels/common/state.c,2,5,29,36,179977
modules/gridmap/editor/grid_map_editor_plugin.c,18,21,113,152,242150
modules/vorbis/resource_importer_ogg_vorbis.c,4,1,5,10,32999
thirdparty/icu4c/common/util.c,0,3,7,10,9557
thirdparty/libtheora/internal.c,1,0,3,4,1254
editor/plugins/asset_library_editor_plugin.c,32,34,87,153,274510
servers/navigation/navigation_path_query_result_2d.c,0,0,17,17,74384
thirdparty/freetype/src/cff/cff.c,23,15,45,83,58271
thirdparty/graphite/src/Intervals.c,0,2,5,7,6859
scene/3d/physics/physical_bone_3d.c,5,5,23,33,211114
thirdparty/icu4c/common/rbbi.c,1,6,11,18,29542
core/math/transform_interpolator.c,0,0,1,1,9631
thirdparty/recastnavigation/Recast/Source/RecastRasterization.c,0,7,5,12,7486
thirdparty/embree/common/lexers/stringstream.c,2,2,6,10,37451
thirdparty/jolt_physics/Jolt/Physics/Constraints/PointConstraint.c,0,0,8,8,30587
modules/fbx/register_types.c,6,11,36,53,49433
editor/plugins/collision_shape_2d_editor_plugin.c,8,4,10,22,64168
modules/jolt_physics/shapes/jolt_custom_user_data_shape.c,0,0,1,1,15052
scene/main/resource_preloader.c,3,9,33,45,91678
modules/gdscript/gdscript_vm.c,3,8,48,59,70794
servers/rendering/dummy/storage/texture_storage.c,0,0,6,6,12007
core/math/triangle_mesh.c,3,25,56,84,52430
thirdparty/rvo2/rvo2_2d/RVOSimulator2d.c,0,1,5,6,10956
thirdparty/zlib/inftrees.c,0,1,8,9,2584
thirdparty/freetype/src/pfr/pfr.c,7,8,23,38,32192
modules/websocket/editor/editor_debugger_server_websocket.c,3,3,10,16,25758
thirdparty/jolt_physics/Jolt/Skeleton/SkeletalAnimation.c,5,2,10,17,16625
thirdparty/mbedtls/library/cmac.c,0,1,12,13,6212
thirdparty/libpng/pngrtran.c,1,17,125,143,62697
scene/2d/light_2d.c,7,1,12,20,152483
thirdparty/harfbuzz/src/hb-ot-math.c,0,7,25,32,35613
editor/import/3d/resource_importer_obj.c,16,7,35,58,96922
thirdparty/jolt_physics/Jolt/Physics/Body/BodyInterface.c,0,0,1,1,59155
thirdparty/zstd/compress/fse_compress.c,10,6,16,32,9426
thirdparty/basis_universal/encoder/basisu_backend.c,9,22,123,154,70406
modules/mbedtls/dtls_server_mbedtls.c,3,0,4,7,14638
modules/gdscript/gdscript_disassembler.c,0,22,2,24,89577
scene/3d/physics/static_body_3d.c,5,2,16,23,56309
thirdparty/libktx/lib/dfdutils/printdfd.c,0,2,7,9,9155
modules/openxr/extensions/openxr_valve_analog_threshold_extension.c,6,1,21,28,73287
editor/plugins/texture_3d_editor_plugin.c,12,4,12,28,54281
thirdparty/manifold/src/quickhull.c,10,13,43,66,78205
thirdparty/embree/common/sys/sysinfo.c,2,0,6,8,27227
modules/openxr/extensions/openxr_fb_update_swapchain_extension.c,0,1,7,8,8743
thirdparty/harfbuzz/src/hb-static.c,3,18,63,84,60249
modules/theora/video_stream_theora.c,10,5,26,41,59671
scene/3d/navigation_link_3d.c,4,4,7,15,112995
scene/register_scene_types.c,93,3,41,137,1124158
scene/resources/2d/skeleton/skeleton_modification_2d_stackholder.c,5,0,10,15,39041
thirdparty/brotli/dec/decode.c,5,17,57,79,69993
thirdparty/mbedtls/library/psa_crypto_pake.c,1,0,0,1,3588
thirdparty/graphite/src/Font.c,0,0,2,2,1479
scene/resources/2d/shape_2d.c,6,0,18,24,90126
scene/resources/video_stream.c,5,2,15,22,96594
core/string/translation_domain.c,3,11,30,44,128378
core/input/shortcut.c,3,0,11,14,41450
core/templates/a_hash_map.c,10,126,42,178,136544
scene/resources/3d/importer_mesh.c,15,39,130,184,353398
thirdparty/thorvg/src/loaders/svg/tvgSvgUtil.c,0,2,0,2,888
thirdparty/meshoptimizer/vfetchanalyzer.c,1,0,4,5,1040
thirdparty/harfbuzz/src/hb-ot-shaper-arabic.c,18,56,178,252,174341
servers/rendering/renderer_rd/environment/fog.c,6,16,98,120,149304
thirdparty/icu4c/common/dictionarydata.c,0,0,3,3,3042
thirdparty/mbedtls/library/rsa.c,5,3,10,18,23596
scene/gui/label.c,11,16,60,87,309336
scene/main/http_request.c,3,8,31,42,153881
core/string/string_name.c,4,15,31,50,27422
thirdparty/tinyexr/tinyexr.c,44,35,312,391,231931
thirdparty/libvorbis/info.c,0,3,28,31,11790
thirdparty/glad/gl.c,0,2,5,7,28919
scene/gui/tab_container.c,6,20,46,72,314413
editor/plugins/packed_scene_editor_plugin.c,15,4,12,31,50113
modules/godot_physics_2d/godot_space_2d.c,6,18,45,69,73307
core/object/script_instance.c,0,0,3,3,4793
scene/property_list_helper.c,2,3,22,27,30508
modules/zip/register_types.c,0,0,2,2,6111
scene/gui/panel.c,5,0,6,11,19231
scene/3d/spring_bone_collision_3d.c,4,1,13,18,76101
editor/plugins/gizmos/spring_arm_3d_gizmo_plugin.c,5,0,7,12,19025
thirdparty/icu4c/common/ruleiter.c,0,0,2,2,4022
modules/mobile_vr/register_types.c,0,0,1,1,5504
servers/audio_server.c,20,71,155,246,461353
thirdparty/libwebp/src/dec/vp8_dec.c,23,3,15,41,20570
thirdparty/icu4c/common/rbbinode.c,0,2,3,5,7463
thirdparty/mbedtls/library/psa_crypto_rsa.c,0,0,1,1,4078
thirdparty/miniupnpc/src/minissdpc.c,2,2,19,23,12789
thirdparty/astcenc/astcenc_pick_best_endpoint_format.c,1,0,7,8,17256
modules/upnp/upnp.c,0,0,29,29,113724
editor/import/resource_importer_dynamic_font.c,8,1,8,17,46210
modules/navigation/3d/nav_mesh_generator_3d.c,12,10,46,68,81274
thirdparty/libwebp/src/utils/bit_reader_utils.c,1,0,3,4,3056
thirdparty/pcre2/src/pcre2_study_16.c,0,4,30,34,9498
thirdparty/glslang/glslang/MachineIndependent/limits.c,0,2,4,6,5802
thirdparty/libktx/lib/texture.c,1,0,2,3,7459
modules/gdscript/gdscript_byte_codegen.c,32,75,176,283,326736
thirdparty/graphite/src/NameTable.c,1,3,12,16,7165
thirdparty/embree/kernels/common/rtcore.c,0,8,12,20,74554
scene/3d/gpu_particles_collision_3d.c,16,10,51,77,253869
thirdparty/manifold/src/constructors.c,6,23,76,105,89474
thirdparty/astcenc/astcenc_weight_align.c,0,1,13,14,9958
editor/export/project_export.c,28,39,66,133,238681
modules/gdscript/gdscript_tokenizer.c,1,12,48,61,97654
scene/3d/audio_listener_3d.c,4,0,9,13,35731
thirdparty/meshoptimizer/vertexfilter.c,0,2,15,17,11872
thirdparty/pcre2/src/pcre2_jit_compile_32.c,58,43,125,226,317614
thirdparty/thorvg/src/renderer/sw_engine/tvgSwMath.c,0,1,0,1,6868
core/io/config_file.c,2,12,71,85,151970
thirdparty/enet/packet.c,0,0,2,2,1024
modules/godot_physics_2d/godot_area_2d.c,0,1,17,18,16707
thirdparty/rvo2/rvo2_2d/Agent2d.c,0,0,14,14,16586
scene/gui/separator.c,9,0,10,19,33422
thirdparty/libwebp/src/enc/picture_csp_enc.c,0,3,18,21,13837
thirdparty/mbedtls/library/poly1305.c,0,0,2,2,3690
thirdparty/astcenc/astcenc_partition_tables.c,1,2,10,13,5272
thirdparty/libwebp/src/mux/anim_encode.c,4,6,21,31,22552
scene/2d/cpu_particles_2d.c,25,12,59,96,418733
modules/jolt_physics/shapes/jolt_box_shape_3d.c,0,0,3,3,6121
platform/ios/export/godot_plugin_config.c,1,3,24,28,40845
thirdparty/pcre2/src/pcre2_maketables_16.c,1,1,3,5,2020
thirdparty/openxr/src/external/jsoncpp/src/lib_json/json_value.c,3,18,51,72,88010
modules/multiplayer/editor/multiplayer_editor_plugin.c,8,15,25,48,54197
modules/multiplayer/editor/replication_editor.c,12,18,42,72,110939
thirdparty/mbedtls/library/base64.c,0,2,3,5,3280
scene/resources/2d/skeleton/skeleton_modification_2d_fabrik.c,5,11,35,51,128140
thirdparty/mbedtls/library/ssl_client.c,2,0,1,3,7241
thirdparty/jolt_physics/Jolt/Physics/PhysicsUpdateContext.c,0,1,11,12,4853
modules/godot_physics_2d/godot_step_2d.c,4,2,16,22,13692
servers/rendering/renderer_scene_render.c,0,0,6,6,16894
editor/rename_dialog.c,13,10,24,47,97828
modules/openxr/extensions/openxr_palm_pose_extension.c,0,1,7,8,7453
editor/plugins/script_text_editor.c,41,46,147,234,371529
thirdparty/mbedtls/library/pkcs5.c,1,1,5,7,3395
scene/resources/style_box_flat.c,5,2,17,24,180463
thirdparty/icu4c/common/bytestriebuilder.c,0,4,4,8,14713
servers/rendering/renderer_rd/pipeline_cache_rd.c,0,1,7,8,9249
editor/plugins/material_editor_plugin.c,30,6,17,53,141911
servers/rendering/renderer_rd/forward_clustered/scene_shader_forward_clustered.c,6,20,105,131,157542
thirdparty/jolt_physics/Jolt/Physics/Collision/Shape/EmptyShape.c,0,0,1,1,7266
thirdparty/mbedtls/library/ecp_curves.c,1,2,14,17,17196
core/extension/gdextension_library_loader.c,6,6,56,68,68274
thirdparty/icu4c/common/unifiedcache.c,0,1,5,6,9629
core/math/random_number_generator.c,3,0,13,16,67434
thirdparty/mbedtls/library/sha512.c,9,0,8,17,10125
core/math/geometry_2d.c,18,32,87,137,72939
thirdparty/thorvg/src/renderer/tvgScene.c,0,2,4,6,5739
editor/plugins/editor_preview_plugins.c,15,4,35,54,121227
thirdparty/embree/kernels/bvh/bvh.c,2,31,75,108,60523
editor/editor_properties_vector.c,18,7,17,42,86408
core/math/rect2.c,0,0,1,1,4649
thirdparty/libwebp/src/dsp/rescaler_sse2.c,0,3,10,13,10988
editor/project_manager/project_tag.c,10,0,11,21,37469
modules/openxr/extensions/openxr_htc_vive_tracker_extension.c,1,1,12,14,26991
thirdparty/jolt_physics/Jolt/Physics/SoftBody/SoftBodyShape.c,13,4,7,24,16405
modules/navigation/2d/godot_navigation_server_2d.c,13,2,24,39,80320
editor/editor_run.c,3,4,15,22,33013
