File,for/loops,while/loops,do-while/loops,total
crypto/bn/libcrypto-lib-bn_sqrt.c,0,3,1,4
crypto/asn1/libcrypto-lib-f_string.c,0,0,4,4
fuzz/asn1parse-test-bin-test-corpus.c,0,1,1,2
crypto/asn1/libcrypto-lib-asn1_lib.c,0,3,7,10
test/helpers/quic_newcid_test-bin-quictestlib.c,0,1,11,12
crypto/md5/libcrypto-shlib-md5_dgst.c,0,0,3,3
test/helpers/quic_srt_gen_test-bin-quictestlib.c,0,1,11,12
crypto/md5/libcrypto-lib-md5-x86_64.c,0,0,1,1
crypto/x509/libcrypto-shlib-t_crl.c,0,1,0,1
crypto/evp/libcrypto-lib-exchange.c,0,0,2,2
crypto/pem/libcrypto-lib-pem_pkey.c,0,1,0,1
crypto/sha/libcrypto-shlib-sha1dgst.c,0,0,3,3
crypto/evp/libcrypto-lib-evp_enc.c,3,0,10,13
test/helpers/pkcs12_format_test-bin-pkcs12.c,1,2,1,4
apps/lib/ca_internals_test-bin-app_rand.c,0,0,3,3
crypto/pkcs12/libcrypto-shlib-p12_kiss.c,7,1,2,10
crypto/rsa/libcrypto-shlib-rsa_pk1.c,1,1,15,17
crypto/bn/libcrypto-shlib-bn_lib.c,0,0,22,22
crypto/ec/libcrypto-lib-ec_key.c,0,0,1,1
test/bio_readbuffer_test-bin-bio_readbuffer_test.c,0,2,3,5
crypto/bio/libcrypto-lib-bio_dump.c,0,3,2,5
crypto/x509/libcrypto-shlib-v3_conf.c,1,6,0,7
crypto/engine/libcrypto-lib-eng_list.c,1,0,4,5
fuzz/ml-dsa-test-bin-fuzz_rand.c,0,0,1,1
crypto/asn1/libcrypto-lib-a_strex.c,0,2,18,20
crypto/aes/libcrypto-shlib-aesni-mb-x86_64.c,0,0,8,8
fuzz/quic-rcidm-test-bin-quic-rcidm.c,0,0,4,4
crypto/rsa/libcrypto-lib-rsa_schemes.c,0,0,1,1
crypto/engine/libcrypto-lib-eng_table.c,0,1,3,4
crypto/modes/libcrypto-shlib-aes-gcm-avx512.c,72,0,0,72
ssl/quic/libssl-shlib-quic_txp.c,3,1,13,17
ssl/quic/libssl-lib-quic_thread_assist.c,0,1,0,1
crypto/libcrypto-lib-punycode.c,0,1,6,7
crypto/sha/libcrypto-shlib-sha256-mb-x86_64.c,0,1,18,19
ssl/libssl-shlib-d1_lib.c,1,2,1,4
test/helpers/quic_newcid_test-bin-ssltestlib.c,4,7,12,23
crypto/libcrypto-shlib-provider_conf.c,1,1,3,5
test/helpers/fatalerrtest-bin-ssltestlib.c,4,7,12,23
fuzz/quic-lcidm-test-bin-quic-lcidm.c,0,0,2,2
crypto/engine/libcrypto-shlib-eng_table.c,0,1,3,4
crypto/aes/libcrypto-shlib-aes-x86_64.c,5,3,6,14
crypto/chacha/libcrypto-lib-chacha-x86_64.c,0,9,48,57
crypto/evp/libcrypto-shlib-cmeth_lib.c,1,0,0,1
crypto/evp/libcrypto-shlib-p_lib.c,1,0,1,2
crypto/ts/libcrypto-lib-ts_rsp_print.c,0,1,1,2
crypto/err/libcrypto-lib-err.c,2,2,21,25
crypto/x509/libcrypto-shlib-x509_req.c,0,2,0,2
test/bio_enc_test-bin-bio_enc_test.c,6,2,3,11
crypto/pkcs12/libcrypto-shlib-p12_npas.c,0,2,0,2
test/helpers/cmp_server_test-bin-cmp_testlib.c,0,1,0,1
crypto/engine/libcrypto-lib-tb_rsa.c,1,0,0,1
crypto/rand/libcrypto-shlib-rand_uniform.c,0,1,0,1
providers/implementations/ciphers/liblegacy-lib-cipher_idea_hw.c,0,0,4,4
test/evp_extra_test-bin-fake_pipelineprov.c,0,0,8,8
crypto/engine/libcrypto-lib-tb_dsa.c,1,0,0,1
crypto/bn/libcrypto-shlib-bn_mul.c,1,5,3,9
crypto/bn/libcrypto-shlib-bn_gcd.c,0,4,4,8
crypto/evp/libcrypto-lib-ctrl_params_translate.c,5,2,4,11
providers/implementations/ciphers/liblegacy-lib-cipher_rc4.c,1,0,0,1
crypto/cms/libcrypto-shlib-cms_env.c,0,5,1,6
apps/openssl-bin-prime.c,0,3,0,3
crypto/engine/libcrypto-shlib-eng_ctrl.c,0,1,1,2
crypto/asn1/libcrypto-shlib-a_sign.c,0,0,1,1
test/helpers/cmp_asn_test-bin-cmp_testlib.c,0,1,0,1
crypto/des/libcrypto-lib-cbc_cksm.c,0,0,1,1
crypto/cms/libcrypto-lib-cms_env.c,0,5,1,6
apps/lib/libapps-lib-apps_ui.c,0,0,1,1
apps/openssl-bin-ca.c,6,4,13,23
fuzz/server-test-bin-server.c,0,0,3,3
crypto/x509/libcrypto-lib-t_acert.c,3,0,1,4
apps/openssl-bin-engine.c,2,3,7,12
test/bn_internal_test-bin-bn_internal_test.c,0,0,1,1
crypto/modes/libcrypto-lib-wrap128.c,0,1,4,5
ssl/quic/libssl-lib-quic_obj.c,0,1,2,3
crypto/sm2/libcrypto-lib-sm2_crypt.c,0,1,5,6
crypto/asn1/libcrypto-lib-a_print.c,0,1,4,5
crypto/encode_decode/libcrypto-shlib-encoder_meth.c,0,1,1,2
crypto/evp/libcrypto-shlib-e_camellia.c,0,0,2,2
crypto/idea/libcrypto-shlib-i_ofb64.c,0,0,1,1
crypto/legacy-dso-x86_64cpuid.c,1,2,10,13
ssl/quic/libssl-shlib-quic_cfq.c,0,4,2,6
crypto/des/libcrypto-lib-pcbc_enc.c,0,0,2,2
crypto/rsa/libcrypto-lib-rsa_ameth.c,0,0,1,1
crypto/bn/libcrypto-lib-bn_shift.c,0,0,4,4
crypto/x509/libcrypto-lib-v3_prn.c,2,3,0,5
crypto/thread/libssl-shlib-arch.c,0,1,1,2
providers/implementations/ciphers/libdefault-lib-cipher_camellia_hw.c,1,0,0,1
providers/implementations/kdfs/libdefault-lib-scrypt.c,0,1,10,11
crypto/pkcs12/libcrypto-lib-p12_utl.c,0,2,6,8
ssl/quic/libssl-shlib-quic_engine.c,1,1,0,2
apps/openssl-bin-dgst.c,1,3,7,11
crypto/pkcs7/libcrypto-shlib-pk7_lib.c,1,3,0,4
crypto/http/libcrypto-lib-http_client.c,1,5,9,15
crypto/x509/libcrypto-shlib-v3_authattid.c,0,1,0,1
test/sm2_internal_test-bin-sm2_internal_test.c,0,1,1,2
test/params_api_test-bin-params_api_test.c,0,0,2,2
crypto/pkcs12/libcrypto-lib-p12_add.c,1,0,0,1
crypto/cmp/libcrypto-lib-cmp_asn.c,1,0,2,3
providers/implementations/ciphers/libdefault-lib-cipher_aes_gcm_siv_polyval.c,0,0,1,1
apps/openssl-bin-smime.c,2,2,0,4
crypto/ec/libcrypto-shlib-ec_mult.c,0,3,14,17
crypto/ml_dsa/libcrypto-lib-ml_dsa_matrix.c,0,0,3,3
fuzz/asn1-test-bin-fuzz_rand.c,0,0,1,1
crypto/des/libcrypto-shlib-fcrypt.c,0,0,2,2
apps/lib/libapps-lib-app_provider.c,0,1,1,2
ssl/libssl-shlib-t1_trce.c,11,5,43,59
ssl/libssl-shlib-ssl_txt.c,0,0,5,5
crypto/aes/libcrypto-lib-aesni-sha1-x86_64.c,0,3,2,5
crypto/evp/libcrypto-shlib-e_des3.c,0,0,6,6
crypto/bio/libcrypto-shlib-bss_acpt.c,0,0,3,3
fuzz/dtlsclient-test-bin-dtlsclient.c,0,0,1,1
providers/implementations/kdfs/libdefault-lib-kbkdf.c,3,2,0,5
ssl/rio/libssl-shlib-poll_builder.c,0,0,3,3
crypto/evp/libcrypto-shlib-bio_b64.c,1,3,8,12
test/quic_multistream_test-bin-quic_multistream_test.c,4,4,13,21
crypto/ec/libcrypto-shlib-ec2_smpl.c,0,0,3,3
crypto/bn/libcrypto-lib-bn_add.c,0,1,2,3
crypto/asn1/libcrypto-lib-a_mbstr.c,0,1,7,8
crypto/rsa/libcrypto-shlib-rsa_ossl.c,0,1,3,4
crypto/des/libcrypto-lib-fcrypt.c,0,0,2,2
crypto/asn1/libcrypto-shlib-asn1_item_list.c,0,0,1,1
crypto/ts/libcrypto-lib-ts_lib.c,0,0,1,1
test/priority_queue_test-bin-priority_queue_test.c,1,0,6,7
crypto/x509/libcrypto-lib-v3_tlsf.c,0,1,1,2
ssl/quic/libssl-shlib-quic_wire.c,0,0,9,9
crypto/pem/libcrypto-shlib-pem_info.c,1,0,1,2
test/dtls_mtu_test-bin-dtls_mtu_test.c,2,0,5,7
crypto/evp/libcrypto-shlib-asymcipher.c,0,0,2,2
test/errtest-bin-errtest.c,0,2,0,2
crypto/bio/libcrypto-lib-bss_fd.c,0,1,0,1
providers/implementations/kdfs/libdefault-lib-krb5kdf.c,0,1,4,5
crypto/evp/libcrypto-shlib-bio_ok.c,0,0,6,6
fuzz/quic-client-test-bin-test-corpus.c,0,1,1,2
crypto/rsa/libcrypto-lib-rsa_pss.c,0,0,3,3
ssl/libssl-lib-t1_trce.c,11,5,43,59
crypto/x509/libcrypto-shlib-x509_lu.c,1,2,4,7
ssl/libssl-lib-ssl_txt.c,0,0,5,5
crypto/bn/libcrypto-shlib-rsaz-2k-avx512.c,0,0,1,1
crypto/evp/libcrypto-shlib-signature.c,0,1,2,3
crypto/err/libcrypto-shlib-err_save.c,2,0,6,8
crypto/ocsp/libcrypto-lib-ocsp_ext.c,2,0,0,2
test/helpers/ssl_test-bin-ssl_test_ctx.c,0,3,1,4
crypto/bn/libcrypto-shlib-x86_64-gf2m.c,3,0,0,3
test/provider_status_test-bin-provider_status_test.c,0,1,1,2
crypto/hashtable/libcrypto-lib-hashtable.c,2,5,8,15
fuzz/hashtable-test-bin-test-corpus.c,0,1,1,2
crypto/slh_dsa/libcrypto-shlib-slh_fors.c,2,1,5,8
crypto/x509/libcrypto-shlib-v3_san.c,0,2,5,7
crypto/evp/libcrypto-lib-evp_key.c,0,2,2,4
apps/ca_internals_test-bin-ca.c,6,4,13,23
crypto/slh_dsa/libcrypto-lib-slh_dsa.c,0,0,2,2
crypto/libcrypto-lib-sparse_array.c,1,2,7,10
crypto/ripemd/libcrypto-shlib-rmd_dgst.c,0,0,4,4
crypto/des/libcrypto-shlib-cfb64enc.c,0,0,2,2
crypto/bn/libcrypto-shlib-rsaz-3k-avxifma.c,0,0,2,2
crypto/sha/libcrypto-lib-sha1-mb-x86_64.c,0,2,11,13
crypto/bn/libcrypto-shlib-bn_conv.c,0,3,5,8
crypto/libcrypto-lib-core_algorithm.c,0,1,1,2
fuzz/bignum-test-bin-test-corpus.c,0,1,1,2
crypto/modes/libcrypto-lib-xts128.c,0,0,1,1
test/testutil/libtestutil-lib-load.c,0,0,1,1
crypto/bn/libcrypto-shlib-bn_intern.c,0,0,1,1
crypto/http/libcrypto-lib-http_lib.c,1,1,0,2
crypto/x509/libcrypto-shlib-by_file.c,0,2,1,3
test/provfetchtest-bin-provfetchtest.c,0,0,1,1
crypto/pem/libcrypto-lib-pem_lib.c,0,1,8,9
test/localetest-bin-localetest.c,1,0,0,1
crypto/hpke/libcrypto-shlib-hpke.c,1,0,0,1
crypto/ffc/libcrypto-lib-ffc_dh.c,0,0,3,3
crypto/asn1/libcrypto-lib-tasn_fre.c,0,2,1,3
crypto/ts/libcrypto-lib-ts_rsp_verify.c,0,3,2,5
crypto/modes/libcrypto-lib-ghash-x86_64.c,130,4,3,137
ssl/libssl-lib-ssl_conf.c,0,1,8,9
crypto/bn/libcrypto-shlib-bn_prime.c,0,13,9,22
test/secmemtest-bin-secmemtest.c,0,0,2,2
crypto/x509/libcrypto-lib-v3_pmaps.c,0,1,1,2
crypto/ml_dsa/libcrypto-lib-ml_dsa_sign.c,0,1,50,51
crypto/asn1/libcrypto-lib-a_object.c,0,1,6,7
crypto/dsa/libcrypto-lib-dsa_ossl.c,0,0,5,5
crypto/libcrypto-lib-params.c,1,0,3,4
crypto/bn/libcrypto-lib-rsaz-4k-avxifma.c,0,0,2,2
test/testutil/libtestutil-lib-fake_random.c,0,0,2,2
test/quic_srt_gen_test-bin-quic_srt_gen_test.c,0,1,0,1
crypto/bn/libcrypto-shlib-bn_word.c,0,0,4,4
test/sslcorrupttest-bin-sslcorrupttest.c,0,1,1,2
apps/openssl-bin-info.c,0,1,0,1
crypto/ffc/libcrypto-lib-ffc_key_generate.c,0,0,1,1
crypto/bn/libcrypto-lib-bn_print.c,0,0,1,1
crypto/crmf/libcrypto-lib-crmf_lib.c,0,7,1,8
crypto/hmac/libcrypto-lib-hmac.c,1,0,0,1
crypto/sm4/libcrypto-shlib-sm4.c,0,0,1,1
test/helpers/quic_newcid_test-bin-noisydgrambio.c,1,2,6,9
crypto/des/libcrypto-lib-cfb64enc.c,0,0,2,2
crypto/store/libcrypto-lib-store_lib.c,1,0,1,2
crypto/x509/libcrypto-shlib-v3_pcons.c,1,0,0,1
crypto/md5/libcrypto-shlib-md5-x86_64.c,0,0,1,1
test/provider_test-bin-provider_test.c,0,1,1,2
crypto/ec/libcrypto-shlib-ec_lib.c,0,0,3,3
ssl/statem/libssl-shlib-statem_clnt.c,4,0,4,8
crypto/bf/libcrypto-shlib-bf_enc.c,0,0,2,2
crypto/ui/libcrypto-shlib-ui_openssl.c,1,1,3,5
crypto/libcrypto-lib-der_writer.c,0,0,2,2
apps/openssl-bin-ecparam.c,0,1,1,2
providers/implementations/ciphers/libdefault-lib-cipher_aes_gcm_siv_hw.c,0,0,5,5
test/sslapitest-bin-filterprov.c,2,1,3,6
ssl/statem/libssl-shlib-extensions_clnt.c,6,3,8,17
crypto/libcrypto-shlib-threads_pthread.c,0,3,4,7
ssl/record/libssl-lib-rec_layer_s3.c,5,2,10,17
crypto/evp/libcrypto-lib-p5_crpt.c,0,0,2,2
crypto/asn1/libcrypto-lib-asn_mime.c,1,24,7,32
crypto/rc4/libcrypto-lib-rc4-x86_64.c,0,1,10,11
crypto/libcrypto-shlib-deterministic_nonce.c,0,0,2,2
test/helpers/cmp_msg_test-bin-cmp_testlib.c,0,1,0,1
crypto/engine/libcrypto-shlib-eng_list.c,1,0,4,5
ssl/quic/libssl-shlib-json_enc.c,3,1,10,14
crypto/ffc/libcrypto-lib-ffc_params_generate.c,0,4,7,11
providers/implementations/ciphers/liblegacy-lib-cipher_seed.c,1,0,0,1
crypto/ffc/libcrypto-lib-ffc_params_validate.c,1,0,0,1
crypto/bn/libcrypto-shlib-bn_exp2.c,0,2,5,7
test/helpers/recordlentest-bin-ssltestlib.c,4,7,12,23
crypto/encode_decode/libcrypto-lib-decoder_meth.c,0,1,1,2
crypto/evp/libcrypto-shlib-digest.c,0,0,1,1
crypto/evp/libcrypto-lib-kdf_meth.c,0,0,1,1
crypto/bn/libcrypto-lib-bn_x931p.c,0,1,3,4
test/helpers/cmp_vfy_test-bin-cmp_testlib.c,0,1,0,1
crypto/asn1/libcrypto-lib-a_d2i_fp.c,0,1,2,3
crypto/rsa/libcrypto-shlib-rsa_x931.c,0,0,1,1
crypto/evp/libcrypto-shlib-pmeth_lib.c,0,2,0,2
crypto/evp/libcrypto-lib-e_aes.c,0,0,6,6
crypto/x509/libcrypto-lib-v3_addr.c,6,8,10,24
crypto/ocsp/libcrypto-shlib-ocsp_vfy.c,0,1,2,3
apps/lib/libtestutil-lib-opt.c,0,19,21,40
crypto/evp/libcrypto-lib-e_aes_cbc_hmac_sha256.c,5,2,7,14
crypto/ffc/libcrypto-shlib-ffc_params_generate.c,0,4,7,11
crypto/conf/libcrypto-shlib-conf_def.c,0,16,22,38
crypto/bio/libcrypto-shlib-bf_lbuf.c,0,2,1,3
crypto/slh_dsa/libcrypto-shlib-slh_params.c,0,0,1,1
crypto/ffc/libcrypto-shlib-ffc_params_validate.c,1,0,0,1
crypto/ml_dsa/libcrypto-shlib-ml_dsa_ntt.c,0,0,8,8
crypto/ec/libcrypto-lib-ec2_smpl.c,0,0,3,3
crypto/modes/libcrypto-shlib-gcm128.c,3,3,10,16
crypto/ec/libcrypto-shlib-curve25519.c,1,2,38,41
ssl/record/methods/libssl-lib-tls_multib.c,0,0,1,1
ssl/libssl-lib-tls_srp.c,5,0,0,5
apps/openssl-bin-openssl.c,0,0,4,4
test/rand_test-bin-rand_test.c,3,0,7,10
apps/openssl-bin-cms.c,5,4,1,10
test/evp_pkey_dparams_test-bin-evp_pkey_dparams_test.c,0,0,1,1
crypto/pkcs12/libcrypto-shlib-p12_crt.c,2,0,0,2
crypto/rsa/libcrypto-lib-rsa_pk1.c,1,1,15,17
crypto/store/libcrypto-shlib-store_lib.c,1,0,1,2
crypto/bio/libcrypto-lib-bss_dgram.c,1,4,9,14
crypto/engine/libcrypto-shlib-eng_dyn.c,0,0,1,1
crypto/ts/libcrypto-shlib-ts_lib.c,0,0,1,1
crypto/ec/curve448/libcrypto-lib-f_generic.c,0,1,9,10
test/lhash_test-bin-lhash_test.c,4,0,21,25
test/wpackettest-bin-wpackettest.c,1,0,3,4
crypto/libcrypto-lib-params_dup.c,0,2,6,8
test/quic_cc_test-bin-quic_cc_test.c,0,2,2,4
ssl/statem/libssl-shlib-statem_dtls.c,1,6,6,13
test/helpers/json_test-bin-noisydgrambio.c,1,2,6,9
crypto/engine/libcrypto-lib-eng_dyn.c,0,0,1,1
crypto/cmp/libcrypto-lib-cmp_status.c,0,1,3,4
crypto/async/libcrypto-lib-async_wait.c,0,5,3,8
ssl/quic/libssl-shlib-quic_txpim.c,1,1,0,2
crypto/x509/libcrypto-shlib-v3_ist.c,0,1,0,1
crypto/conf/libcrypto-shlib-conf_mod.c,2,2,5,9
ssl/quic/libssl-lib-qlog_event_helpers.c,0,0,3,3
crypto/libcrypto-lib-o_str.c,0,2,7,9
crypto/err/libcrypto-lib-err_save.c,2,0,6,8
ssl/rio/libssl-lib-poll_builder.c,0,0,3,3
crypto/engine/libcrypto-shlib-tb_rand.c,1,0,0,1
fuzz/quic-server-test-bin-fuzz_rand.c,0,0,1,1
providers/common/libdefault-lib-digest_to_nid.c,0,0,1,1
crypto/x509/libcrypto-shlib-v3_utl.c,1,10,17,28
crypto/ocsp/libcrypto-shlib-ocsp_cl.c,0,0,1,1
test/helpers/ssl_handshake_rtt_test-bin-ssltestlib.c,4,7,12,23
crypto/engine/libcrypto-lib-tb_rand.c,1,0,0,1
crypto/bf/libcrypto-lib-bf_ofb64.c,0,0,1,1
test/helpers/json_test-bin-quictestlib.c,0,1,11,12
crypto/x509/libcrypto-lib-by_dir.c,1,4,1,6
apps/openssl-bin-speed.c,41,117,129,287
crypto/x509/libcrypto-lib-x509_v3.c,0,1,3,4
crypto/bn/libcrypto-shlib-x86_64-mont.c,8,2,32,42
test/testutil/libtestutil-lib-provider.c,0,1,2,3
crypto/bf/libcrypto-shlib-bf_ofb64.c,0,0,1,1
crypto/idea/libcrypto-lib-i_cfb64.c,0,0,2,2
crypto/engine/libcrypto-lib-eng_ctrl.c,0,1,1,2
test/quic_fifd_test-bin-quic_fifd_test.c,1,0,3,4
ssl/statem/libssl-shlib-extensions.c,0,0,9,9
ssl/libssl-shlib-tls_srp.c,5,0,0,5
crypto/asn1/ca_internals_test-bin-a_time.c,0,1,5,6
crypto/ec/libcrypto-lib-ecdsa_ossl.c,0,0,7,7
crypto/cmac/libcrypto-shlib-cmac.c,0,0,6,6
crypto/evp/libcrypto-shlib-e_chacha20_poly1305.c,0,2,5,7
crypto/encode_decode/libcrypto-shlib-decoder_pkey.c,1,1,1,3
crypto/x509/libcrypto-lib-x509_vpm.c,1,0,0,1
crypto/store/libcrypto-lib-store_result.c,0,1,1,2
ssl/quic/libssl-lib-quic_record_rx.c,0,7,4,11
ssl/quic/libssl-lib-quic_engine.c,1,1,0,2
crypto/x509/libcrypto-shlib-v3_prn.c,2,3,0,5
crypto/x509/libcrypto-shlib-v3_extku.c,0,1,1,2
crypto/x509/libcrypto-lib-v3_bcons.c,0,1,0,1
crypto/x509/libcrypto-shlib-x509_vfy.c,9,8,21,38
providers/common/libdefault-lib-bio_prov.c,0,1,0,1
test/quic_stream_test-bin-quic_stream_test.c,2,2,9,13
apps/openssl-bin-ocsp.c,2,2,3,7
crypto/libcrypto-shlib-packet.c,0,1,7,8
crypto/libcrypto-lib-param_build.c,0,1,3,4
crypto/x509/libcrypto-lib-t_req.c,2,0,2,4
test/sysdefaulttest-bin-sysdefaulttest.c,0,1,1,2
providers/implementations/ciphers/liblegacy-lib-cipher_cast5_hw.c,0,0,4,4
test/quic_wire_test-bin-quic_wire_test.c,2,0,2,4
test/d2i_test-bin-d2i_test.c,0,1,0,1
crypto/libcrypto-shlib-provider_core.c,3,1,18,22
crypto/sha/libcrypto-lib-sha1-x86_64.c,0,3,5,8
crypto/rsa/libcrypto-lib-rsa_lib.c,3,0,10,13
crypto/sha/libcrypto-lib-sha256-x86_64.c,0,0,18,18
crypto/err/libcrypto-lib-err_mark.c,1,1,2,4
crypto/ml_dsa/libcrypto-shlib-ml_dsa_params.c,0,0,1,1
crypto/asn1/libcrypto-shlib-t_pkey.c,0,0,2,2
fuzz/dtlsserver-test-bin-test-corpus.c,0,1,1,2
apps/lib/libapps-lib-names.c,0,0,1,1
crypto/des/libcrypto-lib-ofb64enc.c,0,0,1,1
crypto/ec/libcrypto-lib-ecp_smpl.c,1,0,8,9
test/helpers/cmp_status_test-bin-cmp_testlib.c,0,1,0,1
crypto/asn1/libcrypto-lib-t_spki.c,0,0,1,1
crypto/bio/libcrypto-shlib-bf_readbuff.c,0,1,2,3
crypto/evp/libcrypto-lib-e_aes_cbc_hmac_sha1.c,5,2,7,14
crypto/evp/libcrypto-shlib-p5_crpt.c,0,0,2,2
fuzz/ml-kem-test-bin-test-corpus.c,0,1,1,2
fuzz/quic-srtm-test-bin-fuzz_rand.c,0,0,1,1
test/asn1_encode_test-bin-asn1_encode_test.c,0,0,3,3
test/drbgtest-bin-drbgtest.c,2,1,6,9
crypto/bio/libcrypto-lib-bf_prefix.c,0,1,2,3
apps/lib/libapps-lib-app_rand.c,0,0,3,3
crypto/sha/libcrypto-lib-sha512-x86_64.c,0,0,12,12
crypto/evp/libcrypto-shlib-e_rc2.c,0,0,5,5
ssl/record/methods/libssl-shlib-tls_pad.c,0,0,3,3
test/http_test-bin-http_test.c,0,1,1,2
providers/implementations/kdfs/libdefault-lib-tls1_prf.c,1,2,1,4
crypto/md5/liblegacy-lib-md5-x86_64.c,0,0,1,1
crypto/pkcs12/libcrypto-lib-p12_kiss.c,7,1,2,10
apps/openssl-bin-rand.c,1,3,2,6
providers/implementations/encode_decode/libdefault-lib-ml_dsa_codecs.c,0,1,1,2
test/evp_extra_test2-bin-evp_extra_test2.c,2,0,0,2
test/quicapitest-bin-quicapitest.c,0,7,18,25
crypto/bio/libcrypto-shlib-bss_mem.c,0,0,1,1
crypto/aes/libcrypto-lib-bsaes-x86_64.c,0,2,9,11
crypto/idea/libcrypto-lib-i_skey.c,0,1,2,3
crypto/bn/libcrypto-shlib-bn_recp.c,0,1,0,1
test/evp_skey_test-bin-fake_cipherprov.c,0,0,2,2
ssl/quic/libssl-lib-quic_ackm.c,0,4,10,14
test/ecstresstest-bin-ecstresstest.c,0,1,2,3
crypto/ess/libcrypto-lib-ess_lib.c,0,4,2,6
providers/implementations/keymgmt/libdefault-lib-rsa_kmgmt.c,1,0,0,1
crypto/pkcs12/libcrypto-lib-p12_npas.c,0,2,0,2
apps/openssl-bin-s_client.c,14,7,18,39
ssl/quic/libssl-shlib-quic_reactor_wait_ctx.c,1,2,0,3
crypto/slh_dsa/libcrypto-lib-slh_hypertree.c,0,0,2,2
crypto/bn/libcrypto-shlib-bn_mod.c,0,0,6,6
crypto/cmp/libcrypto-shlib-cmp_hdr.c,0,1,1,2
crypto/rand/libcrypto-shlib-rand_lib.c,0,0,1,1
providers/implementations/ciphers/liblegacy-lib-cipher_cast5.c,1,0,0,1
fuzz/ml-kem-test-bin-fuzz_rand.c,0,0,1,1
crypto/srp/libcrypto-lib-srp_vfy.c,6,2,1,9
crypto/modes/libcrypto-shlib-wrap128.c,0,1,4,5
crypto/sha/libcrypto-lib-sha512.c,3,0,1,4
crypto/x509/libcrypto-lib-v3_info.c,0,0,2,2
crypto/legacy-dso-cpuid.c,0,3,2,5
providers/implementations/ciphers/libdefault-lib-cipher_sm4_hw.c,1,0,0,1
crypto/ffc/libcrypto-shlib-ffc_dh.c,0,0,3,3
crypto/asn1/libcrypto-shlib-asn1_lib.c,0,3,7,10
ssl/quic/libssl-shlib-quic_wire_pkt.c,2,0,3,5
crypto/libcrypto-lib-trace.c,0,0,2,2
crypto/whrlpool/libcrypto-lib-wp-x86_64.c,0,0,2,2
crypto/asn1/libcrypto-shlib-f_string.c,0,0,4,4
crypto/libcrypto-lib-params_from_text.c,0,0,3,3
crypto/engine/libcrypto-shlib-tb_dsa.c,1,0,0,1
test/helpers/quic_srt_gen_test-bin-ssltestlib.c,4,7,12,23
crypto/bn/libcrypto-shlib-bn_exp.c,1,5,37,43
crypto/ec/curve448/arch_64/libcrypto-shlib-f_impl64.c,0,0,1,1
crypto/x509/libcrypto-lib-v3_purp.c,1,5,1,7
crypto/sha/libcrypto-lib-keccak1600-x86_64.c,1,2,1,4
test/quic_ackm_test-bin-quic_ackm_test.c,0,1,12,13
crypto/x509/libcrypto-shlib-x509_obj.c,0,2,4,6
crypto/libcrypto-lib-initthread.c,0,5,4,9
crypto/bio/libcrypto-lib-bss_acpt.c,0,0,3,3
apps/openssl-bin-version.c,0,1,0,1
ssl/statem/libssl-lib-extensions_srvr.c,0,4,10,14
fuzz/dtlsserver-test-bin-dtlsserver.c,0,0,1,1
crypto/bn/libcrypto-lib-rsaz-3k-avxifma.c,0,0,2,2
crypto/rsa/libcrypto-shlib-rsa_mp.c,0,0,1,1
crypto/des/libcrypto-shlib-str2key.c,0,1,1,2
crypto/ml_kem/libcrypto-lib-ml_kem.c,0,4,64,68
ssl/libssl-lib-ssl_asn1.c,3,0,2,5
crypto/conf/libcrypto-lib-conf_ssl.c,0,0,5,5
fuzz/server-test-bin-test-corpus.c,0,1,1,2
test/helpers/dtlstest-bin-ssltestlib.c,4,7,12,23
crypto/x509/libcrypto-lib-v3_akid.c,0,1,1,2
fuzz/asn1-test-bin-asn1.c,0,0,1,1
crypto/bn/libcrypto-shlib-rsaz-4k-avxifma.c,0,0,2,2
crypto/ml_dsa/libcrypto-lib-ml_dsa_key.c,0,0,11,11
crypto/rsa/libcrypto-shlib-rsa_ameth.c,0,0,1,1
providers/implementations/rands/seeding/libdefault-lib-rand_unix.c,1,1,5,7
ssl/statem/libssl-lib-statem_dtls.c,1,6,6,13
test/evp_xof_test-bin-evp_xof_test.c,1,0,4,5
crypto/modes/libcrypto-shlib-ccm128.c,0,0,9,9
crypto/bio/libcrypto-shlib-bio_lib.c,0,3,7,10
crypto/des/libcrypto-lib-cfb_enc.c,0,2,4,6
providers/implementations/kdfs/libdefault-lib-argon2.c,13,6,21,40
crypto/x509/libcrypto-lib-v3_crld.c,3,2,4,9
crypto/evp/libcrypto-lib-bio_b64.c,1,3,8,12
crypto/cmp/libcrypto-lib-cmp_vfy.c,2,1,3,6
crypto/ec/curve448/libcrypto-shlib-f_generic.c,0,1,9,10
crypto/evp/libcrypto-lib-e_camellia.c,0,0,2,2
ssl/quic/libssl-lib-quic_tls.c,0,2,0,2
ssl/record/methods/libssl-lib-tls13_meth.c,0,0,1,1
apps/openssl-bin-ec.c,0,1,1,2
crypto/x509/libcrypto-lib-v3_attrmap.c,0,0,1,1
crypto/sha/libcrypto-shlib-sha512.c,3,0,1,4
crypto/conf/libcrypto-lib-conf_api.c,0,0,1,1
test/sm4_internal_test-bin-sm4_internal_test.c,0,0,2,2
apps/openssl-bin-ts.c,1,2,1,4
crypto/libcrypto-lib-deterministic_nonce.c,0,0,2,2
crypto/x509/libcrypto-shlib-v3_attrmap.c,0,0,1,1
ssl/quic/libssl-shlib-qlog_event_helpers.c,0,0,3,3
