bestandsnaam,voor_origineel,voor_kol2,voor_kol3,voor_kol4,voor_kol5,na_origineel,na_kol2,na_kol3,na_kol4,na_kol5
file,File,for loops,while loops,do-while loops,total,File,for loops,while loops,do-while loops,total
isatty.c,../samples/.cache/coreutils/coreutils-9.7/lib/isatty.c,0,0,0,0,,,,,
offtostr.c,../samples/.cache/coreutils/coreutils-9.7/lib/offtostr.c,0,0,0,0,,,,,
localeconv.c,../samples/.cache/coreutils/coreutils-9.7/lib/localeconv.c,0,0,0,0,,,,,
linkat.c,../samples/.cache/coreutils/coreutils-9.7/lib/linkat.c,0,2,0,2,,,,,
savewd.c,../samples/.cache/coreutils/coreutils-9.7/lib/savewd.c,3,1,0,4,,,,,
strtol.c,../samples/.cache/coreutils/coreutils-9.7/lib/strtol.c,2,1,0,3,,,,,
opendirat.c,../samples/.cache/coreutils/coreutils-9.7/lib/opendirat.c,0,0,0,0,,,,,
windows-recmutex.c,../samples/.cache/coreutils/coreutils-9.7/lib/windows-recmutex.c,0,1,0,1,,,,,
getdelim.c,../samples/.cache/coreutils/coreutils-9.7/lib/getdelim.c,1,0,0,1,,,,,
wctype.c,../samples/.cache/coreutils/coreutils-9.7/lib/wctype.c,0,0,0,0,,,,,
iswctype.c,../samples/.cache/coreutils/coreutils-9.7/lib/iswctype.c,0,0,0,0,,,,,
setlocale-lock.c,../samples/.cache/coreutils/coreutils-9.7/lib/setlocale-lock.c,0,1,0,1,,,,,
windows-once.c,../samples/.cache/coreutils/coreutils-9.7/lib/windows-once.c,0,1,0,1,,,,,
stdc_trailing_zeros.c,../samples/.cache/coreutils/coreutils-9.7/lib/stdc_trailing_zeros.c,0,0,0,0,,,,,
fchown-stub.c,../samples/.cache/coreutils/coreutils-9.7/lib/fchown-stub.c,0,0,0,0,,,,,
mkstemp-safer.c,../samples/.cache/coreutils/coreutils-9.7/lib/mkstemp-safer.c,0,0,0,0,,,,,
xvasprintf.c,../samples/.cache/coreutils/coreutils-9.7/lib/xvasprintf.c,3,0,0,3,,,,,
hash.c,../samples/.cache/coreutils/coreutils-9.7/lib/hash.c,22,6,1,28,,,,,
xmemcoll.c,../samples/.cache/coreutils/coreutils-9.7/lib/xmemcoll.c,0,0,0,0,,,,,
set-permissions.c,../samples/.cache/coreutils/coreutils-9.7/lib/set-permissions.c,2,0,0,2,,,,,
fclose.c,../samples/.cache/coreutils/coreutils-9.7/lib/fclose.c,0,0,0,0,,,,,
memchr.c,../samples/.cache/coreutils/coreutils-9.7/lib/memchr.c,3,1,0,4,,,,,
sha512.c,../samples/.cache/openssl/openssl-3.5.0/crypto/sha/sha512.c,9,4,0,13,,,,,
error.c,../samples/.cache/godot/godot-4.4.1-stable/thirdparty/mbedtls/library/error.c,0,0,0,0,,,,,
realloc.c,../samples/.cache/coreutils/coreutils-9.7/lib/realloc.c,0,0,0,0,,,,,
backupfile.c,../samples/.cache/coreutils/coreutils-9.7/lib/backupfile.c,2,2,0,4,,,,,
closein.c,../samples/.cache/coreutils/coreutils-9.7/lib/closein.c,0,0,0,0,,,,,
sig-handler.c,../samples/.cache/coreutils/coreutils-9.7/lib/sig-handler.c,0,0,0,0,,,,,
mbsrtoc32s.c,../samples/.cache/coreutils/coreutils-9.7/lib/mbsrtoc32s.c,0,0,0,0,,,,,
dirfd.c,../samples/.cache/coreutils/coreutils-9.7/lib/dirfd.c,0,0,0,0,,,,,
c32isspace.c,../samples/.cache/coreutils/coreutils-9.7/lib/c32isspace.c,0,0,0,0,,,,,
xfts.c,../samples/.cache/coreutils/coreutils-9.7/gl/lib/xfts.c,0,0,0,0,,,,,
memcoll.c,../samples/.cache/coreutils/coreutils-9.7/lib/memcoll.c,0,1,0,1,,,,,
root-dev-ino.c,../samples/.cache/coreutils/coreutils-9.7/gl/lib/root-dev-ino.c,0,0,0,0,,,,,
renameatu.c,../samples/.cache/coreutils/coreutils-9.7/lib/renameatu.c,0,0,0,0,,,,,
tmpdir.c,../samples/.cache/coreutils/coreutils-9.7/lib/tmpdir.c,0,0,0,0,,,,,
setlocale_null.c,../samples/.cache/coreutils/coreutils-9.7/lib/setlocale_null.c,0,0,0,0,,,,,
posix_memalign.c,../samples/.cache/coreutils/coreutils-9.7/lib/posix_memalign.c,0,0,0,0,,,,,
c32isgraph.c,../samples/.cache/coreutils/coreutils-9.7/lib/c32isgraph.c,0,0,0,0,,,,,
xstrtoul.c,../samples/.cache/coreutils/coreutils-9.7/lib/xstrtoul.c,0,0,0,0,,,,,
dup-safer.c,../samples/.cache/coreutils/coreutils-9.7/lib/dup-safer.c,0,0,0,0,,,,,
getgroups.c,../samples/.cache/coreutils/coreutils-9.7/lib/getgroups.c,0,2,0,2,,,,,
localcharset.c,../samples/.cache/coreutils/coreutils-9.7/lib/localcharset.c,0,2,0,2,,,,,
strnumcmp.c,../samples/.cache/coreutils/coreutils-9.7/gl/lib/strnumcmp.c,0,0,0,0,,,,,
closedir.c,../samples/.cache/coreutils/coreutils-9.7/lib/closedir.c,0,0,0,0,,,,,
gettime.c,../samples/.cache/coreutils/coreutils-9.7/lib/gettime.c,0,0,0,0,,,,,
setlocale_null-unlocked.c,../samples/.cache/coreutils/coreutils-9.7/lib/setlocale_null-unlocked.c,2,0,0,2,,,,,
asprintf.c,../samples/.cache/coreutils/coreutils-9.7/lib/asprintf.c,0,0,0,0,,,,,
pipe2.c,../samples/.cache/coreutils/coreutils-9.7/lib/pipe2.c,0,0,0,0,,,,,
fchownat.c,../samples/.cache/coreutils/coreutils-9.7/lib/fchownat.c,0,0,0,0,,,,,
mbtowc-lock.c,../samples/.cache/coreutils/coreutils-9.7/lib/mbtowc-lock.c,0,1,0,1,,,,,
gettime-res.c,../samples/.cache/coreutils/coreutils-9.7/lib/gettime-res.c,2,1,0,3,,,,,
write-any-file.c,../samples/.cache/coreutils/coreutils-9.7/lib/write-any-file.c,0,0,0,0,,,,,
fd-safer.c,../samples/.cache/coreutils/coreutils-9.7/lib/fd-safer.c,0,0,0,0,,,,,
printf-args.c,../samples/.cache/coreutils/coreutils-9.7/lib/printf-args.c,1,0,0,1,,,,,
fcntl.c,../samples/.cache/coreutils/coreutils-9.7/lib/fcntl.c,2,1,0,3,,,,,
iconv_open.c,../samples/.cache/coreutils/coreutils-9.7/lib/iconv_open.c,0,2,0,2,,,,,
getopt1.c,../samples/.cache/coreutils/coreutils-9.7/lib/getopt1.c,0,2,0,2,,,,,
fchmodat.c,../samples/.cache/coreutils/coreutils-9.7/lib/fchmodat.c,0,0,0,0,,,,,
modechange.c,../samples/.cache/coreutils/coreutils-9.7/lib/modechange.c,5,0,3,5,,,,,
version-etc.c,../samples/.cache/coreutils/coreutils-9.7/lib/version-etc.c,2,0,0,2,,,,,
stdlib.c,../samples/.cache/coreutils/coreutils-9.7/lib/stdlib.c,0,0,0,0,,,,,
fseterr.c,../samples/.cache/coreutils/coreutils-9.7/lib/fseterr.c,0,0,0,0,,,,,
windows-mutex.c,../samples/.cache/coreutils/coreutils-9.7/lib/windows-mutex.c,0,1,0,1,,,,,
isnand.c,../samples/.cache/coreutils/coreutils-9.7/lib/isnand.c,0,0,0,0,,,,,
acl-internal.c,../samples/.cache/coreutils/coreutils-9.7/lib/acl-internal.c,11,0,0,11,,,,,
hard-locale.c,../samples/.cache/coreutils/coreutils-9.7/lib/hard-locale.c,0,0,0,0,,,,,
i-ring.c,../samples/.cache/coreutils/coreutils-9.7/lib/i-ring.c,1,0,0,1,,,,,
iswdigit.c,../samples/.cache/coreutils/coreutils-9.7/lib/iswdigit.c,0,0,0,0,,,,,
idcache.c,../samples/.cache/coreutils/coreutils-9.7/lib/idcache.c,6,0,0,6,,,,,
progname.c,../samples/.cache/coreutils/coreutils-9.7/lib/progname.c,0,0,0,0,,,,,
rawmemchr.c,../samples/.cache/coreutils/coreutils-9.7/lib/rawmemchr.c,1,2,0,3,,,,,
uinttostr.c,../samples/.cache/coreutils/coreutils-9.7/lib/uinttostr.c,0,0,0,0,,,,,
getrandom.c,../samples/.cache/coreutils/coreutils-9.7/lib/getrandom.c,0,0,0,0,,,,,
dtimespec-bound.c,../samples/.cache/coreutils/coreutils-9.7/gl/lib/dtimespec-bound.c,0,0,0,0,,,,,
freadptr.c,../samples/.cache/coreutils/coreutils-9.7/lib/freadptr.c,0,0,0,0,,,,,
c32isupper.c,../samples/.cache/coreutils/coreutils-9.7/lib/c32isupper.c,0,0,0,0,,,,,
posixtm.c,../samples/.cache/coreutils/coreutils-9.7/lib/posixtm.c,2,1,0,3,,,,,
xstrtod.c,../samples/.cache/coreutils/coreutils-9.7/lib/xstrtod.c,0,0,0,0,,,,,
width.c,../samples/.cache/coreutils/coreutils-9.7/lib/uniwidth/width.c,0,0,0,0,,,,,
dtoastr.c,../samples/.cache/coreutils/coreutils-9.7/lib/dtoastr.c,0,0,0,0,,,,,
mbrlen.c,../samples/.cache/coreutils/coreutils-9.7/lib/mbrlen.c,0,0,0,0,,,,,
qcopy-acl.c,../samples/.cache/coreutils/coreutils-9.7/lib/qcopy-acl.c,0,0,0,0,,,,,
crc-generate-table.c,../samples/.cache/coreutils/coreutils-9.7/lib/crc-generate-table.c,4,0,0,4,,,,,
c32isprint.c,../samples/.cache/coreutils/coreutils-9.7/lib/c32isprint.c,0,0,0,0,,,,,
imaxtostr.c,../samples/.cache/coreutils/coreutils-9.7/lib/imaxtostr.c,0,0,0,0,,,,,
ialloc.c,../samples/.cache/coreutils/coreutils-9.7/lib/ialloc.c,0,0,0,0,,,,,
stdio-write.c,../samples/.cache/coreutils/coreutils-9.7/lib/stdio-write.c,0,0,0,0,,,,,
xasprintf.c,../samples/.cache/coreutils/coreutils-9.7/lib/xasprintf.c,0,0,0,0,,,,,
xstrtol.c,../samples/.cache/coreutils/coreutils-9.7/lib/xstrtol.c,0,2,0,2,,,,,
filevercmp.c,../samples/.cache/coreutils/coreutils-9.7/lib/filevercmp.c,2,6,0,8,,,,,
mgetgroups.c,../samples/.cache/coreutils/coreutils-9.7/lib/mgetgroups.c,1,1,0,2,,,,,
xalignalloc.c,../samples/.cache/coreutils/coreutils-9.7/lib/xalignalloc.c,0,0,0,0,,,,,
cloexec.c,../samples/.cache/coreutils/coreutils-9.7/lib/cloexec.c,0,0,0,0,,,,,
mkancesdirs.c,../samples/.cache/coreutils/coreutils-9.7/lib/mkancesdirs.c,0,1,0,1,,,,,
linebuffer.c,../samples/.cache/coreutils/coreutils-9.7/lib/linebuffer.c,0,0,1,0,,,,,
readtokens0.c,../samples/.cache/coreutils/coreutils-9.7/lib/readtokens0.c,0,1,0,1,,,,,
time.c,../samples/.cache/openssl/openssl-3.5.0/crypto/time.c,0,0,0,0,,,,,
raise.c,../samples/.cache/coreutils/coreutils-9.7/lib/raise.c,0,0,0,0,,,,,
mpsort.c,../samples/.cache/coreutils/coreutils-9.7/lib/mpsort.c,2,0,0,2,,,,,
af_alg.c,../samples/.cache/coreutils/coreutils-9.7/lib/af_alg.c,3,0,0,3,,,,,
targetdir.c,../samples/.cache/coreutils/coreutils-9.7/gl/lib/targetdir.c,0,2,0,2,,,,,
inet_pton.c,../samples/.cache/coreutils/coreutils-9.7/lib/inet_pton.c,1,2,0,3,,,,,
freadseek.c,../samples/.cache/coreutils/coreutils-9.7/lib/freadseek.c,0,1,1,1,,,,,
sha256-stream.c,../samples/.cache/coreutils/coreutils-9.7/lib/sha256-stream.c,0,2,0,2,,,,,
dup2.c,../samples/.cache/coreutils/coreutils-9.7/lib/dup2.c,0,0,0,0,,,,,
strtoimax.c,../samples/.cache/coreutils/coreutils-9.7/lib/strtoimax.c,0,0,0,0,,,,,
pipe-safer.c,../samples/.cache/coreutils/coreutils-9.7/lib/pipe-safer.c,1,0,0,1,,,,,
same.c,../samples/.cache/coreutils/coreutils-9.7/lib/same.c,0,0,0,0,,,,,
stdc_leading_zeros.c,../samples/.cache/coreutils/coreutils-9.7/lib/stdc_leading_zeros.c,0,0,0,0,,,,,
pthread-mutex.c,../samples/.cache/coreutils/coreutils-9.7/lib/pthread-mutex.c,0,0,0,0,,,,,
bitrotate.c,../samples/.cache/coreutils/coreutils-9.7/lib/bitrotate.c,0,0,0,0,,,,,
mbscasecmp.c,../samples/.cache/coreutils/coreutils-9.7/lib/mbscasecmp.c,1,2,0,3,,,,,
openat-proc.c,../samples/.cache/coreutils/coreutils-9.7/lib/openat-proc.c,0,0,0,0,,,,,
free.c,../samples/.cache/coreutils/coreutils-9.7/lib/free.c,0,0,0,0,,,,,
mempcpy.c,../samples/.cache/coreutils/coreutils-9.7/lib/mempcpy.c,0,0,0,0,,,,,
strftime.c,../samples/.cache/coreutils/coreutils-9.7/lib/strftime.c,9,6,4,15,,,,,
xgethostname.c,../samples/.cache/coreutils/coreutils-9.7/lib/xgethostname.c,0,0,0,0,,,,,
strnlen1.c,../samples/.cache/coreutils/coreutils-9.7/lib/strnlen1.c,0,0,0,0,,,,,
hash-triple-simple.c,../samples/.cache/coreutils/coreutils-9.7/lib/hash-triple-simple.c,0,0,0,0,,,,,
read.c,../samples/.cache/godot/godot-4.4.1-stable/thirdparty/libbacktrace/read.c,0,1,0,1,,,,,
mini-gmp.c,../samples/.cache/coreutils/coreutils-9.7/lib/mini-gmp.c,35,28,20,63,,,,,
vasprintf.c,../samples/.cache/coreutils/coreutils-9.7/lib/vasprintf.c,0,0,0,0,,,,,
c-strtod.c,../samples/.cache/coreutils/coreutils-9.7/lib/c-strtod.c,0,5,0,5,,,,,
c32ispunct.c,../samples/.cache/coreutils/coreutils-9.7/lib/c32ispunct.c,0,0,0,0,,,,,
propername-lite.c,../samples/.cache/coreutils/coreutils-9.7/lib/propername-lite.c,0,0,0,0,,,,,
getlocalename_l-unsafe.c,../samples/.cache/coreutils/coreutils-9.7/gnulib-tests/getlocalename_l-unsafe.c,12,0,0,12,../samples/decompilations/rerolled/gnulib-tests getlocalename_l-unsafe.c,0,0,0,0
close.c,../samples/.cache/coreutils/coreutils-9.7/lib/close.c,0,0,0,0,,,,,
ino-map.c,../samples/.cache/coreutils/coreutils-9.7/lib/ino-map.c,1,0,0,1,,,,,
mbsrtowcs-state.c,../samples/.cache/coreutils/coreutils-9.7/lib/mbsrtowcs-state.c,0,0,0,0,,,,,
getcwd.c,../samples/.cache/coreutils/coreutils-9.7/lib/getcwd.c,1,1,1,2,,,,,
tolower.c,../samples/.cache/coreutils/coreutils-9.7/lib/unicase/tolower.c,0,0,0,0,,,,,
crc-x86_64-pclmul.c,../samples/.cache/coreutils/coreutils-9.7/lib/crc-x86_64-pclmul.c,0,2,0,2,,,,,
symlinkat.c,../samples/.cache/coreutils/coreutils-9.7/lib/symlinkat.c,0,0,0,0,,,,,
sig2str.c,../samples/.cache/coreutils/coreutils-9.7/lib/sig2str.c,2,0,0,2,,,,,
randint.c,../samples/.cache/coreutils/coreutils-9.7/gl/lib/randint.c,1,1,2,2,,,,,
btowc.c,../samples/.cache/coreutils/coreutils-9.7/lib/btowc.c,0,0,0,0,,,,,
wcwidth.c,../samples/.cache/coreutils/coreutils-9.7/lib/wcwidth.c,0,0,0,0,,,,,
safe-read.c,../samples/.cache/coreutils/coreutils-9.7/lib/safe-read.c,1,0,0,1,,,,,
signbitf.c,../samples/.cache/coreutils/coreutils-9.7/lib/signbitf.c,0,0,0,0,,,,,
areadlinkat.c,../samples/.cache/coreutils/coreutils-9.7/lib/areadlinkat.c,0,0,0,0,,,,,
mbsinit.c,../samples/.cache/coreutils/coreutils-9.7/lib/mbsinit.c,0,0,0,0,,,,,
threadlib.c,../samples/.cache/coreutils/coreutils-9.7/lib/glthread/threadlib.c,0,0,0,0,,,,,
tls.c,../samples/.cache/coreutils/coreutils-9.7/lib/glthread/tls.c,0,0,0,0,,,,,
lock.c,../samples/.cache/coreutils/coreutils-9.7/lib/glthread/lock.c,0,4,0,4,,,,,
once.c,../samples/.cache/coreutils/coreutils-9.7/lib/glthread/once.c,0,0,0,0,,,,,
windows-thread.c,../samples/.cache/coreutils/coreutils-9.7/lib/windows-thread.c,1,0,0,1,,,,,
windows-rwlock.c,../samples/.cache/coreutils/coreutils-9.7/lib/windows-rwlock.c,3,4,2,7,,,,,
pipe.c,../samples/.cache/coreutils/coreutils-9.7/lib/pipe.c,0,0,0,0,,,,,
full-write.c,../samples/.cache/coreutils/coreutils-9.7/lib/full-write.c,0,1,0,1,,,,,
readutmp.c,../samples/.cache/coreutils/coreutils-9.7/lib/readutmp.c,8,1,0,9,,,,,
msvc-inval.c,../samples/.cache/coreutils/coreutils-9.7/lib/msvc-inval.c,0,0,0,0,,,,,
mkostemp.c,../samples/.cache/coreutils/coreutils-9.7/lib/mkostemp.c,0,0,0,0,,,,,
rename.c,../samples/.cache/coreutils/coreutils-9.7/lib/rename.c,0,0,0,0,,,,,
binary-io.c,../samples/.cache/coreutils/coreutils-9.7/lib/binary-io.c,0,0,0,0,,,,,
acl-errno-valid.c,../samples/.cache/coreutils/coreutils-9.7/lib/acl-errno-valid.c,0,0,0,0,,,,,
filenamecat.c,../samples/.cache/coreutils/coreutils-9.7/lib/filenamecat.c,0,0,0,0,,,,,
fd-reopen.c,../samples/.cache/coreutils/coreutils-9.7/gl/lib/fd-reopen.c,0,0,0,0,,,,,
canon-host.c,../samples/.cache/coreutils/coreutils-9.7/lib/canon-host.c,0,0,0,0,,,,,
quotearg.c,../samples/.cache/coreutils/coreutils-9.7/lib/quotearg.c,7,1,0,8,,,,,
crc.c,../samples/.cache/coreutils/coreutils-9.7/lib/crc.c,3,0,0,3,,,,,
access.c,../samples/.cache/coreutils/coreutils-9.7/lib/access.c,0,0,0,0,,,,,
chdir-long.c,../samples/.cache/coreutils/coreutils-9.7/lib/chdir-long.c,0,1,0,1,,,,,
copy-acl.c,../samples/.cache/coreutils/coreutils-9.7/lib/copy-acl.c,0,0,0,0,,,,,
getopt.c,../samples/.cache/coreutils/coreutils-9.7/lib/getopt.c,6,4,0,10,,,,,
c-strtold.c,../samples/.cache/coreutils/coreutils-9.7/lib/c-strtold.c,0,0,0,0,,,,,
utimecmp.c,../samples/.cache/coreutils/coreutils-9.7/lib/utimecmp.c,2,0,0,2,,,,,
base32.c,../samples/.cache/coreutils/coreutils-9.7/lib/base32.c,0,4,0,4,,,,,
futimens.c,../samples/.cache/coreutils/coreutils-9.7/lib/futimens.c,0,0,0,0,,,,,
fts-cycle.c,../samples/.cache/coreutils/coreutils-9.7/lib/fts-cycle.c,0,0,0,0,,,,,
xgetgroups.c,../samples/.cache/coreutils/coreutils-9.7/lib/xgetgroups.c,0,0,0,0,,,,,
unicodeio.c,../samples/.cache/coreutils/coreutils-9.7/lib/unicodeio.c,0,0,0,0,,,,,
wctype-h.c,../samples/.cache/coreutils/coreutils-9.7/lib/wctype-h.c,0,0,0,0,,,,,
windows-cond.c,../samples/.cache/coreutils/coreutils-9.7/lib/windows-cond.c,1,2,0,3,,,,,
strtoull.c,../samples/.cache/coreutils/coreutils-9.7/lib/strtoull.c,0,0,0,0,,,,,
timegm.c,../samples/.cache/coreutils/coreutils-9.7/lib/timegm.c,0,0,0,0,,,,,
vsnzprintf.c,../samples/.cache/coreutils/coreutils-9.7/lib/vsnzprintf.c,0,0,0,0,,,,,
stdio-read.c,../samples/.cache/coreutils/coreutils-9.7/lib/stdio-read.c,0,0,0,0,,,,,
filemode.c,../samples/.cache/coreutils/coreutils-9.7/lib/filemode.c,0,0,0,0,,,,,
open-safer.c,../samples/.cache/coreutils/coreutils-9.7/lib/open-safer.c,0,0,0,0,,,,,
mktime.c,../samples/.cache/coreutils/coreutils-9.7/lib/mktime.c,2,2,0,4,,,,,
dirchownmod.c,../samples/.cache/coreutils/coreutils-9.7/lib/dirchownmod.c,0,0,0,0,,,,,
yesno.c,../samples/.cache/coreutils/coreutils-9.7/lib/yesno.c,0,1,0,1,,,,,
asnprintf.c,../samples/.cache/coreutils/coreutils-9.7/lib/asnprintf.c,0,0,0,0,,,,,
fstatat.c,../samples/.cache/coreutils/coreutils-9.7/lib/fstatat.c,0,0,0,0,,,,,
strerror-override.c,../samples/.cache/coreutils/coreutils-9.7/lib/strerror-override.c,0,0,0,0,,,,,
frexp.c,../samples/.cache/coreutils/coreutils-9.7/lib/frexp.c,2,2,0,4,,,,,
select.c,../samples/.cache/coreutils/coreutils-9.7/lib/select.c,9,1,0,10,,,,,
vaszprintf.c,../samples/.cache/coreutils/coreutils-9.7/lib/vaszprintf.c,0,0,0,0,,,,,
unistd.c,../samples/.cache/coreutils/coreutils-9.7/lib/unistd.c,0,0,0,0,,,,,
gettimeofday.c,../samples/.cache/coreutils/coreutils-9.7/lib/gettimeofday.c,0,0,0,0,,,,,
alloca.c,../samples/.cache/coreutils/coreutils-9.7/lib/alloca.c,1,0,0,1,,,,,
closeout.c,../samples/.cache/coreutils/coreutils-9.7/lib/closeout.c,0,0,0,0,,,,,
qset-acl.c,../samples/.cache/coreutils/coreutils-9.7/lib/qset-acl.c,0,0,0,0,,,,,
mountlist.c,../samples/.cache/coreutils/coreutils-9.7/lib/mountlist.c,9,11,1,20,,,,,
alignalloc.c,../samples/.cache/coreutils/coreutils-9.7/lib/alignalloc.c,0,0,0,0,,,,,
stdbit.c,../samples/.cache/coreutils/coreutils-9.7/lib/stdbit.c,0,0,0,0,,,,,
areadlink.c,../samples/.cache/coreutils/coreutils-9.7/lib/areadlink.c,0,0,0,0,../samples/decompilations/rerolled/src readlink.c,0,0,0,0
userspec.c,../samples/.cache/coreutils/coreutils-9.7/lib/userspec.c,1,0,1,1,,,,,
posixver.c,../samples/.cache/coreutils/coreutils-9.7/lib/posixver.c,0,0,0,0,,,,,
windows-tls.c,../samples/.cache/coreutils/coreutils-9.7/lib/windows-tls.c,7,1,0,8,,,,,
full-read.c,../samples/.cache/coreutils/coreutils-9.7/lib/full-read.c,0,0,0,0,,,,,
lc-charset-dispatch.c,../samples/.cache/coreutils/coreutils-9.7/lib/lc-charset-dispatch.c,0,0,0,0,,,,,
ftoastr.c,../samples/.cache/coreutils/coreutils-9.7/lib/ftoastr.c,1,0,0,1,,,,,
stripslash.c,../samples/.cache/coreutils/coreutils-9.7/lib/stripslash.c,0,0,0,0,,,,,
c-file-type.c,../samples/.cache/coreutils/coreutils-9.7/lib/c-file-type.c,0,0,0,0,,,,,
vasnprintf.c,../samples/.cache/coreutils/coreutils-9.7/lib/vasnprintf.c,91,58,18,149,,,,,
file-has-acl.c,../samples/.cache/coreutils/coreutils-9.7/lib/file-has-acl.c,6,1,0,7,,,,,
getndelim2.c,../samples/.cache/coreutils/coreutils-9.7/lib/getndelim2.c,0,0,1,0,,,,,
inet_ntop.c,../samples/.cache/coreutils/coreutils-9.7/lib/inet_ntop.c,3,0,0,3,,,,,
sm3.c,../samples/.cache/openssl/openssl-3.5.0/crypto/sm3/sm3.c,1,0,0,1,,,,,
mknodat.c,../samples/.cache/coreutils/coreutils-9.7/lib/mknodat.c,0,0,0,0,,,,,
explicit_bzero.c,../samples/.cache/coreutils/coreutils-9.7/lib/explicit_bzero.c,0,0,0,0,,,,,
mkdir-p.c,../samples/.cache/coreutils/coreutils-9.7/lib/mkdir-p.c,0,0,0,0,,,,,
euidaccess.c,../samples/.cache/coreutils/coreutils-9.7/lib/euidaccess.c,0,0,0,0,,,,,
c32_apply_type_test.c,../samples/.cache/coreutils/coreutils-9.7/lib/c32_apply_type_test.c,0,0,0,0,,,,,
snprintf.c,../samples/.cache/coreutils/coreutils-9.7/lib/snprintf.c,0,0,0,0,,,,,
set-acl.c,../samples/.cache/coreutils/coreutils-9.7/lib/set-acl.c,0,0,0,0,,,,,
canonicalize.c,../samples/.cache/coreutils/coreutils-9.7/lib/canonicalize.c,5,6,1,11,,,,,
filenamecat-lgpl.c,../samples/.cache/coreutils/coreutils-9.7/lib/filenamecat-lgpl.c,0,0,0,0,,,,,
sha256.c,../samples/.cache/openssl/openssl-3.5.0/crypto/sha/sha256.c,3,2,0,5,,,,,
getpagesize.c,../samples/.cache/coreutils/coreutils-9.7/lib/getpagesize.c,0,0,0,0,,,,,
freading.c,../samples/.cache/coreutils/coreutils-9.7/lib/freading.c,0,0,0,0,,,,,
close-stream.c,../samples/.cache/coreutils/coreutils-9.7/lib/close-stream.c,0,0,0,0,,,,,
strstr.c,../samples/.cache/coreutils/coreutils-9.7/lib/strstr.c,0,1,0,1,,,,,
c32isblank.c,../samples/.cache/coreutils/coreutils-9.7/lib/c32isblank.c,0,0,0,0,,,,,
file-type.c,../samples/.cache/coreutils/coreutils-9.7/lib/file-type.c,0,0,0,0,,,,,
msvc-nothrow.c,../samples/.cache/coreutils/coreutils-9.7/lib/msvc-nothrow.c,0,0,0,0,,,,,
iconv.c,../samples/.cache/coreutils/coreutils-9.7/lib/iconv.c,0,2,0,2,,,,,
nstrftime.c,../samples/.cache/coreutils/coreutils-9.7/lib/nstrftime.c,0,0,0,0,,,,,
getaddrinfo.c,../samples/.cache/coreutils/coreutils-9.7/lib/getaddrinfo.c,0,1,0,1,,,,,
unlinkat.c,../samples/.cache/coreutils/coreutils-9.7/lib/unlinkat.c,0,1,0,1,,,,,
c32iscntrl.c,../samples/.cache/coreutils/coreutils-9.7/lib/c32iscntrl.c,0,0,0,0,,,,,
qsort_r.c,../samples/.cache/coreutils/coreutils-9.7/lib/qsort_r.c,0,0,0,0,,,,,
c-ctype.c,../samples/.cache/coreutils/coreutils-9.7/lib/c-ctype.c,0,0,0,0,,,,,
wcrtomb.c,../samples/.cache/coreutils/coreutils-9.7/lib/wcrtomb.c,0,0,0,0,,,,,
fd-safer-flag.c,../samples/.cache/coreutils/coreutils-9.7/lib/fd-safer-flag.c,0,0,0,0,,,,,
fseek.c,../samples/.cache/coreutils/coreutils-9.7/lib/fseek.c,0,0,0,0,,,,,
sha1.c,../samples/.cache/godot/godot-4.4.1-stable/thirdparty/mbedtls/library/sha1.c,2,1,0,3,,,,,
fd-hook.c,../samples/.cache/coreutils/coreutils-9.7/lib/fd-hook.c,0,0,0,0,,,,,
math.c,../samples/.cache/coreutils/coreutils-9.7/lib/math.c,0,0,0,0,,,,,
lstat.c,../samples/.cache/coreutils/coreutils-9.7/lib/lstat.c,0,0,0,0,,,,,
save-cwd.c,../samples/.cache/coreutils/coreutils-9.7/lib/save-cwd.c,0,0,0,0,,,,,
lchmod.c,../samples/.cache/coreutils/coreutils-9.7/lib/lchmod.c,0,0,0,0,,,,,
fts.c,../samples/.cache/coreutils/coreutils-9.7/lib/fts.c,12,6,0,18,,,,,
xsize.c,../samples/.cache/coreutils/coreutils-9.7/lib/xsize.c,0,0,0,0,,,,,
wmemchr.c,../samples/.cache/coreutils/coreutils-9.7/lib/wmemchr.c,0,0,0,0,,,,,
cl-strtold.c,../samples/.cache/coreutils/coreutils-9.7/gl/lib/cl-strtold.c,0,0,0,0,,,,,
fseeko.c,../samples/.cache/coreutils/coreutils-9.7/lib/fseeko.c,0,0,0,0,,,,,
long-options.c,../samples/.cache/coreutils/coreutils-9.7/lib/long-options.c,0,0,0,0,,,,,
nl_langinfo.c,../samples/.cache/coreutils/coreutils-9.7/lib/nl_langinfo.c,0,0,0,0,,,,,
vzprintf.c,../samples/.cache/coreutils/coreutils-9.7/lib/vzprintf.c,0,0,0,0,,,,,
freadahead.c,../samples/.cache/coreutils/coreutils-9.7/lib/freadahead.c,0,0,0,0,,,,,
isblank.c,../samples/.cache/coreutils/coreutils-9.7/lib/isblank.c,0,0,0,0,,,,,
file-set.c,../samples/.cache/coreutils/coreutils-9.7/lib/file-set.c,0,0,0,0,,,,,
mbszero.c,../samples/.cache/coreutils/coreutils-9.7/lib/mbszero.c,0,0,0,0,,,,,
xnanosleep.c,../samples/.cache/coreutils/coreutils-9.7/lib/xnanosleep.c,1,0,1,1,,,,,
