bestandsnaam,voor_origineel,voor_kol2,voor_kol3,voor_kol4,voor_kol5,na_origineel,na_kol2,na_kol3,na_kol4,na_kol5
file,File,for loops,while loops,do-while loops,total,File,for loops,while loops,do-while loops,total
audio_stream_synchronized.linuxbsd.editor.x86_64.c,,audio_stream_synchronized.linuxbsd.editor.x86_64.c,,audio_stream_synchronized.linuxbsd.editor.x86_64.c,,audio_stream_synchronized.linuxbsd.editor.x86_64.c,,audio_stream_synchronized.linuxbsd.editor.x86_64.c,,audio_stream_synchronized.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/modules interactive_music audio_stream_synchronized.linuxbsd.editor.x86_64.c,0,0,0,0
openssl-bin-pkeyutl.c,,openssl-bin-pkeyutl.c,,openssl-bin-pkeyutl.c,,openssl-bin-pkeyutl.c,,openssl-bin-pkeyutl.c,,openssl-bin-pkeyutl.c,,../samples/decompilations/rerolled/apps openssl-bin-pkeyutl.c,0,0,0,0
libcrypto-shlib-initthread.c,,libcrypto-shlib-initthread.c,,libcrypto-shlib-initthread.c,,libcrypto-shlib-initthread.c,,libcrypto-shlib-initthread.c,,libcrypto-shlib-initthread.c,,../samples/decompilations/rerolled/crypto libcrypto-shlib-initthread.c,0,0,0,0
uspoof.linuxbsd.editor.x86_64.c,,uspoof.linuxbsd.editor.x86_64.c,,uspoof.linuxbsd.editor.x86_64.c,,uspoof.linuxbsd.editor.x86_64.c,,uspoof.linuxbsd.editor.x86_64.c,,uspoof.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/thirdparty icu4c i18n uspoof.linuxbsd.editor.x86_64.c,0,0,0,0
libcrypto-shlib-v3_pmaps.c,,libcrypto-shlib-v3_pmaps.c,,libcrypto-shlib-v3_pmaps.c,,libcrypto-shlib-v3_pmaps.c,,libcrypto-shlib-v3_pmaps.c,,libcrypto-shlib-v3_pmaps.c,,../samples/decompilations/rerolled/crypto x509 libcrypto-shlib-v3_pmaps.c,0,0,0,0
libcrypto-shlib-t_x509.c,,libcrypto-shlib-t_x509.c,,libcrypto-shlib-t_x509.c,,libcrypto-shlib-t_x509.c,,libcrypto-shlib-t_x509.c,,libcrypto-shlib-t_x509.c,,../samples/decompilations/rerolled/crypto x509 libcrypto-shlib-t_x509.c,0,0,0,0
node_2d.linuxbsd.editor.x86_64.c,,node_2d.linuxbsd.editor.x86_64.c,,node_2d.linuxbsd.editor.x86_64.c,,node_2d.linuxbsd.editor.x86_64.c,,node_2d.linuxbsd.editor.x86_64.c,,node_2d.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/scene 2d node_2d.linuxbsd.editor.x86_64.c,0,0,0,0
pngmem.linuxbsd.editor.x86_64.c,,pngmem.linuxbsd.editor.x86_64.c,,pngmem.linuxbsd.editor.x86_64.c,,pngmem.linuxbsd.editor.x86_64.c,,pngmem.linuxbsd.editor.x86_64.c,,pngmem.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/thirdparty libpng pngmem.linuxbsd.editor.x86_64.c,0,0,0,0
nav_mesh_generator_2d.linuxbsd.editor.x86_64.c,,nav_mesh_generator_2d.linuxbsd.editor.x86_64.c,,nav_mesh_generator_2d.linuxbsd.editor.x86_64.c,,nav_mesh_generator_2d.linuxbsd.editor.x86_64.c,,nav_mesh_generator_2d.linuxbsd.editor.x86_64.c,,nav_mesh_generator_2d.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/modules navigation 2d nav_mesh_generator_2d.linuxbsd.editor.x86_64.c,35,29,94,158
libcrypto-lib-ocsp_asn.c,,libcrypto-lib-ocsp_asn.c,,libcrypto-lib-ocsp_asn.c,,libcrypto-lib-ocsp_asn.c,,libcrypto-lib-ocsp_asn.c,,libcrypto-lib-ocsp_asn.c,,../samples/decompilations/rerolled/crypto ocsp libcrypto-lib-ocsp_asn.c,0,0,0,0
libcrypto-lib-bss_dgram_pair.c,,libcrypto-lib-bss_dgram_pair.c,,libcrypto-lib-bss_dgram_pair.c,,libcrypto-lib-bss_dgram_pair.c,,libcrypto-lib-bss_dgram_pair.c,,libcrypto-lib-bss_dgram_pair.c,,../samples/decompilations/rerolled/crypto bio libcrypto-lib-bss_dgram_pair.c,5,2,5,12
concave_polygon_shape_2d.linuxbsd.editor.x86_64.c,,concave_polygon_shape_2d.linuxbsd.editor.x86_64.c,,concave_polygon_shape_2d.linuxbsd.editor.x86_64.c,,concave_polygon_shape_2d.linuxbsd.editor.x86_64.c,,concave_polygon_shape_2d.linuxbsd.editor.x86_64.c,,concave_polygon_shape_2d.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/scene resources 2d concave_polygon_shape_2d.linuxbsd.editor.x86_64.c,0,0,0,0
hist.linuxbsd.editor.x86_64.c,,hist.linuxbsd.editor.x86_64.c,,hist.linuxbsd.editor.x86_64.c,,hist.linuxbsd.editor.x86_64.c,,hist.linuxbsd.editor.x86_64.c,,hist.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/thirdparty zstd compress hist.linuxbsd.editor.x86_64.c,0,0,0,0
godot_cone_twist_joint_3d.linuxbsd.editor.x86_64.c,,godot_cone_twist_joint_3d.linuxbsd.editor.x86_64.c,,godot_cone_twist_joint_3d.linuxbsd.editor.x86_64.c,,godot_cone_twist_joint_3d.linuxbsd.editor.x86_64.c,,godot_cone_twist_joint_3d.linuxbsd.editor.x86_64.c,,godot_cone_twist_joint_3d.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/modules godot_physics_3d joints godot_cone_twist_joint_3d.linuxbsd.editor.x86_64.c,2,4,12,18
libcrypto-lib-api.c,,libcrypto-lib-api.c,,libcrypto-lib-api.c,,libcrypto-lib-api.c,,libcrypto-lib-api.c,,libcrypto-lib-api.c,,../samples/decompilations/rerolled/crypto thread libcrypto-lib-api.c,0,0,0,0
libssl-shlib-tls13_enc.c,,libssl-shlib-tls13_enc.c,,libssl-shlib-tls13_enc.c,,libssl-shlib-tls13_enc.c,,libssl-shlib-tls13_enc.c,,libssl-shlib-tls13_enc.c,,../samples/decompilations/rerolled/ssl libssl-shlib-tls13_enc.c,0,0,0,0
remote_filesystem_client.linuxbsd.editor.x86_64.c,,remote_filesystem_client.linuxbsd.editor.x86_64.c,,remote_filesystem_client.linuxbsd.editor.x86_64.c,,remote_filesystem_client.linuxbsd.editor.x86_64.c,,remote_filesystem_client.linuxbsd.editor.x86_64.c,,remote_filesystem_client.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/core io remote_filesystem_client.linuxbsd.editor.x86_64.c,2,8,39,49
libcoreutils_a-long-options.c,,libcoreutils_a-long-options.c,,libcoreutils_a-long-options.c,,libcoreutils_a-long-options.c,,libcoreutils_a-long-options.c,,libcoreutils_a-long-options.c,,../samples/decompilations/rerolled/lib libcoreutils_a-long-options.c,0,0,0,0
base64-basenc.c,,base64-basenc.c,,base64-basenc.c,,base64-basenc.c,,base64-basenc.c,,base64-basenc.c,,../samples/decompilations/rerolled/src base64-basenc.c,0,0,0,0
libcrypto-lib-ec_check.c,,libcrypto-lib-ec_check.c,,libcrypto-lib-ec_check.c,,libcrypto-lib-ec_check.c,,libcrypto-lib-ec_check.c,,libcrypto-lib-ec_check.c,,../samples/decompilations/rerolled/crypto ec libcrypto-lib-ec_check.c,0,0,0,0
compressed_texture.linuxbsd.editor.x86_64.c,,compressed_texture.linuxbsd.editor.x86_64.c,,compressed_texture.linuxbsd.editor.x86_64.c,,compressed_texture.linuxbsd.editor.x86_64.c,,compressed_texture.linuxbsd.editor.x86_64.c,,compressed_texture.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/scene resources compressed_texture.linuxbsd.editor.x86_64.c,19,2,15,36
libdefault-lib-kdf_exch.c,,libdefault-lib-kdf_exch.c,,libdefault-lib-kdf_exch.c,,libdefault-lib-kdf_exch.c,,libdefault-lib-kdf_exch.c,,libdefault-lib-kdf_exch.c,,../samples/decompilations/rerolled/providers implementations exchange libdefault-lib-kdf_exch.c,0,0,0,0
libapps-lib-opt.c,,libapps-lib-opt.c,,libapps-lib-opt.c,,libapps-lib-opt.c,,libapps-lib-opt.c,,libapps-lib-opt.c,,../samples/decompilations/rerolled/apps lib libapps-lib-opt.c,0,0,0,0
libcrypto-lib-md5_one.c,,libcrypto-lib-md5_one.c,,libcrypto-lib-md5_one.c,,libcrypto-lib-md5_one.c,,libcrypto-lib-md5_one.c,,libcrypto-lib-md5_one.c,,../samples/decompilations/rerolled/crypto md5 libcrypto-lib-md5_one.c,0,0,0,0
control.linuxbsd.editor.x86_64.c,,control.linuxbsd.editor.x86_64.c,,control.linuxbsd.editor.x86_64.c,,control.linuxbsd.editor.x86_64.c,,control.linuxbsd.editor.x86_64.c,,control.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/scene gui control.linuxbsd.editor.x86_64.c,22,89,233,344
node_dock.linuxbsd.editor.x86_64.c,,node_dock.linuxbsd.editor.x86_64.c,,node_dock.linuxbsd.editor.x86_64.c,,node_dock.linuxbsd.editor.x86_64.c,,node_dock.linuxbsd.editor.x86_64.c,,node_dock.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/editor node_dock.linuxbsd.editor.x86_64.c,8,2,7,17
lossless_sse2.linuxbsd.editor.x86_64.c,,lossless_sse2.linuxbsd.editor.x86_64.c,,lossless_sse2.linuxbsd.editor.x86_64.c,,lossless_sse2.linuxbsd.editor.x86_64.c,,lossless_sse2.linuxbsd.editor.x86_64.c,,lossless_sse2.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/thirdparty libwebp src dsp lossless_sse2.linuxbsd.editor.x86_64.c,16,1,20,37
libcrypto-shlib-property_string.c,,libcrypto-shlib-property_string.c,,libcrypto-shlib-property_string.c,,libcrypto-shlib-property_string.c,,libcrypto-shlib-property_string.c,,libcrypto-shlib-property_string.c,,../samples/decompilations/rerolled/crypto property libcrypto-shlib-property_string.c,4,0,0,4
libcrypto-shlib-ecx_key.c,,libcrypto-shlib-ecx_key.c,,libcrypto-shlib-ecx_key.c,,libcrypto-shlib-ecx_key.c,,libcrypto-shlib-ecx_key.c,,libcrypto-shlib-ecx_key.c,,../samples/decompilations/rerolled/crypto ec libcrypto-shlib-ecx_key.c,0,0,0,0
endecode_test-bin-endecode_test.c,,endecode_test-bin-endecode_test.c,,endecode_test-bin-endecode_test.c,,endecode_test-bin-endecode_test.c,,endecode_test-bin-endecode_test.c,,endecode_test-bin-endecode_test.c,,../samples/decompilations/rerolled/test endecode_test-bin-endecode_test.c,0,0,0,0
libcrypto-lib-thread_posix.c,,libcrypto-lib-thread_posix.c,,libcrypto-lib-thread_posix.c,,libcrypto-lib-thread_posix.c,,libcrypto-lib-thread_posix.c,,libcrypto-lib-thread_posix.c,,../samples/decompilations/rerolled/crypto thread arch libcrypto-lib-thread_posix.c,2,0,0,2
protocol.linuxbsd.editor.x86_64.c,,protocol.linuxbsd.editor.x86_64.c,,protocol.linuxbsd.editor.x86_64.c,,protocol.linuxbsd.editor.x86_64.c,,protocol.linuxbsd.editor.x86_64.c,,protocol.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/thirdparty enet protocol.linuxbsd.editor.x86_64.c,0,0,0,0
libcrypto-shlib-bss_dgram_pair.c,,libcrypto-shlib-bss_dgram_pair.c,,libcrypto-shlib-bss_dgram_pair.c,,libcrypto-shlib-bss_dgram_pair.c,,libcrypto-shlib-bss_dgram_pair.c,,libcrypto-shlib-bss_dgram_pair.c,,../samples/decompilations/rerolled/crypto bio libcrypto-shlib-bss_dgram_pair.c,5,2,5,12
openxr_dpad_binding_extension.linuxbsd.editor.x86_64.c,,openxr_dpad_binding_extension.linuxbsd.editor.x86_64.c,,openxr_dpad_binding_extension.linuxbsd.editor.x86_64.c,,openxr_dpad_binding_extension.linuxbsd.editor.x86_64.c,,openxr_dpad_binding_extension.linuxbsd.editor.x86_64.c,,openxr_dpad_binding_extension.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/modules openxr extensions openxr_dpad_binding_extension.linuxbsd.editor.x86_64.c,6,1,14,21
libcrypto-shlib-dso_err.c,,libcrypto-shlib-dso_err.c,,libcrypto-shlib-dso_err.c,,libcrypto-shlib-dso_err.c,,libcrypto-shlib-dso_err.c,,libcrypto-shlib-dso_err.c,,../samples/decompilations/rerolled/crypto dso libcrypto-shlib-dso_err.c,0,0,0,0
ca_internals_test-bin-app_libctx.c,,ca_internals_test-bin-app_libctx.c,,ca_internals_test-bin-app_libctx.c,,ca_internals_test-bin-app_libctx.c,,ca_internals_test-bin-app_libctx.c,,ca_internals_test-bin-app_libctx.c,,../samples/decompilations/rerolled/apps lib ca_internals_test-bin-app_libctx.c,0,0,0,0
normalizer2impl.linuxbsd.editor.x86_64.c,,normalizer2impl.linuxbsd.editor.x86_64.c,,normalizer2impl.linuxbsd.editor.x86_64.c,,normalizer2impl.linuxbsd.editor.x86_64.c,,normalizer2impl.linuxbsd.editor.x86_64.c,,normalizer2impl.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/thirdparty icu4c common normalizer2impl.linuxbsd.editor.x86_64.c,0,0,0,0
provider_pkey_test-bin-fake_rsaprov.c,,provider_pkey_test-bin-fake_rsaprov.c,,provider_pkey_test-bin-fake_rsaprov.c,,provider_pkey_test-bin-fake_rsaprov.c,,provider_pkey_test-bin-fake_rsaprov.c,,provider_pkey_test-bin-fake_rsaprov.c,,../samples/decompilations/rerolled/test provider_pkey_test-bin-fake_rsaprov.c,0,0,0,0
recastassert.linuxbsd.editor.x86_64.c,,recastassert.linuxbsd.editor.x86_64.c,,recastassert.linuxbsd.editor.x86_64.c,,recastassert.linuxbsd.editor.x86_64.c,,recastassert.linuxbsd.editor.x86_64.c,,recastassert.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/thirdparty recastnavigation Recast Source RecastAssert.linuxbsd.editor.x86_64.c,0,0,0,0
dedicated_server_export_plugin.linuxbsd.editor.x86_64.c,,dedicated_server_export_plugin.linuxbsd.editor.x86_64.c,,dedicated_server_export_plugin.linuxbsd.editor.x86_64.c,,dedicated_server_export_plugin.linuxbsd.editor.x86_64.c,,dedicated_server_export_plugin.linuxbsd.editor.x86_64.c,,dedicated_server_export_plugin.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/editor plugins dedicated_server_export_plugin.linuxbsd.editor.x86_64.c,4,3,11,18
libcrypto-shlib-ecp_mont.c,,libcrypto-shlib-ecp_mont.c,,libcrypto-shlib-ecp_mont.c,,libcrypto-shlib-ecp_mont.c,,libcrypto-shlib-ecp_mont.c,,libcrypto-shlib-ecp_mont.c,,../samples/decompilations/rerolled/crypto ec libcrypto-shlib-ecp_mont.c,0,0,0,0
libcrypto-lib-seed_ofb.c,,libcrypto-lib-seed_ofb.c,,libcrypto-lib-seed_ofb.c,,libcrypto-lib-seed_ofb.c,,libcrypto-lib-seed_ofb.c,,libcrypto-lib-seed_ofb.c,,../samples/decompilations/rerolled/crypto seed libcrypto-lib-seed_ofb.c,0,0,0,0
ucol_swp.linuxbsd.editor.x86_64.c,,ucol_swp.linuxbsd.editor.x86_64.c,,ucol_swp.linuxbsd.editor.x86_64.c,,ucol_swp.linuxbsd.editor.x86_64.c,,ucol_swp.linuxbsd.editor.x86_64.c,,ucol_swp.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/thirdparty icu4c common ucol_swp.linuxbsd.editor.x86_64.c,0,0,0,0
x509_create.linuxbsd.editor.x86_64.c,,x509_create.linuxbsd.editor.x86_64.c,,x509_create.linuxbsd.editor.x86_64.c,,x509_create.linuxbsd.editor.x86_64.c,,x509_create.linuxbsd.editor.x86_64.c,,x509_create.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/thirdparty mbedtls library x509_create.linuxbsd.editor.x86_64.c,0,0,0,0
ripemd160.linuxbsd.editor.x86_64.c,,ripemd160.linuxbsd.editor.x86_64.c,,ripemd160.linuxbsd.editor.x86_64.c,,ripemd160.linuxbsd.editor.x86_64.c,,ripemd160.linuxbsd.editor.x86_64.c,,ripemd160.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/thirdparty mbedtls library ripemd160.linuxbsd.editor.x86_64.c,5,0,3,8
editor_dock_manager.linuxbsd.editor.x86_64.c,,editor_dock_manager.linuxbsd.editor.x86_64.c,,editor_dock_manager.linuxbsd.editor.x86_64.c,,editor_dock_manager.linuxbsd.editor.x86_64.c,,editor_dock_manager.linuxbsd.editor.x86_64.c,,editor_dock_manager.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/editor editor_dock_manager.linuxbsd.editor.x86_64.c,21,28,58,107
libssl-lib-quic_rstream.c,,libssl-lib-quic_rstream.c,,libssl-lib-quic_rstream.c,,libssl-lib-quic_rstream.c,,libssl-lib-quic_rstream.c,,libssl-lib-quic_rstream.c,,../samples/decompilations/rerolled/ssl quic libssl-lib-quic_rstream.c,0,0,0,0
editor_plugin.linuxbsd.editor.x86_64.c,,editor_plugin.linuxbsd.editor.x86_64.c,,editor_plugin.linuxbsd.editor.x86_64.c,,editor_plugin.linuxbsd.editor.x86_64.c,,editor_plugin.linuxbsd.editor.x86_64.c,,editor_plugin.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/editor plugins editor_plugin.linuxbsd.editor.x86_64.c,11,8,32,51
skeleton_modifier_3d.linuxbsd.editor.x86_64.c,,skeleton_modifier_3d.linuxbsd.editor.x86_64.c,,skeleton_modifier_3d.linuxbsd.editor.x86_64.c,,skeleton_modifier_3d.linuxbsd.editor.x86_64.c,,skeleton_modifier_3d.linuxbsd.editor.x86_64.c,,skeleton_modifier_3d.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/scene 3d skeleton_modifier_3d.linuxbsd.editor.x86_64.c,4,3,15,22
libcrypto-lib-cms_ec.c,,libcrypto-lib-cms_ec.c,,libcrypto-lib-cms_ec.c,,libcrypto-lib-cms_ec.c,,libcrypto-lib-cms_ec.c,,libcrypto-lib-cms_ec.c,,../samples/decompilations/rerolled/crypto cms libcrypto-lib-cms_ec.c,0,0,0,0
godot_pin_joint_3d.linuxbsd.editor.x86_64.c,,godot_pin_joint_3d.linuxbsd.editor.x86_64.c,,godot_pin_joint_3d.linuxbsd.editor.x86_64.c,,godot_pin_joint_3d.linuxbsd.editor.x86_64.c,,godot_pin_joint_3d.linuxbsd.editor.x86_64.c,,godot_pin_joint_3d.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/modules godot_physics_3d joints godot_pin_joint_3d.linuxbsd.editor.x86_64.c,2,4,12,18
libcrypto-lib-arch.c,,libcrypto-lib-arch.c,,libcrypto-lib-arch.c,,libcrypto-lib-arch.c,,libcrypto-lib-arch.c,,libcrypto-lib-arch.c,,../samples/decompilations/rerolled/crypto thread libcrypto-lib-arch.c,0,0,0,0
x509aux-bin-x509aux.c,,x509aux-bin-x509aux.c,,x509aux-bin-x509aux.c,,x509aux-bin-x509aux.c,,x509aux-bin-x509aux.c,,x509aux-bin-x509aux.c,,../samples/decompilations/rerolled/test x509aux-bin-x509aux.c,0,0,0,0
separation_ray_shape_2d.linuxbsd.editor.x86_64.c,,separation_ray_shape_2d.linuxbsd.editor.x86_64.c,,separation_ray_shape_2d.linuxbsd.editor.x86_64.c,,separation_ray_shape_2d.linuxbsd.editor.x86_64.c,,separation_ray_shape_2d.linuxbsd.editor.x86_64.c,,separation_ray_shape_2d.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/scene resources 2d separation_ray_shape_2d.linuxbsd.editor.x86_64.c,0,0,0,0
libcoreutils_a-c32isxdigit.c,,libcoreutils_a-c32isxdigit.c,,libcoreutils_a-c32isxdigit.c,,libcoreutils_a-c32isxdigit.c,,libcoreutils_a-c32isxdigit.c,,libcoreutils_a-c32isxdigit.c,,../samples/decompilations/rerolled/lib libcoreutils_a-c32isxdigit.c,0,0,0,0
libcrypto-lib-decoder_lib.c,,libcrypto-lib-decoder_lib.c,,libcrypto-lib-decoder_lib.c,,libcrypto-lib-decoder_lib.c,,libcrypto-lib-decoder_lib.c,,libcrypto-lib-decoder_lib.c,,../samples/decompilations/rerolled/crypto encode_decode libcrypto-lib-decoder_lib.c,1,1,6,8
buildtest_c_dsa-bin-buildtest_dsa.c,,buildtest_c_dsa-bin-buildtest_dsa.c,,buildtest_c_dsa-bin-buildtest_dsa.c,,buildtest_c_dsa-bin-buildtest_dsa.c,,buildtest_c_dsa-bin-buildtest_dsa.c,,buildtest_c_dsa-bin-buildtest_dsa.c,,../samples/decompilations/rerolled/test buildtest_c_dsa-bin-buildtest_dsa.c,0,0,0,0
upnpcommands.linuxbsd.editor.x86_64.c,,upnpcommands.linuxbsd.editor.x86_64.c,,upnpcommands.linuxbsd.editor.x86_64.c,,upnpcommands.linuxbsd.editor.x86_64.c,,upnpcommands.linuxbsd.editor.x86_64.c,,upnpcommands.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/thirdparty miniupnpc src upnpcommands.linuxbsd.editor.x86_64.c,0,0,0,0
libcrypto-shlib-vpaes-x86_64.c,,libcrypto-shlib-vpaes-x86_64.c,,libcrypto-shlib-vpaes-x86_64.c,,libcrypto-shlib-vpaes-x86_64.c,,libcrypto-shlib-vpaes-x86_64.c,,libcrypto-shlib-vpaes-x86_64.c,,../samples/decompilations/rerolled/crypto aes libcrypto-shlib-vpaes-x86_64.c,0,0,0,0
locdspnm.linuxbsd.editor.x86_64.c,,locdspnm.linuxbsd.editor.x86_64.c,,locdspnm.linuxbsd.editor.x86_64.c,,locdspnm.linuxbsd.editor.x86_64.c,,locdspnm.linuxbsd.editor.x86_64.c,,locdspnm.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/thirdparty icu4c common locdspnm.linuxbsd.editor.x86_64.c,0,0,0,0
config.linuxbsd.editor.x86_64.c,,config.linuxbsd.editor.x86_64.c,,config.linuxbsd.editor.x86_64.c,,config.linuxbsd.editor.x86_64.c,,config.linuxbsd.editor.x86_64.c,,config.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/drivers gles3 storage config.linuxbsd.editor.x86_64.c,0,0,0,0
libapps-lib-app_x509.c,,libapps-lib-app_x509.c,,libapps-lib-app_x509.c,,libapps-lib-app_x509.c,,libapps-lib-app_x509.c,,libapps-lib-app_x509.c,,../samples/decompilations/rerolled/apps lib libapps-lib-app_x509.c,0,0,0,0
astcenc_compute_variance.linuxbsd.editor.x86_64.c,,astcenc_compute_variance.linuxbsd.editor.x86_64.c,,astcenc_compute_variance.linuxbsd.editor.x86_64.c,,astcenc_compute_variance.linuxbsd.editor.x86_64.c,,astcenc_compute_variance.linuxbsd.editor.x86_64.c,,astcenc_compute_variance.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/thirdparty astcenc astcenc_compute_variance.linuxbsd.editor.x86_64.c,0,0,0,0
libcrypto-shlib-bio_asn1.c,,libcrypto-shlib-bio_asn1.c,,libcrypto-shlib-bio_asn1.c,,libcrypto-shlib-bio_asn1.c,,libcrypto-shlib-bio_asn1.c,,libcrypto-shlib-bio_asn1.c,,../samples/decompilations/rerolled/crypto asn1 libcrypto-shlib-bio_asn1.c,0,0,0,0
libcrypto-shlib-t_acert.c,,libcrypto-shlib-t_acert.c,,libcrypto-shlib-t_acert.c,,libcrypto-shlib-t_acert.c,,libcrypto-shlib-t_acert.c,,libcrypto-shlib-t_acert.c,,../samples/decompilations/rerolled/crypto x509 libcrypto-shlib-t_acert.c,0,0,0,0
vector3i.linuxbsd.editor.x86_64.c,,vector3i.linuxbsd.editor.x86_64.c,,vector3i.linuxbsd.editor.x86_64.c,,vector3i.linuxbsd.editor.x86_64.c,,vector3i.linuxbsd.editor.x86_64.c,,vector3i.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/core math vector3i.linuxbsd.editor.x86_64.c,0,0,0,0
libcrypto-lib-names.c,,libcrypto-lib-names.c,,libcrypto-lib-names.c,,libcrypto-lib-names.c,,libcrypto-lib-names.c,,libcrypto-lib-names.c,,../samples/decompilations/rerolled/crypto evp libcrypto-lib-names.c,4,0,0,4
utrie.linuxbsd.editor.x86_64.c,,utrie.linuxbsd.editor.x86_64.c,,utrie.linuxbsd.editor.x86_64.c,,utrie.linuxbsd.editor.x86_64.c,,utrie.linuxbsd.editor.x86_64.c,,utrie.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/thirdparty icu4c common utrie.linuxbsd.editor.x86_64.c,19,6,31,56
libcrypto-lib-o_fopen.c,,libcrypto-lib-o_fopen.c,,libcrypto-lib-o_fopen.c,,libcrypto-lib-o_fopen.c,,libcrypto-lib-o_fopen.c,,libcrypto-lib-o_fopen.c,,../samples/decompilations/rerolled/crypto libcrypto-lib-o_fopen.c,0,0,0,0
libcrypto-shlib-hashfunc.c,,libcrypto-shlib-hashfunc.c,,libcrypto-shlib-hashfunc.c,,libcrypto-shlib-hashfunc.c,,libcrypto-shlib-hashfunc.c,,libcrypto-shlib-hashfunc.c,,../samples/decompilations/rerolled/crypto hashtable libcrypto-shlib-hashfunc.c,0,0,0,0
libcrypto-lib-cmll_ofb.c,,libcrypto-lib-cmll_ofb.c,,libcrypto-lib-cmll_ofb.c,,libcrypto-lib-cmll_ofb.c,,libcrypto-lib-cmll_ofb.c,,libcrypto-lib-cmll_ofb.c,,../samples/decompilations/rerolled/crypto camellia libcrypto-lib-cmll_ofb.c,0,0,0,0
libcrypto-shlib-keymgmt_lib.c,,libcrypto-shlib-keymgmt_lib.c,,libcrypto-shlib-keymgmt_lib.c,,libcrypto-shlib-keymgmt_lib.c,,libcrypto-shlib-keymgmt_lib.c,,libcrypto-shlib-keymgmt_lib.c,,../samples/decompilations/rerolled/crypto evp libcrypto-shlib-keymgmt_lib.c,0,0,0,0
openssl-bin-genrsa.c,,openssl-bin-genrsa.c,,openssl-bin-genrsa.c,,openssl-bin-genrsa.c,,openssl-bin-genrsa.c,,openssl-bin-genrsa.c,,../samples/decompilations/rerolled/apps openssl-bin-genrsa.c,0,0,0,0
vrs.linuxbsd.editor.x86_64.c,,vrs.linuxbsd.editor.x86_64.c,,vrs.linuxbsd.editor.x86_64.c,,vrs.linuxbsd.editor.x86_64.c,,vrs.linuxbsd.editor.x86_64.c,,vrs.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/servers rendering renderer_rd effects vrs.linuxbsd.editor.x86_64.c,0,0,0,0
libcrypto-lib-v3_pcia.c,,libcrypto-lib-v3_pcia.c,,libcrypto-lib-v3_pcia.c,,libcrypto-lib-v3_pcia.c,,libcrypto-lib-v3_pcia.c,,libcrypto-lib-v3_pcia.c,,../samples/decompilations/rerolled/crypto x509 libcrypto-lib-v3_pcia.c,0,0,0,0
libcrypto-shlib-a_octet.c,,libcrypto-shlib-a_octet.c,,libcrypto-shlib-a_octet.c,,libcrypto-shlib-a_octet.c,,libcrypto-shlib-a_octet.c,,libcrypto-shlib-a_octet.c,,../samples/decompilations/rerolled/crypto asn1 libcrypto-shlib-a_octet.c,0,0,0,0
texture_storage.linuxbsd.editor.x86_64.c,,texture_storage.linuxbsd.editor.x86_64.c,,texture_storage.linuxbsd.editor.x86_64.c,,texture_storage.linuxbsd.editor.x86_64.c,,texture_storage.linuxbsd.editor.x86_64.c,,texture_storage.linuxbsd.editor.x86_64.c,,../samples/decompilations/rerolled/servers rendering dummy storage texture_storage.linuxbsd.editor.x86_64.c,0,0,0,0
libcrypto-shlib-pmeth_gn.c,,libcrypto-shlib-pmeth_gn.c,,libcrypto-shlib-pmeth_gn.c,,libcrypto-shlib-pmeth_gn.c,,libcrypto-shlib-pmeth_gn.c,,libcrypto-shlib-pmeth_gn.c,,../samples/decompilations/rerolled/crypto evp libcrypto-shlib-pmeth_gn.c,2,0,0,2
