Repo,File,for loops,while loops,do-while loops,total
openssl,providers/implementations/ciphers/cipher_sm4_gcm_hw.c,0,0,0,0
openssl,providers/implementations/ciphers/cipher_aria_hw.c,0,0,0,0
openssl,providers/implementations/ciphers/cipher_des_hw.c,2,5,0,7
openssl,providers/implementations/ciphers/ciphercommon_gcm.c,2,0,1,2
openssl,providers/implementations/ciphers/cipher_tdes_hw.c,1,1,0,2
openssl,providers/implementations/ciphers/cipher_sm4_xts.c,0,0,0,0
openssl,providers/implementations/ciphers/cipher_aes_siv.c,0,0,0,0
openssl,providers/implementations/ciphers/cipher_aes_wrp.c,0,0,0,0
openssl,providers/implementations/ciphers/cipher_aes_xts_hw.c,0,0,0,0
openssl,providers/implementations/ciphers/cipher_aes_cbc_hmac_sha256_hw.c,16,0,1,16
openssl,providers/implementations/ciphers/cipher_blowfish.c,0,0,0,0
openssl,providers/implementations/ciphers/cipher_sm4.c,0,0,0,0
openssl,providers/implementations/ciphers/cipher_chacha20_poly1305.c,0,0,0,0
openssl,providers/implementations/ciphers/cipher_desx.c,0,0,0,0
openssl,providers/implementations/ciphers/cipher_cast5_hw.c,0,0,0,0
openssl,providers/implementations/ciphers/cipher_rc5_hw.c,0,0,0,0
openssl,providers/implementations/ciphers/cipher_aes_ocb.c,0,0,0,0
openssl,providers/implementations/ciphers/cipher_rc4_hmac_md5.c,0,0,0,0
openssl,providers/implementations/ciphers/cipher_aes_ccm.c,0,0,0,0
openssl,providers/implementations/ciphers/cipher_aes.c,0,0,0,0
openssl,providers/implementations/ciphers/ciphercommon.c,1,0,0,1
openssl,providers/implementations/ciphers/ciphercommon_ccm_hw.c,0,0,0,0
openssl,providers/implementations/ciphers/cipher_sm4_xts_hw.c,0,0,0,0
openssl,providers/implementations/ciphers/cipher_aes_gcm_siv_hw.c,6,0,0,6
openssl,providers/implementations/signature/sm2_sig.c,0,0,0,0
openssl,providers/implementations/signature/eddsa_sig.c,0,0,0,0
openssl,providers/implementations/signature/ecdsa_sig.c,0,0,0,0
openssl,providers/implementations/signature/slh_dsa_sig.c,0,0,0,0
openssl,providers/implementations/signature/mac_legacy_sig.c,0,0,0,0
openssl,providers/implementations/signature/ml_dsa_sig.c,0,0,0,0
openssl,providers/implementations/signature/dsa_sig.c,0,0,0,0
openssl,providers/implementations/signature/rsa_sig.c,2,0,0,2
openssl,providers/implementations/digests/sha3_prov.c,0,0,0,0
openssl,providers/implementations/digests/wp_prov.c,0,0,0,0
openssl,providers/implementations/digests/md2_prov.c,0,0,0,0
openssl,providers/implementations/digests/blake2b_prov.c,7,0,1,7
openssl,providers/implementations/digests/ripemd_prov.c,0,0,0,0
openssl,providers/implementations/digests/mdc2_prov.c,0,0,0,0
openssl,providers/implementations/digests/md5_prov.c,0,0,0,0
openssl,providers/implementations/digests/sm3_prov.c,0,0,0,0
openssl,providers/implementations/digests/md5_sha1_prov.c,0,0,0,0
openssl,providers/implementations/digests/blake2s_prov.c,7,0,1,7
openssl,providers/implementations/digests/blake2_prov.c,0,0,0,0
openssl,providers/implementations/digests/null_prov.c,0,0,0,0
openssl,providers/implementations/digests/sha2_prov.c,0,0,0,0
openssl,providers/implementations/digests/digestcommon.c,0,0,0,0
openssl,providers/implementations/digests/md4_prov.c,0,0,0,0
openssl,providers/legacyprov.c,1,0,0,1
openssl,providers/baseprov.c,1,0,0,1
openssl,providers/defltprov.c,1,0,0,1
openssl,providers/common/digest_to_nid.c,1,0,0,1
openssl,providers/common/provider_seeding.c,1,0,0,1
openssl,providers/common/securitycheck_default.c,0,0,0,0
openssl,providers/common/provider_ctx.c,0,0,0,0
openssl,providers/common/bio_prov.c,1,0,0,1
openssl,providers/common/der/der_slh_dsa_key.c,0,0,0,0
openssl,providers/common/der/der_ml_dsa_gen.c,0,0,0,0
openssl,providers/common/der/der_ec_sig.c,0,0,0,0
openssl,providers/common/der/der_ec_key.c,0,0,0,0
openssl,providers/common/der/der_ml_dsa_key.c,0,0,0,0
openssl,providers/common/der/der_dsa_key.c,0,0,0,0
openssl,providers/common/der/der_dsa_sig.c,0,0,0,0
openssl,providers/common/der/der_sm2_key.c,0,0,0,0
openssl,providers/common/der/der_rsa_sig.c,0,0,0,0
openssl,providers/common/der/der_sm2_sig.c,0,0,0,0
openssl,providers/common/der/der_dsa_gen.c,0,0,0,0
openssl,providers/common/der/der_ec_gen.c,0,0,0,0
openssl,providers/common/der/der_slh_dsa_gen.c,0,0,0,0
openssl,providers/common/der/der_rsa_key.c,0,0,0,0
openssl,providers/common/der/der_digests_gen.c,0,0,0,0
openssl,providers/common/der/der_ecx_key.c,0,0,0,0
openssl,providers/common/der/der_ecx_gen.c,0,0,0,0
openssl,providers/common/der/der_wrap_gen.c,0,0,0,0
openssl,providers/common/der/der_sm2_gen.c,0,0,0,0
openssl,providers/common/der/der_rsa_gen.c,0,0,0,0
openssl,providers/common/securitycheck_fips.c,0,0,0,0
openssl,providers/common/securitycheck.c,0,0,0,0
openssl,providers/common/capabilities.c,2,0,0,2
openssl,providers/common/provider_err.c,0,0,0,0
openssl,providers/common/provider_util.c,1,0,0,1
openssl,providers/prov_running.c,0,0,0,0
openssl,apps/ciphers.c,2,1,0,3
openssl,apps/ts.c,2,2,0,4
openssl,apps/info.c,0,1,0,1
openssl,apps/crl2pkcs7.c,1,2,0,3
openssl,apps/gendsa.c,0,1,0,1
openssl,apps/cmp.c,10,9,1,19
openssl,apps/list.c,23,2,0,25
openssl,apps/ec.c,0,1,0,1
openssl,apps/ecparam.c,1,1,0,2
openssl,apps/ocsp.c,5,1,0,6
openssl,apps/pkey.c,0,1,0,1
openssl,apps/cms.c,12,1,0,13
openssl,apps/dgst.c,6,3,0,9
openssl,apps/s_server.c,27,10,2,37
openssl,apps/rsautl.c,1,1,0,2
openssl,apps/verify.c,5,1,0,6
openssl,apps/req.c,8,2,0,10
openssl,apps/errstr.c,1,1,0,2
openssl,apps/openssl.c,4,2,0,6
openssl,apps/vms_decc_init.c,1,0,0,1
openssl,apps/prime.c,3,1,0,4
openssl,apps/fipsinstall.c,0,2,0,2
openssl,apps/kdf.c,0,1,0,1
openssl,apps/pkcs7.c,2,1,0,3
openssl,apps/progs.c,0,0,0,0
openssl,apps/speed.c,154,7,0,161
openssl,apps/dhparam.c,0,1,1,1
openssl,apps/genrsa.c,0,1,0,1
openssl,apps/lib/log.c,0,0,0,0
openssl,apps/lib/apps_ui.c,0,0,1,0
openssl,apps/lib/apps.c,26,11,1,37
openssl,apps/lib/app_x509.c,0,0,0,0
openssl,apps/lib/app_params.c,1,0,0,1
openssl,apps/lib/apps_opt_printf.c,0,0,0,0
openssl,apps/lib/tlssrp_depr.c,0,0,0,0
openssl,apps/lib/columns.c,1,0,0,1
openssl,apps/lib/cmp_mock_srv.c,2,0,0,2
openssl,apps/lib/fmt.c,0,0,0,0
openssl,apps/lib/app_libctx.c,0,0,0,0
openssl,apps/lib/vms_decc_argv.c,1,0,0,1
openssl,apps/lib/s_cb.c,16,4,0,20
openssl,apps/lib/engine_loader.c,0,0,0,0
openssl,apps/lib/s_socket.c,3,0,3,3
openssl,apps/lib/names.c,1,0,0,1
openssl,apps/lib/win32_init.c,6,4,1,10
openssl,apps/lib/opt.c,17,0,0,17
openssl,apps/lib/http_server.c,7,6,0,13
openssl,apps/lib/vms_term_sock.c,0,1,0,1
openssl,apps/lib/app_provider.c,0,2,0,2
openssl,apps/lib/engine.c,0,0,0,0
openssl,apps/lib/app_rand.c,3,0,0,3
openssl,apps/asn1parse.c,3,1,0,4
openssl,apps/dsa.c,0,1,0,1
openssl,apps/dsaparam.c,0,1,0,1
openssl,apps/genpkey.c,2,1,0,3
openssl,apps/ca.c,25,2,0,27
openssl,apps/passwd.c,11,3,3,14
openssl,apps/x509.c,11,2,0,13
openssl,apps/nseq.c,1,2,0,3
openssl,apps/pkeyparam.c,0,1,0,1
openssl,apps/rehash.c,11,4,0,15
openssl,apps/s_client.c,18,4,9,22
openssl,apps/s_time.c,2,4,0,6
openssl,apps/skeyutl.c,0,1,0,1
openssl,apps/rand.c,1,3,0,4
openssl,apps/crl.c,2,1,0,3
openssl,apps/pkeyutl.c,5,1,0,6
openssl,apps/sess_id.c,0,1,0,1
openssl,apps/enc.c,5,3,0,8
openssl,apps/version.c,0,1,0,1
openssl,apps/storeutl.c,2,1,0,3
openssl,apps/rsa.c,0,1,0,1
openssl,apps/smime.c,3,2,0,5
openssl,apps/pkcs12.c,7,2,0,9
openssl,apps/srp.c,7,2,0,9
openssl,apps/spkac.c,0,1,0,1
openssl,apps/pkcs8.c,0,1,0,1
openssl,apps/mac.c,1,2,0,3
openssl,apps/engine.c,7,2,1,9
openssl,doc/designs/ddd/ddd-02-conn-nonblocking-threads.c,1,1,0,2
openssl,doc/designs/ddd/ddd-06-mem-uv.c,1,3,2,4
openssl,doc/designs/ddd/ddd-04-fd-nonblocking.c,0,0,0,0
openssl,doc/designs/ddd/ddd-03-fd-blocking.c,1,0,0,1
openssl,doc/designs/ddd/ddd-02-conn-nonblocking.c,0,0,0,0
openssl,doc/designs/ddd/ddd-01-conn-blocking.c,1,0,0,1
openssl,doc/designs/ddd/ddd-05-mem-nonblocking.c,2,2,0,4
openssl,test/algorithmid_test.c,0,1,0,1
openssl,test/evp_extra_test.c,15,1,0,16
openssl,test/dtlsv1listentest.c,2,0,0,2
openssl,test/cmp_vfy_test.c,0,0,0,0
openssl,test/punycode_test.c,2,0,0,2
openssl,test/crltest.c,0,0,0,0
openssl,test/threadpool_test.c,7,0,0,7
openssl,test/evp_extra_test2.c,0,0,0,0
openssl,test/buildtest_provider.c,0,0,0,0
openssl,test/dtlstest.c,0,0,0,0
openssl,test/pemtest.c,0,0,0,0
openssl,test/bftest.c,15,1,0,16
openssl,test/bio_memleak_test.c,0,0,0,0
openssl,test/curve448_internal_test.c,1,1,0,2
openssl,test/buildtest_sha.c,0,0,0,0
openssl,test/buildtest_ecdh.c,0,0,0,0
openssl,test/buildtest_symhacks.c,0,0,0,0
openssl,test/cmsapitest.c,1,0,0,1
openssl,test/provider_pkey_test.c,1,3,0,4
openssl,test/buildtest_hmac.c,0,0,0,0
openssl,test/memleaktest.c,0,0,0,0
openssl,test/rc5test.c,0,0,0,0
openssl,test/quic_fifd_test.c,5,0,0,5
openssl,test/buildtest_bn.c,0,0,0,0
openssl,test/test_test.c,0,0,0,0
openssl,test/provider_test.c,0,1,0,1
openssl,test/chacha_internal_test.c,1,0,0,1
openssl,test/ossl_store_test.c,0,2,0,2
openssl,test/asn1_string_table_test.c,0,0,0,0
openssl,test/buildtest_sslerr_legacy.c,0,0,0,0
openssl,test/buildtest_kdf.c,0,0,0,0
openssl,test/safe_math_test.c,0,0,0,0
openssl,test/buildtest_ecdsa.c,0,0,0,0
openssl,test/evp_libctx_test.c,0,1,0,1
openssl,test/evp_xof_test.c,2,2,0,4
openssl,test/buildtest_conftypes.c,0,0,0,0
openssl,test/aesgcmtest.c,0,0,0,0
openssl,test/quic_wire_test.c,2,0,0,2
openssl,test/buildtest_des.c,0,0,0,0
openssl,test/buildtest_e_ostime.c,0,0,0,0
openssl,test/ciphername_test.c,2,0,0,2
openssl,test/buildtest_md5.c,0,0,0,0
openssl,test/buildtest_buffer.c,0,0,0,0
openssl,test/ca_internals_test.c,0,0,0,0
openssl,test/provider_status_test.c,0,1,0,1
openssl,test/buildtest_srtp.c,0,0,0,0
openssl,test/buildtest_core_object.c,0,0,0,0
openssl,test/endecode_test.c,1,1,0,2
openssl,test/asn1_dsa_internal_test.c,0,0,0,0
openssl,test/buildtest_ssl2.c,0,0,0,0
openssl,test/membio_test.c,0,0,0,0
openssl,test/testutil/basic_output.c,0,0,0,0
openssl,test/testutil/testutil_init.c,1,1,0,2
openssl,test/testutil/fake_random.c,0,1,0,1
openssl,test/testutil/provider.c,2,1,0,3
openssl,test/testutil/random.c,2,0,0,2
openssl,test/testutil/apps_shims.c,0,0,0,0
openssl,test/testutil/tests.c,0,0,0,0
openssl,test/testutil/helper.c,0,0,0,0
openssl,test/testutil/format_output.c,8,4,0,12
openssl,test/testutil/main.c,0,0,0,0
openssl,test/testutil/cb.c,0,0,0,0
openssl,test/testutil/output.c,0,0,0,0
openssl,test/testutil/options.c,1,1,0,2
openssl,test/testutil/test_cleanup.c,0,0,0,0
openssl,test/testutil/stanza.c,3,2,0,5
openssl,test/testutil/test_options.c,0,0,0,0
openssl,test/testutil/load.c,0,0,1,0
openssl,test/testutil/driver.c,7,2,1,9
openssl,test/quic_client_test.c,1,0,0,1
openssl,test/time_offset_test.c,0,0,0,0
openssl,test/buildtest_byteorder.c,0,0,0,0
openssl,test/x509_test.c,0,0,0,0
openssl,test/packettest.c,8,0,0,8
openssl,test/x509_load_cert_file_test.c,1,0,0,1
openssl,test/radix/terp.c,2,1,0,3
openssl,test/radix/quic_radix.c,0,0,0,0
openssl,test/radix/main.c,0,0,0,0
openssl,test/radix/quic_ops.c,0,0,0,0
openssl,test/radix/quic_bindings.c,5,0,0,5
openssl,test/radix/quic_tests.c,6,0,0,6
openssl,test/context_internal_test.c,0,0,0,0
openssl,test/gmdifftest.c,0,0,0,0
openssl,test/sslcorrupttest.c,1,0,1,1
openssl,test/ocspapitest.c,0,0,0,0
openssl,test/params_api_test.c,3,0,0,3
openssl,test/http_test.c,1,1,0,2
openssl,test/quicfaultstest.c,0,0,0,0
openssl,test/dhtest.c,1,0,0,1
openssl,test/cmp_asn_test.c,0,0,0,0
openssl,test/nodefltctxtest.c,0,0,0,0
openssl,test/list_test.c,2,2,0,4
openssl,test/rsa_mp_test.c,0,0,0,0
openssl,test/siphash_internal_test.c,3,0,0,3
openssl,test/buildtest_ts.c,0,0,0,0
openssl,test/evp_pkey_dparams_test.c,1,0,0,1
openssl,test/ssl_test.c,2,0,0,2
openssl,test/uitest.c,0,0,0,0
openssl,test/defltfips_test.c,0,0,0,0
openssl,test/simpledynamic.c,0,0,0,0
openssl,test/evp_skey_test.c,0,0,0,0
openssl,test/property_test.c,8,0,1,8
openssl,test/x509_internal_test.c,2,0,0,2
openssl,test/verify_extra_test.c,0,0,0,0
openssl,test/buildtest_prov_ssl.c,0,0,0,0
openssl,test/asn1_stable_parse_test.c,0,1,0,1
openssl,test/pem_read_depr_test.c,0,0,0,0
openssl,test/quic_qlog_test.c,0,0,0,0
openssl,test/rdcpu_sanitytest.c,3,0,0,3
openssl,test/p_minimal.c,0,0,0,0
openssl,test/quic_tserver_test.c,2,0,0,2
openssl,test/buildtest_camellia.c,0,0,0,0
openssl,test/helpers/handshake.c,2,2,0,4
openssl,test/helpers/quictestlib.c,4,0,4,4
openssl,test/helpers/ssl_test_ctx.c,8,0,0,8
openssl,test/helpers/noisydgrambio.c,8,0,0,8
openssl,test/helpers/cmp_testlib.c,1,0,0,1
openssl,test/helpers/predefined_dhparams.c,0,0,0,0
openssl,test/helpers/handshake_srp.c,0,0,0,0
openssl,test/helpers/pkcs12.c,2,2,0,4
openssl,test/helpers/ssltestlib.c,10,4,3,14
openssl,test/helpers/pktsplitbio.c,3,0,0,3
openssl,test/hmactest.c,2,0,0,2
openssl,test/pkcs12_format_test.c,0,1,0,1
openssl,test/sslbuffertest.c,4,0,0,4
openssl,test/servername_test.c,0,1,0,1
openssl,test/buildtest_param_build.c,0,0,0,0
openssl,test/buildtest_encoder.c,0,0,0,0
openssl,test/buildtest_ossl_typ.c,0,0,0,0
openssl,test/buildtest_types.c,0,0,0,0
openssl,test/cmactest.c,2,1,0,3
openssl,test/x509_check_cert_pkey_test.c,1,0,0,1
openssl,test/bio_callback_test.c,0,0,0,0
openssl,test/byteorder_test.c,0,0,0,0
openssl,test/rand_test.c,6,1,0,7
openssl,test/buildtest_txt_db.c,0,0,0,0
openssl,test/buildtest_rc4.c,0,0,0,0
openssl,test/pkcs12_api_test.c,0,1,0,1
openssl,test/bio_prefix_text.c,1,3,0,4
openssl,test/ct_test.c,2,0,0,2
openssl,test/rsa_sp800_56b_test.c,0,0,0,0
openssl,test/provider_default_search_path_test.c,0,0,0,0
openssl,test/evp_kdf_test.c,6,0,0,6
openssl,test/cmp_protect_test.c,0,0,0,0
openssl,test/quic_newcid_test.c,0,0,0,0
openssl,test/buildtest_http.c,0,0,0,0
openssl,test/quic_stream_test.c,13,0,1,13
openssl,test/enginetest.c,5,1,0,6
openssl,test/pkey_meth_test.c,4,0,0,4
openssl,test/priority_queue_test.c,4,1,0,5
openssl,test/tls13groupselection_test.c,0,0,0,0
openssl,test/ffc_internal_test.c,0,0,0,0
openssl,test/buildtest_macros.c,0,0,0,0
openssl,test/tls13secretstest.c,0,0,0,0
openssl,test/dsatest.c,0,0,0,0
openssl,test/buildtest_ml_kem.c,0,0,0,0
openssl,test/bio_comp_test.c,1,0,0,1
openssl,test/decoder_propq_test.c,0,1,0,1
openssl,test/srptest.c,0,0,0,0
openssl,test/cc_dummy.c,0,0,0,0
openssl,test/rand_status_test.c,0,0,0,0
openssl,test/ecstresstest.c,1,1,0,2
openssl,test/buildtest_cryptoerr_legacy.c,0,0,0,0
openssl,test/asn1_internal_test.c,5,0,0,5
openssl,test/x509_dup_cert_test.c,0,0,0,0
openssl,test/ssl_cert_table_internal_test.c,0,0,0,0
openssl,test/casttest.c,1,0,0,1
openssl,test/bn_internal_test.c,1,0,0,1
openssl,test/buildtest_core_dispatch.c,0,0,0,0
openssl,test/sysdefaulttest.c,0,1,0,1
openssl,test/asn1_time_test.c,0,0,0,0
openssl,test/rsa_x931_test.c,0,0,0,0
openssl,test/threadstest_fips.c,0,0,0,0
openssl,test/x509_acert_test.c,0,0,0,0
openssl,test/cmp_hdr_test.c,0,0,0,0
openssl,test/buildtest_dh.c,0,0,0,0
openssl,test/timing_load_creds.c,2,1,0,3
openssl,test/buildtest_engine.c,0,0,0,0
openssl,test/cmp_msg_test.c,0,0,0,0
openssl,test/fake_cipherprov.c,1,0,0,1
openssl,test/cmp_server_test.c,0,0,0,0
openssl,test/ssl_old_test.c,6,2,3,8
openssl,test/igetest.c,4,0,0,4
openssl,test/buildtest_md4.c,0,0,0,0
openssl,test/pbelutest.c,2,0,0,2
openssl,test/buildtest_aes.c,0,0,0,0
openssl,test/constant_time_test.c,7,0,0,7
openssl,test/ssl_test_ctx_test.c,0,0,0,0
openssl,test/moduleloadtest.c,0,0,0,0
openssl,test/quicapitest.c,15,6,3,21
openssl,test/quic_rcidm_test.c,0,0,0,0
openssl,test/threadstest.c,10,4,0,14
openssl,test/bntest.c,36,2,0,38
openssl,test/bad_dtls_test.c,1,0,1,1
openssl,test/bio_core_test.c,0,0,0,0
openssl,test/ecdsatest.c,0,0,0,0
openssl,test/sm3_internal_test.c,0,0,0,0
openssl,test/quic_lcidm_test.c,0,0,0,0
openssl,test/buildtest_tls1.c,0,0,0,0
openssl,test/quic_txpim_test.c,3,0,0,3
openssl,test/buildtest_blowfish.c,0,0,0,0
openssl,test/tls13ccstest.c,0,1,0,1
openssl,test/buildtest_evp.c,0,0,0,0
openssl,test/ml_kem_evp_extra_test.c,2,1,0,3
openssl,test/wpackettest.c,3,0,0,3
openssl,test/buildtest_store.c,0,0,0,0
openssl,test/sparse_array_test.c,6,0,0,6
openssl,test/dtls_mtu_test.c,4,0,0,4
openssl,test/buildtest_dsa.c,0,0,0,0
openssl,test/fatalerrtest.c,0,0,0,0
openssl,test/exdatatest.c,0,0,0,0
openssl,test/params_conversion_test.c,1,1,0,2
openssl,test/user_property_test.c,0,0,0,0
openssl,test/tls13encryptiontest.c,4,0,0,4
openssl,test/sha_test.c,0,0,0,0
openssl,test/upcallstest.c,1,0,0,1
openssl,test/buildtest_thread.c,0,0,0,0
openssl,test/quic_record_test.c,8,0,0,8
openssl,test/mdc2test.c,0,0,0,0
openssl,test/rpktest.c,0,0,0,0
openssl,test/sanitytest.c,0,0,0,0
openssl,test/buildtest_rsa.c,0,0,0,0
openssl,test/rc4test.c,1,0,0,1
openssl,test/rc2test.c,0,0,0,0
openssl,test/quic_multistream_test.c,14,1,0,15
openssl,test/quic_srt_gen_test.c,1,0,0,1
openssl,test/cipherbytes_test.c,0,0,0,0
openssl,test/hpke_test.c,11,1,0,12
openssl,test/strtoultest.c,0,0,0,0
openssl,test/buildtest_mdc2.c,0,0,0,0
openssl,test/bio_enc_test.c,6,0,0,6
openssl,test/trace_api_test.c,1,0,0,1
openssl,test/buildtest_indicator.c,0,0,0,0
openssl,test/buildtest_ripemd.c,0,0,0,0
openssl,test/build_wincrypt_test.c,0,0,0,0
openssl,test/buildtest_cast.c,0,0,0,0
openssl,test/ssl_ctx_test.c,0,0,0,0
openssl,test/recordlentest.c,0,1,0,1
openssl,test/danetest.c,5,3,0,8
openssl,test/conf_include_test.c,0,3,0,3
openssl,test/ml_kem_internal_test.c,1,0,0,1
openssl,test/evp_pkey_dhkem_test.c,0,0,0,0
openssl,test/stack_test.c,16,0,0,16
openssl,test/secmemtest.c,3,0,0,3
openssl,test/v3nametest.c,7,2,0,9
openssl,test/evp_test.c,28,5,8,33
openssl,test/poly1305_internal_test.c,1,0,0,1
openssl,test/namemap_internal_test.c,0,0,0,0
openssl,test/cmp_ctx_test.c,0,1,0,1
openssl,test/pkcs7_test.c,1,0,0,1
openssl,test/v3ext.c,4,0,0,4
openssl,test/buildtest_async.c,0,0,0,0
openssl,test/quic-openssl-docker/hq-interop/quic-hq-interop-server.c,4,2,0,6
openssl,test/quic-openssl-docker/hq-interop/quic-hq-interop.c,6,7,0,13
openssl,test/ext_internal_test.c,1,0,0,1
openssl,test/asn1_encode_test.c,3,0,0,3
openssl,test/fips_version_test.c,0,1,0,1
openssl,test/evp_byname_test.c,0,0,0,0
openssl,test/ideatest.c,0,0,0,0
openssl,test/pkey_meth_kdf_test.c,0,0,0,0
openssl,test/endecoder_legacy_test.c,9,0,0,9
openssl,test/errtest.c,2,0,0,2
openssl,test/ectest.c,3,0,2,3
openssl,test/ssl_handshake_rtt_test.c,0,0,0,0
openssl,test/buildtest_rand.c,0,0,0,0
openssl,test/evp_pkey_provided_test.c,12,0,0,12
openssl,test/buildtest_core.c,0,0,0,0
openssl,test/destest.c,6,0,0,6
openssl,test/buildtest_whrlpool.c,0,0,0,0
openssl,test/pairwise_fail_test.c,0,1,0,1
openssl,test/cmp_status_test.c,1,0,0,1
openssl,test/acvp_test.c,1,1,0,2
openssl,test/buildtest_ebcdic.c,0,0,0,0
openssl,test/sm2_internal_test.c,0,1,0,1
openssl,test/shlibloadtest.c,0,0,0,0
openssl,test/bio_meth_test.c,1,0,0,1
openssl,test/buildtest_cmac.c,0,0,0,0
openssl,test/fake_pipelineprov.c,6,0,0,6
openssl,test/slh_dsa_test.c,1,1,0,2
openssl,test/buildtest_idea.c,0,0,0,0
openssl,test/cipher_overhead_test.c,1,0,0,1
openssl,test/localetest.c,0,0,0,0
openssl,test/ec_internal_test.c,0,0,0,0
openssl,test/ml_dsa_test.c,0,1,0,1
openssl,test/buildtest_modes.c,0,0,0,0
openssl,test/rsa_complex.c,0,0,0,0
openssl,test/clienthellotest.c,0,1,0,1
openssl,test/versions.c,0,0,0,0
openssl,test/asn1_decode_test.c,0,0,0,0
openssl,test/quic_txp_test.c,6,0,0,6
openssl,test/buildtest_pem.c,0,0,0,0
openssl,test/lhash_test.c,18,0,0,18
openssl,test/quic_ackm_test.c,17,0,0,17
openssl,test/buildtest_seed.c,0,0,0,0
openssl,test/hexstr_test.c,0,0,0,0
openssl,test/evp_fetch_prov_test.c,1,1,0,2
openssl,test/json_test.c,1,0,0,1
openssl,test/buildtest_objects.c,0,0,0,0
openssl,test/buildtest_quic.c,0,0,0,0
openssl,test/quic_fc_test.c,1,0,0,1
openssl,test/exptest.c,0,0,0,0
openssl,test/buildtest_rc2.c,0,0,0,0
openssl,test/confdump.c,2,0,0,2
openssl,test/x509aux.c,1,0,0,1
openssl,test/d2i_test.c,2,0,0,2
openssl,test/params_test.c,3,0,0,3
openssl,test/cmp_client_test.c,0,0,0,0
openssl,test/buildtest_cmp_util.c,0,0,0,0
openssl,test/pbetest.c,0,0,0,0
openssl,test/asynctest.c,0,0,0,0
openssl,test/x509_time_test.c,0,0,0,0
openssl,test/quic_cfq_test.c,11,0,0,11
openssl,test/sslapitest.c,29,9,1,38
openssl,test/afalgtest.c,0,0,0,0
openssl,test/cert_comp_test.c,0,0,0,0
openssl,test/buildtest_pem2.c,0,0,0,0
openssl,test/prov_config_test.c,0,0,0,0
openssl,test/quic_cc_test.c,1,2,0,3
openssl,test/buildtest_decoder.c,0,0,0,0
openssl,test/buildtest_ec.c,0,0,0,0
openssl,test/buildtest_obj_mac.c,0,0,0,0
openssl,test/bio_base64_test.c,2,2,0,4
openssl,test/buildtest_e_os2.c,0,0,0,0
openssl,test/buildtest_dtls1.c,0,0,0,0
openssl,test/mdc2_internal_test.c,0,0,0,0
openssl,test/evp_pkey_ctx_new_from_name.c,0,0,0,0
openssl,test/dsa_no_digest_size_test.c,0,0,0,0
openssl,test/filterprov.c,5,0,0,5
openssl,test/tls-provider.c,14,0,0,14
openssl,test/modes_internal_test.c,0,0,0,0
openssl,test/x509_req_test.c,0,0,0,0
openssl,test/cipherlist_test.c,1,0,0,1
openssl,test/sm4_internal_test.c,2,0,0,2
openssl,test/ctype_internal_test.c,0,0,0,0
openssl,test/param_build_test.c,5,0,0,5
openssl,test/provfetchtest.c,1,0,0,1
openssl,test/bio_addr_test.c,0,0,0,0
openssl,test/provider_internal_test.c,0,0,0,0
openssl,test/p_test.c,2,0,0,2
openssl,test/buildtest_fips_names.c,0,0,0,0
openssl,test/bioprinttest.c,1,1,0,2
openssl,test/keymgmt_internal_test.c,2,0,0,2
openssl,test/buildtest_conf_api.c,0,0,0,0
openssl,test/buildtest_params.c,0,0,0,0
openssl,test/bio_readbuffer_test.c,0,3,0,3
openssl,test/bio_tfo_test.c,0,0,0,0
openssl,test/buildtest_hpke.c,0,0,0,0
openssl,test/time_test.c,0,0,0,0
openssl,test/bio_pw_callback_test.c,0,1,0,1
openssl,test/fake_rsaprov.c,0,0,0,0
openssl,test/provider_fallback_test.c,0,0,0,0
openssl,test/bio_dgram_test.c,7,1,0,8
openssl,test/asynciotest.c,3,3,0,6
openssl,test/buildtest_self_test.c,0,0,0,0
openssl,test/rsa_test.c,2,0,0,2
openssl,test/quic_srtm_test.c,0,0,0,0
openssl,test/drbgtest.c,7,0,1,7
openssl,test/aborttest.c,0,0,0,0
openssl,test/buildtest_stack.c,0,0,0,0
openssl,crypto/http/http_lib.c,1,1,0,2
openssl,crypto/http/http_client.c,11,4,1,15
openssl,crypto/http/http_err.c,0,0,0,0
openssl,crypto/core_namemap.c,4,0,0,4
openssl,crypto/o_time.c,0,0,0,0
openssl,crypto/asn1_dsa.c,0,0,0,0
openssl,crypto/hashtable/hashfunc.c,1,0,0,1
openssl,crypto/hashtable/hashtable.c,13,0,2,13
openssl,crypto/info.c,1,0,0,1
openssl,crypto/encode_decode/encoder_lib.c,2,1,0,3
openssl,crypto/encode_decode/decoder_err.c,0,0,0,0
openssl,crypto/encode_decode/encoder_meth.c,2,0,0,2
openssl,crypto/encode_decode/decoder_meth.c,2,0,0,2
openssl,crypto/encode_decode/decoder_lib.c,5,0,1,5
openssl,crypto/encode_decode/encoder_err.c,0,0,0,0
openssl,crypto/encode_decode/encoder_pkey.c,2,0,0,2
openssl,crypto/encode_decode/decoder_pkey.c,2,0,0,2
openssl,crypto/chacha/chacha_riscv.c,0,0,0,0
openssl,crypto/chacha/chacha_enc.c,4,1,0,5
openssl,crypto/chacha/chacha_ppc.c,0,0,0,0
openssl,crypto/core_algorithm.c,2,0,0,2
openssl,crypto/mem.c,0,0,0,0
openssl,crypto/comp_methods.c,0,0,0,0
openssl,crypto/ct/ct_sct.c,1,0,0,1
