bestandsnaam,voor_origineel,voor_kol2,voor_kol3,voor_kol4,voor_kol5,na_origineel,na_kol2,na_kol3,na_kol4,na_kol5
file,File,for loops,while loops,do-while loops,total,File,for loops,while loops,do-while loops,total
skeleton_modification_2d_lookat.cpp,,skeleton_modification_2d_lookat.cpp,,skeleton_modification_2d_lookat.cpp,,skeleton_modification_2d_lookat.cpp,,skeleton_modification_2d_lookat.cpp,,skeleton_modification_2d_lookat.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/resources/2d/skeleton/skeleton_modification_2d_lookat.cpp,0,0,0,0
skeleton_modification_2d_fabrik.cpp,,skeleton_modification_2d_fabrik.cpp,,skeleton_modification_2d_fabrik.cpp,,skeleton_modification_2d_fabrik.cpp,,skeleton_modification_2d_fabrik.cpp,,skeleton_modification_2d_fabrik.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/resources/2d/skeleton/skeleton_modification_2d_fabrik.cpp,5,2,0,7
skeleton_modification_2d_twoboneik.cpp,,skeleton_modification_2d_twoboneik.cpp,,skeleton_modification_2d_twoboneik.cpp,,skeleton_modification_2d_twoboneik.cpp,,skeleton_modification_2d_twoboneik.cpp,,skeleton_modification_2d_twoboneik.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/resources/2d/skeleton/skeleton_modification_2d_twoboneik.cpp,0,0,0,0
skeleton_modification_2d.cpp,,skeleton_modification_2d.cpp,,skeleton_modification_2d.cpp,,skeleton_modification_2d.cpp,,skeleton_modification_2d.cpp,,skeleton_modification_2d.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/resources/2d/skeleton/skeleton_modification_2d.cpp,0,0,0,0
skeleton_modification_2d_physicalbones.cpp,,skeleton_modification_2d_physicalbones.cpp,,skeleton_modification_2d_physicalbones.cpp,,skeleton_modification_2d_physicalbones.cpp,,skeleton_modification_2d_physicalbones.cpp,,skeleton_modification_2d_physicalbones.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/resources/2d/skeleton/skeleton_modification_2d_physicalbones.cpp,6,1,0,7
skeleton_modification_2d_stackholder.cpp,,skeleton_modification_2d_stackholder.cpp,,skeleton_modification_2d_stackholder.cpp,,skeleton_modification_2d_stackholder.cpp,,skeleton_modification_2d_stackholder.cpp,,skeleton_modification_2d_stackholder.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/resources/2d/skeleton/skeleton_modification_2d_stackholder.cpp,0,0,0,0
navigation_polygon.cpp,,navigation_polygon.cpp,,navigation_polygon.cpp,,navigation_polygon.cpp,,navigation_polygon.cpp,,navigation_polygon.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/resources/2d/navigation_polygon.cpp,17,0,0,17
concave_polygon_shape_2d.cpp,,concave_polygon_shape_2d.cpp,,concave_polygon_shape_2d.cpp,,concave_polygon_shape_2d.cpp,,concave_polygon_shape_2d.cpp,,concave_polygon_shape_2d.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/resources/2d/concave_polygon_shape_2d.cpp,4,0,0,4
circle_shape_2d.cpp,,circle_shape_2d.cpp,,circle_shape_2d.cpp,,circle_shape_2d.cpp,,circle_shape_2d.cpp,,circle_shape_2d.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/resources/2d/circle_shape_2d.cpp,1,0,0,1
segment_shape_2d.cpp,,segment_shape_2d.cpp,,segment_shape_2d.cpp,,segment_shape_2d.cpp,,segment_shape_2d.cpp,,segment_shape_2d.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/resources/2d/segment_shape_2d.cpp,0,0,0,0
tile_set.cpp,,tile_set.cpp,,tile_set.cpp,,tile_set.cpp,,tile_set.cpp,,tile_set.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/resources/2d/tile_set.cpp,102,25,0,127
theme.cpp,,theme.cpp,,theme.cpp,,theme.cpp,,theme.cpp,,theme.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/resources/theme.cpp,18,1,0,19
mesh.cpp,,mesh.cpp,,mesh.cpp,,mesh.cpp,,mesh.cpp,,mesh.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/resources/mesh.cpp,73,0,2,73
camera_attributes.cpp,,camera_attributes.cpp,,camera_attributes.cpp,,camera_attributes.cpp,,camera_attributes.cpp,,camera_attributes.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/resources/camera_attributes.cpp,0,0,0,0
visual_shader_particle_nodes.cpp,,visual_shader_particle_nodes.cpp,,visual_shader_particle_nodes.cpp,,visual_shader_particle_nodes.cpp,,visual_shader_particle_nodes.cpp,,visual_shader_particle_nodes.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/resources/visual_shader_particle_nodes.cpp,15,0,0,15
multimesh.cpp,,multimesh.cpp,,multimesh.cpp,,multimesh.cpp,,multimesh.cpp,,multimesh.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/resources/multimesh.cpp,8,0,0,8
shader.cpp,,shader.cpp,,shader.cpp,,shader.cpp,,shader.cpp,,shader.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/resources/shader.cpp,0,0,0,0
font.cpp,,font.cpp,,font.cpp,,font.cpp,,font.cpp,,font.cpp,,../samples/.cache/godot/godot-4.4.1-stable/thirdparty/graphite/src/Font.cpp,1,0,0,1
compositor.cpp,,compositor.cpp,,compositor.cpp,,compositor.cpp,,compositor.cpp,,compositor.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/resources/compositor.cpp,2,0,0,2
navigation_mesh.cpp,,navigation_mesh.cpp,,navigation_mesh.cpp,,navigation_mesh.cpp,,navigation_mesh.cpp,,navigation_mesh.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/resources/navigation_mesh.cpp,7,0,0,7
shader_include.cpp,,shader_include.cpp,,shader_include.cpp,,shader_include.cpp,,shader_include.cpp,,shader_include.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/resources/shader_include.cpp,0,0,0,0
skeleton_profile.cpp,,skeleton_profile.cpp,,skeleton_profile.cpp,,skeleton_profile.cpp,,skeleton_profile.cpp,,skeleton_profile.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/resources/skeleton_profile.cpp,5,0,0,5
placeholder_textures.cpp,,placeholder_textures.cpp,,placeholder_textures.cpp,,placeholder_textures.cpp,,placeholder_textures.cpp,,placeholder_textures.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/resources/placeholder_textures.cpp,0,0,0,0
external_texture.cpp,,external_texture.cpp,,external_texture.cpp,,external_texture.cpp,,external_texture.cpp,,external_texture.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/resources/external_texture.cpp,0,0,0,0
video_stream.cpp,,video_stream.cpp,,video_stream.cpp,,video_stream.cpp,,video_stream.cpp,,video_stream.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/resources/video_stream.cpp,0,0,0,0
bit_map.cpp,,bit_map.cpp,,bit_map.cpp,,bit_map.cpp,,bit_map.cpp,,bit_map.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/resources/bit_map.cpp,24,1,2,25
style_box_texture.cpp,,style_box_texture.cpp,,style_box_texture.cpp,,style_box_texture.cpp,,style_box_texture.cpp,,style_box_texture.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/resources/style_box_texture.cpp,2,0,0,2
camera_texture.cpp,,camera_texture.cpp,,camera_texture.cpp,,camera_texture.cpp,,camera_texture.cpp,,camera_texture.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/resources/camera_texture.cpp,0,0,0,0
animated_texture.cpp,,animated_texture.cpp,,animated_texture.cpp,,animated_texture.cpp,,animated_texture.cpp,,animated_texture.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/resources/animated_texture.cpp,1,1,0,2
mesh_texture.cpp,,mesh_texture.cpp,,mesh_texture.cpp,,mesh_texture.cpp,,mesh_texture.cpp,,mesh_texture.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/resources/mesh_texture.cpp,0,0,0,0
audio_stream_polyphonic.cpp,,audio_stream_polyphonic.cpp,,audio_stream_polyphonic.cpp,,audio_stream_polyphonic.cpp,,audio_stream_polyphonic.cpp,,audio_stream_polyphonic.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/resources/audio_stream_polyphonic.cpp,3,1,0,4
canvas_item_material.cpp,,canvas_item_material.cpp,,canvas_item_material.cpp,,canvas_item_material.cpp,,canvas_item_material.cpp,,canvas_item_material.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/resources/canvas_item_material.cpp,0,1,0,1
register_scene_types.cpp,,register_scene_types.cpp,,register_scene_types.cpp,,register_scene_types.cpp,,register_scene_types.cpp,,register_scene_types.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/register_scene_types.cpp,3,0,0,3
xr_face_modifier_3d.cpp,,xr_face_modifier_3d.cpp,,xr_face_modifier_3d.cpp,,xr_face_modifier_3d.cpp,,xr_face_modifier_3d.cpp,,xr_face_modifier_3d.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/3d/xr_face_modifier_3d.cpp,1,0,0,1
light_3d.cpp,,light_3d.cpp,,light_3d.cpp,,light_3d.cpp,,light_3d.cpp,,light_3d.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/3d/light_3d.cpp,0,0,0,0
cpu_particles_3d.cpp,,cpu_particles_3d.cpp,,cpu_particles_3d.cpp,,cpu_particles_3d.cpp,,cpu_particles_3d.cpp,,cpu_particles_3d.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/3d/cpu_particles_3d.cpp,9,2,0,11
lightmap_probe.cpp,,lightmap_probe.cpp,,lightmap_probe.cpp,,lightmap_probe.cpp,,lightmap_probe.cpp,,lightmap_probe.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/3d/lightmap_probe.cpp,0,0,0,0
gpu_particles_collision_3d.cpp,,gpu_particles_collision_3d.cpp,,gpu_particles_collision_3d.cpp,,gpu_particles_collision_3d.cpp,,gpu_particles_collision_3d.cpp,,gpu_particles_collision_3d.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/3d/gpu_particles_collision_3d.cpp,12,5,0,17
decal.cpp,,decal.cpp,,decal.cpp,,decal.cpp,,decal.cpp,,decal.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/3d/decal.cpp,0,0,0,0
world_environment.cpp,,world_environment.cpp,,world_environment.cpp,,world_environment.cpp,,world_environment.cpp,,world_environment.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/3d/world_environment.cpp,0,0,0,0
velocity_tracker_3d.cpp,,velocity_tracker_3d.cpp,,velocity_tracker_3d.cpp,,velocity_tracker_3d.cpp,,velocity_tracker_3d.cpp,,velocity_tracker_3d.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/3d/velocity_tracker_3d.cpp,2,0,0,2
fog_volume.cpp,,fog_volume.cpp,,fog_volume.cpp,,fog_volume.cpp,,fog_volume.cpp,,fog_volume.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/3d/fog_volume.cpp,0,0,0,0
skeleton_ik_3d.cpp,,skeleton_ik_3d.cpp,,skeleton_ik_3d.cpp,,skeleton_ik_3d.cpp,,skeleton_ik_3d.cpp,,skeleton_ik_3d.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/3d/skeleton_ik_3d.cpp,4,5,0,9
look_at_modifier_3d.cpp,,look_at_modifier_3d.cpp,,look_at_modifier_3d.cpp,,look_at_modifier_3d.cpp,,look_at_modifier_3d.cpp,,look_at_modifier_3d.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/3d/look_at_modifier_3d.cpp,0,0,0,0
gpu_particles_3d.cpp,,gpu_particles_3d.cpp,,gpu_particles_3d.cpp,,gpu_particles_3d.cpp,,gpu_particles_3d.cpp,,gpu_particles_3d.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/3d/gpu_particles_3d.cpp,9,0,0,9
reflection_probe.cpp,,reflection_probe.cpp,,reflection_probe.cpp,,reflection_probe.cpp,,reflection_probe.cpp,,reflection_probe.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/3d/reflection_probe.cpp,2,0,0,2
skeleton_3d.cpp,,skeleton_3d.cpp,,skeleton_3d.cpp,,skeleton_3d.cpp,,skeleton_3d.cpp,,skeleton_3d.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/3d/skeleton_3d.cpp,24,3,0,27
spring_bone_collision_sphere_3d.cpp,,spring_bone_collision_sphere_3d.cpp,,spring_bone_collision_sphere_3d.cpp,,spring_bone_collision_sphere_3d.cpp,,spring_bone_collision_sphere_3d.cpp,,spring_bone_collision_sphere_3d.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/3d/spring_bone_collision_sphere_3d.cpp,0,0,0,0
skeleton_modifier_3d.cpp,,skeleton_modifier_3d.cpp,,skeleton_modifier_3d.cpp,,skeleton_modifier_3d.cpp,,skeleton_modifier_3d.cpp,,skeleton_modifier_3d.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/3d/skeleton_modifier_3d.cpp,0,0,0,0
audio_listener_3d.cpp,,audio_listener_3d.cpp,,audio_listener_3d.cpp,,audio_listener_3d.cpp,,audio_listener_3d.cpp,,audio_listener_3d.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/3d/audio_listener_3d.cpp,0,0,0,0
multimesh_instance_3d.cpp,,multimesh_instance_3d.cpp,,multimesh_instance_3d.cpp,,multimesh_instance_3d.cpp,,multimesh_instance_3d.cpp,,multimesh_instance_3d.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/3d/multimesh_instance_3d.cpp,2,0,0,2
spring_bone_collision_3d.cpp,,spring_bone_collision_3d.cpp,,spring_bone_collision_3d.cpp,,spring_bone_collision_3d.cpp,,spring_bone_collision_3d.cpp,,spring_bone_collision_3d.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/3d/spring_bone_collision_3d.cpp,0,0,0,0
importer_mesh_instance_3d.cpp,,importer_mesh_instance_3d.cpp,,importer_mesh_instance_3d.cpp,,importer_mesh_instance_3d.cpp,,importer_mesh_instance_3d.cpp,,importer_mesh_instance_3d.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/3d/importer_mesh_instance_3d.cpp,0,0,0,0
voxel_gi.cpp,,voxel_gi.cpp,,voxel_gi.cpp,,voxel_gi.cpp,,voxel_gi.cpp,,voxel_gi.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/3d/voxel_gi.cpp,4,1,0,5
xr_nodes.cpp,,xr_nodes.cpp,,xr_nodes.cpp,,xr_nodes.cpp,,xr_nodes.cpp,,xr_nodes.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/3d/xr_nodes.cpp,4,0,0,4
bone_attachment_3d.cpp,,bone_attachment_3d.cpp,,bone_attachment_3d.cpp,,bone_attachment_3d.cpp,,bone_attachment_3d.cpp,,bone_attachment_3d.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/3d/bone_attachment_3d.cpp,0,0,0,0
remote_transform_3d.cpp,,remote_transform_3d.cpp,,remote_transform_3d.cpp,,remote_transform_3d.cpp,,remote_transform_3d.cpp,,remote_transform_3d.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/3d/remote_transform_3d.cpp,0,0,0,0
node_3d.cpp,,node_3d.cpp,,node_3d.cpp,,node_3d.cpp,,node_3d.cpp,,node_3d.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/3d/node_3d.cpp,4,2,0,6
path_3d.cpp,,path_3d.cpp,,path_3d.cpp,,path_3d.cpp,,path_3d.cpp,,path_3d.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/3d/path_3d.cpp,2,0,0,2
camera_3d.cpp,,camera_3d.cpp,,camera_3d.cpp,,camera_3d.cpp,,camera_3d.cpp,,camera_3d.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/3d/camera_3d.cpp,2,0,0,2
mesh_instance_3d.cpp,,mesh_instance_3d.cpp,,mesh_instance_3d.cpp,,mesh_instance_3d.cpp,,mesh_instance_3d.cpp,,mesh_instance_3d.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/3d/mesh_instance_3d.cpp,19,0,0,19
visible_on_screen_notifier_3d.cpp,,visible_on_screen_notifier_3d.cpp,,visible_on_screen_notifier_3d.cpp,,visible_on_screen_notifier_3d.cpp,,visible_on_screen_notifier_3d.cpp,,visible_on_screen_notifier_3d.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/3d/visible_on_screen_notifier_3d.cpp,0,0,0,0
shape_cast_3d.cpp,,shape_cast_3d.cpp,,shape_cast_3d.cpp,,shape_cast_3d.cpp,,shape_cast_3d.cpp,,shape_cast_3d.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/3d/physics/shape_cast_3d.cpp,2,1,0,3
animatable_body_3d.cpp,,animatable_body_3d.cpp,,animatable_body_3d.cpp,,animatable_body_3d.cpp,,animatable_body_3d.cpp,,animatable_body_3d.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/3d/physics/animatable_body_3d.cpp,0,0,0,0
ray_cast_3d.cpp,,ray_cast_3d.cpp,,ray_cast_3d.cpp,,ray_cast_3d.cpp,,ray_cast_3d.cpp,,ray_cast_3d.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/3d/physics/ray_cast_3d.cpp,1,0,0,1
character_body_3d.cpp,,character_body_3d.cpp,,character_body_3d.cpp,,character_body_3d.cpp,,character_body_3d.cpp,,character_body_3d.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/3d/physics/character_body_3d.cpp,4,0,0,4
spring_arm_3d.cpp,,spring_arm_3d.cpp,,spring_arm_3d.cpp,,spring_arm_3d.cpp,,spring_arm_3d.cpp,,spring_arm_3d.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/3d/physics/spring_arm_3d.cpp,2,0,0,2
physics_body_3d.cpp,,physics_body_3d.cpp,,physics_body_3d.cpp,,physics_body_3d.cpp,,physics_body_3d.cpp,,physics_body_3d.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/3d/physics/physics_body_3d.cpp,1,0,0,1
area_3d.cpp,,area_3d.cpp,,area_3d.cpp,,area_3d.cpp,,area_3d.cpp,,area_3d.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/3d/physics/area_3d.cpp,9,0,0,9
physical_bone_3d.cpp,,physical_bone_3d.cpp,,physical_bone_3d.cpp,,physical_bone_3d.cpp,,physical_bone_3d.cpp,,physical_bone_3d.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/3d/physics/physical_bone_3d.cpp,2,0,0,2
pin_joint_3d.cpp,,pin_joint_3d.cpp,,pin_joint_3d.cpp,,pin_joint_3d.cpp,,pin_joint_3d.cpp,,pin_joint_3d.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/3d/physics/joints/pin_joint_3d.cpp,1,0,0,1
slider_joint_3d.cpp,,slider_joint_3d.cpp,,slider_joint_3d.cpp,,slider_joint_3d.cpp,,slider_joint_3d.cpp,,slider_joint_3d.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/3d/physics/joints/slider_joint_3d.cpp,1,0,0,1
cone_twist_joint_3d.cpp,,cone_twist_joint_3d.cpp,,cone_twist_joint_3d.cpp,,cone_twist_joint_3d.cpp,,cone_twist_joint_3d.cpp,,cone_twist_joint_3d.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/3d/physics/joints/cone_twist_joint_3d.cpp,1,0,0,1
hinge_joint_3d.cpp,,hinge_joint_3d.cpp,,hinge_joint_3d.cpp,,hinge_joint_3d.cpp,,hinge_joint_3d.cpp,,hinge_joint_3d.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/3d/physics/joints/hinge_joint_3d.cpp,2,0,0,2
joint_3d.cpp,,joint_3d.cpp,,joint_3d.cpp,,joint_3d.cpp,,joint_3d.cpp,,joint_3d.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/3d/physics/joints/joint_3d.cpp,0,0,0,0
generic_6dof_joint_3d.cpp,,generic_6dof_joint_3d.cpp,,generic_6dof_joint_3d.cpp,,generic_6dof_joint_3d.cpp,,generic_6dof_joint_3d.cpp,,generic_6dof_joint_3d.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/3d/physics/joints/generic_6dof_joint_3d.cpp,2,0,0,2
kinematic_collision_3d.cpp,,kinematic_collision_3d.cpp,,kinematic_collision_3d.cpp,,kinematic_collision_3d.cpp,,kinematic_collision_3d.cpp,,kinematic_collision_3d.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/3d/physics/kinematic_collision_3d.cpp,0,0,0,0
vehicle_body_3d.cpp,,vehicle_body_3d.cpp,,vehicle_body_3d.cpp,,vehicle_body_3d.cpp,,vehicle_body_3d.cpp,,vehicle_body_3d.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/3d/physics/vehicle_body_3d.cpp,13,0,0,13
collision_polygon_3d.cpp,,collision_polygon_3d.cpp,,collision_polygon_3d.cpp,,collision_polygon_3d.cpp,,collision_polygon_3d.cpp,,collision_polygon_3d.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/3d/physics/collision_polygon_3d.cpp,2,0,0,2
collision_shape_3d.cpp,,collision_shape_3d.cpp,,collision_shape_3d.cpp,,collision_shape_3d.cpp,,collision_shape_3d.cpp,,collision_shape_3d.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/3d/physics/collision_shape_3d.cpp,3,0,0,3
collision_object_3d.cpp,,collision_object_3d.cpp,,collision_object_3d.cpp,,collision_object_3d.cpp,,collision_object_3d.cpp,,collision_object_3d.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/3d/physics/collision_object_3d.cpp,8,1,0,9
rigid_body_3d.cpp,,rigid_body_3d.cpp,,rigid_body_3d.cpp,,rigid_body_3d.cpp,,rigid_body_3d.cpp,,rigid_body_3d.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/3d/physics/rigid_body_3d.cpp,7,0,0,7
static_body_3d.cpp,,static_body_3d.cpp,,static_body_3d.cpp,,static_body_3d.cpp,,static_body_3d.cpp,,static_body_3d.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/3d/physics/static_body_3d.cpp,4,0,0,4
voxelizer.cpp,,voxelizer.cpp,,voxelizer.cpp,,voxelizer.cpp,,voxelizer.cpp,,voxelizer.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/3d/voxelizer.cpp,43,3,0,46
audio_stream_player_3d.cpp,,audio_stream_player_3d.cpp,,audio_stream_player_3d.cpp,,audio_stream_player_3d.cpp,,audio_stream_player_3d.cpp,,audio_stream_player_3d.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/3d/audio_stream_player_3d.cpp,10,0,0,10
xr_body_modifier_3d.cpp,,xr_body_modifier_3d.cpp,,xr_body_modifier_3d.cpp,,xr_body_modifier_3d.cpp,,xr_body_modifier_3d.cpp,,xr_body_modifier_3d.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/3d/xr_body_modifier_3d.cpp,7,0,0,7
physical_bone_simulator_3d.cpp,,physical_bone_simulator_3d.cpp,,physical_bone_simulator_3d.cpp,,physical_bone_simulator_3d.cpp,,physical_bone_simulator_3d.cpp,,physical_bone_simulator_3d.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/3d/physical_bone_simulator_3d.cpp,13,0,0,13
navigation_region_3d.cpp,,navigation_region_3d.cpp,,navigation_region_3d.cpp,,navigation_region_3d.cpp,,navigation_region_3d.cpp,,navigation_region_3d.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/3d/navigation_region_3d.cpp,5,0,0,5
xr_hand_modifier_3d.cpp,,xr_hand_modifier_3d.cpp,,xr_hand_modifier_3d.cpp,,xr_hand_modifier_3d.cpp,,xr_hand_modifier_3d.cpp,,xr_hand_modifier_3d.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/3d/xr_hand_modifier_3d.cpp,8,0,0,8
spring_bone_collision_plane_3d.cpp,,spring_bone_collision_plane_3d.cpp,,spring_bone_collision_plane_3d.cpp,,spring_bone_collision_plane_3d.cpp,,spring_bone_collision_plane_3d.cpp,,spring_bone_collision_plane_3d.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/3d/spring_bone_collision_plane_3d.cpp,0,0,0,0
lightmap_gi.cpp,,lightmap_gi.cpp,,lightmap_gi.cpp,,lightmap_gi.cpp,,lightmap_gi.cpp,,lightmap_gi.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/3d/lightmap_gi.cpp,56,0,0,56
navigation_obstacle_3d.cpp,,navigation_obstacle_3d.cpp,,navigation_obstacle_3d.cpp,,navigation_obstacle_3d.cpp,,navigation_obstacle_3d.cpp,,navigation_obstacle_3d.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/3d/navigation_obstacle_3d.cpp,6,0,0,6
visual_instance_3d.cpp,,visual_instance_3d.cpp,,visual_instance_3d.cpp,,visual_instance_3d.cpp,,visual_instance_3d.cpp,,visual_instance_3d.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/3d/visual_instance_3d.cpp,0,0,0,0
retarget_modifier_3d.cpp,,retarget_modifier_3d.cpp,,retarget_modifier_3d.cpp,,retarget_modifier_3d.cpp,,retarget_modifier_3d.cpp,,retarget_modifier_3d.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/3d/retarget_modifier_3d.cpp,4,0,0,4
soft_body_3d.cpp,,soft_body_3d.cpp,,soft_body_3d.cpp,,soft_body_3d.cpp,,soft_body_3d.cpp,,soft_body_3d.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/3d/soft_body_3d.cpp,10,0,0,10
label_3d.cpp,,label_3d.cpp,,label_3d.cpp,,label_3d.cpp,,label_3d.cpp,,label_3d.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/3d/label_3d.cpp,15,0,0,15
spring_bone_collision_capsule_3d.cpp,,spring_bone_collision_capsule_3d.cpp,,spring_bone_collision_capsule_3d.cpp,,spring_bone_collision_capsule_3d.cpp,,spring_bone_collision_capsule_3d.cpp,,spring_bone_collision_capsule_3d.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/3d/spring_bone_collision_capsule_3d.cpp,0,0,0,0
lightmapper.cpp,,lightmapper.cpp,,lightmapper.cpp,,lightmapper.cpp,,lightmapper.cpp,,lightmapper.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/3d/lightmapper.cpp,0,0,0,0
navigation_agent_3d.cpp,,navigation_agent_3d.cpp,,navigation_agent_3d.cpp,,navigation_agent_3d.cpp,,navigation_agent_3d.cpp,,navigation_agent_3d.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/3d/navigation_agent_3d.cpp,2,1,0,3
occluder_instance_3d.cpp,,occluder_instance_3d.cpp,,occluder_instance_3d.cpp,,occluder_instance_3d.cpp,,occluder_instance_3d.cpp,,occluder_instance_3d.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/3d/occluder_instance_3d.cpp,12,0,0,12
spring_bone_simulator_3d.cpp,,spring_bone_simulator_3d.cpp,,spring_bone_simulator_3d.cpp,,spring_bone_simulator_3d.cpp,,spring_bone_simulator_3d.cpp,,spring_bone_simulator_3d.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/3d/spring_bone_simulator_3d.cpp,22,2,0,24
sprite_3d.cpp,,sprite_3d.cpp,,sprite_3d.cpp,,sprite_3d.cpp,,sprite_3d.cpp,,sprite_3d.cpp,,../samples/.cache/godot/godot-4.4.1-stable/scene/3d/sprite_3d.cpp,6,1,0,7
