File,for loops,while loops,do-while loops,total
crypto/ml_dsa/libcrypto-shlib-ml_dsa_matrix.c,0,0,3,0
crypto/x509/libcrypto-lib-v3_purp.c,1,5,1,6
test/strtoultest-bin-strtoultest.c,0,0,0,0
crypto/hmac/libcrypto-lib-hmac.c,1,0,0,1
test/bio_dgram_test-bin-bio_dgram_test.c,4,0,8,4
crypto/evp/libcrypto-shlib-s_lib.c,0,0,0,0
crypto/evp/libcrypto-shlib-kem.c,0,0,2,0
apps/openssl-bin-srp.c,6,1,5,7
crypto/libcrypto-lib-mem_sec.c,2,3,1,5
crypto/asn1/libcrypto-lib-a_strex.c,0,2,18,2
apps/openssl-bin-openssl.c,0,0,4,0
crypto/x509/libcrypto-shlib-x_exten.c,0,0,0,0
providers/implementations/ciphers/libdefault-lib-cipher_chacha20_hw.c,0,2,3,2
crypto/libcrypto-lib-params_from_text.c,0,0,3,0
crypto/bf/libcrypto-shlib-bf_cfb64.c,0,0,2,0
crypto/cmp/libcrypto-shlib-cmp_asn.c,1,0,2,1
crypto/srp/libcrypto-shlib-srp_lib.c,0,0,1,0
crypto/asn1/libcrypto-lib-a_mbstr.c,0,1,7,1
providers/implementations/macs/libdefault-lib-kmac_prov.c,0,0,3,0
crypto/seed/libcrypto-lib-seed_ofb.c,0,0,0,0
crypto/asn1/libcrypto-shlib-evp_asn1.c,0,0,0,0
crypto/bn/libcrypto-lib-bn_srp.c,0,0,0,0
crypto/objects/libcrypto-lib-obj_xref.c,0,0,0,0
crypto/rsa/libcrypto-lib-rsa_mp.c,0,0,1,0
crypto/engine/libcrypto-shlib-tb_dsa.c,1,0,0,1
apps/lib/ca_internals_test-bin-apps.c,8,13,23,21
crypto/pem/libcrypto-lib-pem_err.c,0,0,0,0
crypto/buffer/libcrypto-shlib-buf_err.c,0,0,0,0
crypto/md5/libcrypto-shlib-md5_dgst.c,0,0,3,0
crypto/idea/libcrypto-shlib-i_skey.c,0,1,2,1
crypto/evp/libcrypto-shlib-legacy_md5.c,0,0,0,0
crypto/asn1/libcrypto-lib-t_spki.c,0,0,1,0
crypto/evp/libcrypto-shlib-e_cast.c,0,0,4,0
crypto/asn1/libcrypto-lib-a_type.c,0,0,0,0
ssl/rio/libssl-lib-poll_immediate.c,0,2,11,2
