bestandsnaam,voor_origineel,voor_kol2,voor_kol3,voor_kol4,voor_kol5,na_origineel,na_kol2,na_kol3,na_kol4,na_kol5
file,File,Repo,File,for loops,while loops,do-while loops,total,File,for/loops,while/loops,do-while/loops,total
crypto/provider_child.c,crypto/provider_child.c,openssl,crypto/provider_child.c,2,0,0,2,,,,,
crypto/cpuid.c,crypto/cpuid.c,openssl,crypto/cpuid.c,2,2,0,4,,,,,
crypto/err/err_all.c,crypto/err/err_all.c,openssl,crypto/err/err_all.c,0,0,0,0,,,,,
crypto/err/err_blocks.c,crypto/err/err_blocks.c,openssl,crypto/err/err_blocks.c,0,0,0,0,,,,,
crypto/err/err_mark.c,crypto/err/err_mark.c,openssl,crypto/err/err_mark.c,0,3,0,3,,,,,
crypto/err/err_all_legacy.c,crypto/err/err_all_legacy.c,openssl,crypto/err/err_all_legacy.c,0,0,0,0,,,,,
crypto/err/err_prn.c,crypto/err/err_prn.c,openssl,crypto/err/err_prn.c,0,2,1,2,,,,,
crypto/err/err.c,crypto/err/err.c,openssl,crypto/err/err.c,5,2,0,7,,,,,
crypto/err/err_save.c,crypto/err/err_save.c,openssl,crypto/err/err_save.c,6,0,0,6,,,,,
crypto/idea/i_skey.c,crypto/idea/i_skey.c,openssl,crypto/idea/i_skey.c,2,0,1,2,,,,,
crypto/idea/i_cbc.c,crypto/idea/i_cbc.c,openssl,crypto/idea/i_cbc.c,2,0,0,2,,,,,
crypto/idea/i_ofb64.c,crypto/idea/i_ofb64.c,openssl,crypto/idea/i_ofb64.c,0,1,0,1,,,,,
crypto/idea/i_cfb64.c,crypto/idea/i_cfb64.c,openssl,crypto/idea/i_cfb64.c,0,2,0,2,,,,,
crypto/idea/i_ecb.c,crypto/idea/i_ecb.c,openssl,crypto/idea/i_ecb.c,0,0,0,0,,,,,
crypto/buffer/buffer.c,crypto/buffer/buffer.c,openssl,crypto/buffer/buffer.c,2,0,0,2,,,,,
crypto/buffer/buf_err.c,crypto/buffer/buf_err.c,openssl,crypto/buffer/buf_err.c,0,0,0,0,,,,,
crypto/rand/rand_deprecated.c,crypto/rand/rand_deprecated.c,openssl,crypto/rand/rand_deprecated.c,0,0,0,0,,,,,
crypto/rand/rand_pool.c,crypto/rand/rand_pool.c,openssl,crypto/rand/rand_pool.c,1,0,1,1,,,,,
crypto/rand/randfile.c,crypto/rand/randfile.c,openssl,crypto/rand/randfile.c,1,0,0,1,,,,,
crypto/rand/rand_uniform.c,crypto/rand/rand_uniform.c,openssl,crypto/rand/rand_uniform.c,1,0,0,1,,,,,
crypto/rand/rand_lib.c,crypto/rand/rand_lib.c,openssl,crypto/rand/rand_lib.c,1,0,0,1,,,,,
crypto/rand/rand_egd.c,crypto/rand/rand_egd.c,openssl,crypto/rand/rand_egd.c,1,0,0,1,,,,,
crypto/rand/rand_meth.c,crypto/rand/rand_meth.c,openssl,crypto/rand/rand_meth.c,0,0,0,0,,,,,
crypto/rand/prov_seed.c,crypto/rand/prov_seed.c,openssl,crypto/rand/prov_seed.c,0,0,0,0,,,,,
crypto/rand/rand_err.c,crypto/rand/rand_err.c,openssl,crypto/rand/rand_err.c,0,0,0,0,,,,,
crypto/init.c,crypto/init.c,openssl,crypto/init.c,0,1,0,1,,,,,
crypto/threads_none.c,crypto/threads_none.c,openssl,crypto/threads_none.c,0,1,0,1,,,,,
crypto/ebcdic.c,crypto/ebcdic.c,openssl,crypto/ebcdic.c,0,2,0,2,,,,,
crypto/ctype.c,crypto/ctype.c,openssl,crypto/ctype.c,0,0,0,0,,,,,
crypto/rc5/rc5cfb64.c,crypto/rc5/rc5cfb64.c,openssl,crypto/rc5/rc5cfb64.c,0,2,0,2,,,,,
crypto/rc5/rc5ofb64.c,crypto/rc5/rc5ofb64.c,openssl,crypto/rc5/rc5ofb64.c,0,1,0,1,,,,,
crypto/rc5/rc5_skey.c,crypto/rc5/rc5_skey.c,openssl,crypto/rc5/rc5_skey.c,3,0,0,3,,,,,
crypto/rc5/rc5_enc.c,crypto/rc5/rc5_enc.c,openssl,crypto/rc5/rc5_enc.c,2,0,0,2,,,,,
crypto/rc5/rc5_ecb.c,crypto/rc5/rc5_ecb.c,openssl,crypto/rc5/rc5_ecb.c,0,0,0,0,,,,,
crypto/md2/md2_dgst.c,crypto/md2/md2_dgst.c,openssl,crypto/md2/md2_dgst.c,6,1,0,7,,,,,
crypto/md2/md2_one.c,crypto/md2/md2_one.c,openssl,crypto/md2/md2_one.c,0,1,0,1,,,,,
crypto/provider_core.c,crypto/provider_core.c,openssl,crypto/provider_core.c,19,1,0,20,,,,,
crypto/pem/pem_pk8.c,crypto/pem/pem_pk8.c,openssl,crypto/pem/pem_pk8.c,0,0,0,0,,,,,
crypto/pem/pem_sign.c,crypto/pem/pem_sign.c,openssl,crypto/pem/pem_sign.c,0,0,0,0,,,,,
crypto/pem/pem_pkey.c,crypto/pem/pem_pkey.c,openssl,crypto/pem/pem_pkey.c,0,1,0,1,,,,,
crypto/pem/pvkfmt.c,crypto/pem/pvkfmt.c,openssl,crypto/pem/pvkfmt.c,0,0,0,0,,,,,
crypto/pem/pem_oth.c,crypto/pem/pem_oth.c,openssl,crypto/pem/pem_oth.c,0,0,0,0,,,,,
crypto/pem/pem_lib.c,crypto/pem/pem_lib.c,openssl,crypto/pem/pem_lib.c,5,3,2,8,,,,,
crypto/pem/pem_err.c,crypto/pem/pem_err.c,openssl,crypto/pem/pem_err.c,0,0,0,0,,,,,
crypto/pem/pem_info.c,crypto/pem/pem_info.c,openssl,crypto/pem/pem_info.c,2,0,0,2,,,,,
crypto/pem/pem_xaux.c,crypto/pem/pem_xaux.c,openssl,crypto/pem/pem_xaux.c,0,0,0,0,,,,,
crypto/pem/pem_all.c,crypto/pem/pem_all.c,openssl,crypto/pem/pem_all.c,0,0,0,0,,,,,
crypto/pem/pem_x509.c,crypto/pem/pem_x509.c,openssl,crypto/pem/pem_x509.c,0,0,0,0,,,,,
crypto/slh_dsa/slh_adrs.c,crypto/slh_dsa/slh_adrs.c,openssl,crypto/slh_dsa/slh_adrs.c,0,0,0,0,,,,,
crypto/slh_dsa/slh_fors.c,crypto/slh_dsa/slh_fors.c,openssl,crypto/slh_dsa/slh_fors.c,5,1,0,6,,,,,
crypto/slh_dsa/slh_dsa.c,crypto/slh_dsa/slh_dsa.c,openssl,crypto/slh_dsa/slh_dsa.c,1,0,0,1,,,,,
crypto/slh_dsa/slh_params.c,crypto/slh_dsa/slh_params.c,openssl,crypto/slh_dsa/slh_params.c,1,0,0,1,,,,,
crypto/slh_dsa/slh_wots.c,crypto/slh_dsa/slh_wots.c,openssl,crypto/slh_dsa/slh_wots.c,6,0,0,6,,,,,
crypto/slh_dsa/slh_xmss.c,crypto/slh_dsa/slh_xmss.c,openssl,crypto/slh_dsa/slh_xmss.c,2,0,0,2,,,,,
crypto/slh_dsa/slh_hypertree.c,crypto/slh_dsa/slh_hypertree.c,openssl,crypto/slh_dsa/slh_hypertree.c,2,0,0,2,,,,,
crypto/slh_dsa/slh_dsa_hash_ctx.c,crypto/slh_dsa/slh_dsa_hash_ctx.c,openssl,crypto/slh_dsa/slh_dsa_hash_ctx.c,0,0,0,0,,,,,
crypto/slh_dsa/slh_hash.c,crypto/slh_dsa/slh_hash.c,openssl,crypto/slh_dsa/slh_hash.c,0,0,0,0,,,,,
crypto/slh_dsa/slh_dsa_key.c,crypto/slh_dsa/slh_dsa_key.c,openssl,crypto/slh_dsa/slh_dsa_key.c,0,0,0,0,,,,,
crypto/objects/obj_dat.c,crypto/objects/obj_dat.c,openssl,crypto/objects/obj_dat.c,6,6,0,12,,,,,
crypto/objects/obj_xref.c,crypto/objects/obj_xref.c,openssl,crypto/objects/obj_xref.c,0,0,0,0,,,,,
crypto/objects/o_names.c,crypto/objects/o_names.c,openssl,crypto/objects/o_names.c,3,0,0,3,,,,,
crypto/objects/obj_err.c,crypto/objects/obj_err.c,openssl,crypto/objects/obj_err.c,0,0,0,0,,,,,
crypto/objects/obj_lib.c,crypto/objects/obj_lib.c,openssl,crypto/objects/obj_lib.c,0,0,0,0,,,,,
crypto/sha/sha_riscv.c,crypto/sha/sha_riscv.c,openssl,crypto/sha/sha_riscv.c,0,0,0,0,,,,,
crypto/sha/sha512.c,crypto/sha/sha512.c,openssl,crypto/sha/sha512.c,9,4,0,13,,,,,
crypto/sha/sha_ppc.c,crypto/sha/sha_ppc.c,openssl,crypto/sha/sha_ppc.c,0,0,0,0,,,,,
crypto/sha/keccak1600.c,crypto/sha/keccak1600.c,openssl,crypto/sha/keccak1600.c,13,2,0,15,,,,,
crypto/sha/sha1_one.c,crypto/sha/sha1_one.c,openssl,crypto/sha/sha1_one.c,0,0,0,0,,,,,
crypto/sha/sha256.c,crypto/sha/sha256.c,openssl,crypto/sha/sha256.c,3,2,0,5,,,,,
crypto/sha/sha1dgst.c,crypto/sha/sha1dgst.c,openssl,crypto/sha/sha1dgst.c,0,0,0,0,,,,,
crypto/sha/sha3.c,crypto/sha/sha3.c,openssl,crypto/sha/sha3.c,0,0,0,0,,,,,
crypto/pkcs12/p12_add.c,crypto/pkcs12/p12_add.c,openssl,crypto/pkcs12/p12_add.c,1,0,0,1,,,,,
crypto/pkcs12/pk12err.c,crypto/pkcs12/pk12err.c,openssl,crypto/pkcs12/pk12err.c,0,0,0,0,,,,,
crypto/pkcs12/p12_crpt.c,crypto/pkcs12/p12_crpt.c,openssl,crypto/pkcs12/p12_crpt.c,0,0,0,0,,,,,
crypto/pkcs12/p12_mutl.c,crypto/pkcs12/p12_mutl.c,openssl,crypto/pkcs12/p12_mutl.c,0,0,0,0,,,,,
crypto/pkcs12/p12_p8d.c,crypto/pkcs12/p12_p8d.c,openssl,crypto/pkcs12/p12_p8d.c,0,0,0,0,,,,,
crypto/pkcs12/p12_kiss.c,crypto/pkcs12/p12_kiss.c,openssl,crypto/pkcs12/p12_kiss.c,2,1,0,3,,,,,
crypto/pkcs12/p12_key.c,crypto/pkcs12/p12_key.c,openssl,crypto/pkcs12/p12_key.c,0,0,0,0,,,,,
crypto/pkcs12/p12_decr.c,crypto/pkcs12/p12_decr.c,openssl,crypto/pkcs12/p12_decr.c,0,0,0,0,,,,,
crypto/pkcs12/p12_attr.c,crypto/pkcs12/p12_attr.c,openssl,crypto/pkcs12/p12_attr.c,0,0,0,0,,,,,
crypto/pkcs12/p12_sbag.c,crypto/pkcs12/p12_sbag.c,openssl,crypto/pkcs12/p12_sbag.c,0,0,0,0,,,,,
crypto/pkcs12/p12_crt.c,crypto/pkcs12/p12_crt.c,openssl,crypto/pkcs12/p12_crt.c,1,0,0,1,,,,,
crypto/pkcs12/p12_utl.c,crypto/pkcs12/p12_utl.c,openssl,crypto/pkcs12/p12_utl.c,6,0,0,6,,,,,
crypto/pkcs12/p12_init.c,crypto/pkcs12/p12_init.c,openssl,crypto/pkcs12/p12_init.c,0,0,0,0,,,,,
crypto/pkcs12/p12_asn.c,crypto/pkcs12/p12_asn.c,openssl,crypto/pkcs12/p12_asn.c,0,0,0,0,,,,,
crypto/pkcs12/p12_npas.c,crypto/pkcs12/p12_npas.c,openssl,crypto/pkcs12/p12_npas.c,2,0,0,2,,,,,
crypto/pkcs12/p12_p8e.c,crypto/pkcs12/p12_p8e.c,openssl,crypto/pkcs12/p12_p8e.c,0,0,0,0,,,,,
crypto/evp/p_verify.c,crypto/evp/p_verify.c,openssl,crypto/evp/p_verify.c,0,0,0,0,,,,,
crypto/evp/dh_ctrl.c,crypto/evp/dh_ctrl.c,openssl,crypto/evp/dh_ctrl.c,0,0,0,0,,,,,
crypto/evp/e_des3.c,crypto/evp/e_des3.c,openssl,crypto/evp/e_des3.c,1,4,0,5,,,,,
crypto/evp/bio_b64.c,crypto/evp/bio_b64.c,openssl,crypto/evp/bio_b64.c,3,5,0,8,,,,,
crypto/evp/legacy_md4.c,crypto/evp/legacy_md4.c,openssl,crypto/evp/legacy_md4.c,0,0,0,0,,,,,
crypto/evp/e_des.c,crypto/evp/e_des.c,openssl,crypto/evp/e_des.c,1,5,0,6,,,,,
crypto/evp/keymgmt_meth.c,crypto/evp/keymgmt_meth.c,openssl,crypto/evp/keymgmt_meth.c,1,0,0,1,,,,,
crypto/evp/e_rc4_hmac_md5.c,crypto/evp/e_rc4_hmac_md5.c,openssl,crypto/evp/e_rc4_hmac_md5.c,2,0,0,2,,,,,
crypto/evp/cmeth_lib.c,crypto/evp/cmeth_lib.c,openssl,crypto/evp/cmeth_lib.c,0,0,0,0,,,,,
crypto/evp/e_rc5.c,crypto/evp/e_rc5.c,openssl,crypto/evp/e_rc5.c,0,0,0,0,,,,,
crypto/evp/e_rc2.c,crypto/evp/e_rc2.c,openssl,crypto/evp/e_rc2.c,0,0,0,0,,,,,
crypto/evp/evp_lib.c,crypto/evp/evp_lib.c,openssl,crypto/evp/evp_lib.c,0,0,0,0,,,,,
crypto/evp/mac_meth.c,crypto/evp/mac_meth.c,openssl,crypto/evp/mac_meth.c,1,0,0,1,,,,,
crypto/evp/e_xcbc_d.c,crypto/evp/e_xcbc_d.c,openssl,crypto/evp/e_xcbc_d.c,0,1,0,1,,,,,
crypto/evp/evp_key.c,crypto/evp/evp_key.c,openssl,crypto/evp/evp_key.c,4,0,0,4,,,,,
crypto/evp/m_sigver.c,crypto/evp/m_sigver.c,openssl,crypto/evp/m_sigver.c,1,0,0,1,,,,,
crypto/evp/pmeth_check.c,crypto/evp/pmeth_check.c,openssl,crypto/evp/pmeth_check.c,0,0,0,0,,,,,
crypto/evp/bio_md.c,crypto/evp/bio_md.c,openssl,crypto/evp/bio_md.c,0,0,0,0,,,,,
crypto/evp/p_enc.c,crypto/evp/p_enc.c,openssl,crypto/evp/p_enc.c,0,0,0,0,,,,,
crypto/evp/evp_pbe.c,crypto/evp/evp_pbe.c,openssl,crypto/evp/evp_pbe.c,0,0,0,0,,,,,
crypto/evp/p_dec.c,crypto/evp/p_dec.c,openssl,crypto/evp/p_dec.c,0,0,0,0,,,,,
crypto/evp/e_aes_cbc_hmac_sha1.c,crypto/evp/e_aes_cbc_hmac_sha1.c,openssl,crypto/evp/e_aes_cbc_hmac_sha1.c,19,0,1,19,,,,,
crypto/evp/e_rc4.c,crypto/evp/e_rc4.c,openssl,crypto/evp/e_rc4.c,0,0,0,0,,,,,
crypto/evp/bio_enc.c,crypto/evp/bio_enc.c,openssl,crypto/evp/bio_enc.c,0,5,0,5,,,,,
crypto/evp/bio_ok.c,crypto/evp/bio_ok.c,openssl,crypto/evp/bio_ok.c,1,3,1,4,,,,,
crypto/evp/asymcipher.c,crypto/evp/asymcipher.c,openssl,crypto/evp/asymcipher.c,2,0,0,2,,,,,
crypto/evp/legacy_sha.c,crypto/evp/legacy_sha.c,openssl,crypto/evp/legacy_sha.c,0,0,0,0,,,,,
crypto/evp/e_chacha20_poly1305.c,crypto/evp/e_chacha20_poly1305.c,openssl,crypto/evp/e_chacha20_poly1305.c,5,2,0,7,,,,,
crypto/evp/c_allc.c,crypto/evp/c_allc.c,openssl,crypto/evp/c_allc.c,0,0,0,0,,,,,
crypto/evp/legacy_mdc2.c,crypto/evp/legacy_mdc2.c,openssl,crypto/evp/legacy_mdc2.c,0,0,0,0,,,,,
crypto/evp/e_cast.c,crypto/evp/e_cast.c,openssl,crypto/evp/e_cast.c,0,0,0,0,,,,,
crypto/evp/encode.c,crypto/evp/encode.c,openssl,crypto/evp/encode.c,3,3,0,6,,,,,
crypto/evp/e_aes_cbc_hmac_sha256.c,crypto/evp/e_aes_cbc_hmac_sha256.c,openssl,crypto/evp/e_aes_cbc_hmac_sha256.c,19,0,1,19,,,,,
crypto/evp/evp_rand.c,crypto/evp/evp_rand.c,openssl,crypto/evp/evp_rand.c,2,0,0,2,,,,,
crypto/evp/legacy_blake2.c,crypto/evp/legacy_blake2.c,openssl,crypto/evp/legacy_blake2.c,0,0,0,0,,,,,
crypto/evp/exchange.c,crypto/evp/exchange.c,openssl,crypto/evp/exchange.c,2,0,0,2,,,,,
crypto/evp/m_null.c,crypto/evp/m_null.c,openssl,crypto/evp/m_null.c,0,0,0,0,,,,,
crypto/evp/p_lib.c,crypto/evp/p_lib.c,openssl,crypto/evp/p_lib.c,2,0,0,2,,,,,
crypto/evp/evp_fetch.c,crypto/evp/evp_fetch.c,openssl,crypto/evp/evp_fetch.c,0,0,0,0,,,,,
crypto/evp/dsa_ctrl.c,crypto/evp/dsa_ctrl.c,openssl,crypto/evp/dsa_ctrl.c,0,0,0,0,,,,,
crypto/evp/digest.c,crypto/evp/digest.c,openssl,crypto/evp/digest.c,3,0,0,3,,,,,
crypto/evp/skeymgmt_meth.c,crypto/evp/skeymgmt_meth.c,openssl,crypto/evp/skeymgmt_meth.c,1,0,0,1,,,,,
crypto/evp/dh_support.c,crypto/evp/dh_support.c,openssl,crypto/evp/dh_support.c,2,0,0,2,,,,,
crypto/evp/e_aria.c,crypto/evp/e_aria.c,openssl,crypto/evp/e_aria.c,0,0,1,0,,,,,
crypto/evp/legacy_ripemd.c,crypto/evp/legacy_ripemd.c,openssl,crypto/evp/legacy_ripemd.c,0,0,0,0,,,,,
crypto/evp/keymgmt_lib.c,crypto/evp/keymgmt_lib.c,openssl,crypto/evp/keymgmt_lib.c,1,0,0,1,,,,,
crypto/evp/e_idea.c,crypto/evp/e_idea.c,openssl,crypto/evp/e_idea.c,0,0,0,0,,,,,
crypto/evp/legacy_md5_sha1.c,crypto/evp/legacy_md5_sha1.c,openssl,crypto/evp/legacy_md5_sha1.c,0,0,0,0,,,,,
crypto/evp/evp_utils.c,crypto/evp/evp_utils.c,openssl,crypto/evp/evp_utils.c,0,0,0,0,,,,,
crypto/evp/pbe_scrypt.c,crypto/evp/pbe_scrypt.c,openssl,crypto/evp/pbe_scrypt.c,0,0,0,0,,,,,
crypto/evp/kem.c,crypto/evp/kem.c,openssl,crypto/evp/kem.c,2,0,0,2,,,,,
crypto/evp/e_seed.c,crypto/evp/e_seed.c,openssl,crypto/evp/e_seed.c,0,0,0,0,,,,,
crypto/evp/evp_err.c,crypto/evp/evp_err.c,openssl,crypto/evp/evp_err.c,0,0,0,0,,,,,
crypto/evp/p_legacy.c,crypto/evp/p_legacy.c,openssl,crypto/evp/p_legacy.c,0,0,0,0,,,,,
crypto/evp/names.c,crypto/evp/names.c,openssl,crypto/evp/names.c,0,0,0,0,,,,,
crypto/evp/e_bf.c,crypto/evp/e_bf.c,openssl,crypto/evp/e_bf.c,0,0,0,0,,,,,
crypto/evp/evp_pkey.c,crypto/evp/evp_pkey.c,openssl,crypto/evp/evp_pkey.c,0,0,0,0,,,,,
crypto/evp/ec_ctrl.c,crypto/evp/ec_ctrl.c,openssl,crypto/evp/ec_ctrl.c,0,0,0,0,,,,,
crypto/evp/e_null.c,crypto/evp/e_null.c,openssl,crypto/evp/e_null.c,0,0,0,0,,,,,
crypto/evp/p_open.c,crypto/evp/p_open.c,openssl,crypto/evp/p_open.c,0,0,0,0,,,,,
crypto/evp/evp_enc.c,crypto/evp/evp_enc.c,openssl,crypto/evp/evp_enc.c,6,0,0,6,,,,,
crypto/evp/e_sm4.c,crypto/evp/e_sm4.c,openssl,crypto/evp/e_sm4.c,1,0,0,1,,,,,
crypto/evp/legacy_md2.c,crypto/evp/legacy_md2.c,openssl,crypto/evp/legacy_md2.c,0,0,0,0,,,,,
crypto/evp/p5_crpt2.c,crypto/evp/p5_crpt2.c,openssl,crypto/evp/p5_crpt2.c,0,0,0,0,,,,,
crypto/evp/ctrl_params_translate.c,crypto/evp/ctrl_params_translate.c,openssl,crypto/evp/ctrl_params_translate.c,11,0,0,11,,,,,
crypto/evp/evp_cnf.c,crypto/evp/evp_cnf.c,openssl,crypto/evp/evp_cnf.c,1,0,0,1,,,,,
crypto/evp/legacy_md5.c,crypto/evp/legacy_md5.c,openssl,crypto/evp/legacy_md5.c,0,0,0,0,,,,,
crypto/evp/pmeth_gn.c,crypto/evp/pmeth_gn.c,openssl,crypto/evp/pmeth_gn.c,0,0,0,0,,,,,
crypto/evp/e_camellia.c,crypto/evp/e_camellia.c,openssl,crypto/evp/e_camellia.c,1,1,0,2,,,,,
crypto/evp/p_sign.c,crypto/evp/p_sign.c,openssl,crypto/evp/p_sign.c,0,0,0,0,,,,,
crypto/evp/e_old.c,crypto/evp/e_old.c,openssl,crypto/evp/e_old.c,0,0,0,0,,,,,
crypto/evp/kdf_lib.c,crypto/evp/kdf_lib.c,openssl,crypto/evp/kdf_lib.c,0,0,0,0,,,,,
crypto/evp/p_seal.c,crypto/evp/p_seal.c,openssl,crypto/evp/p_seal.c,1,0,0,1,,,,,
crypto/evp/ec_support.c,crypto/evp/ec_support.c,openssl,crypto/evp/ec_support.c,4,0,0,4,,,,,
crypto/evp/signature.c,crypto/evp/signature.c,openssl,crypto/evp/signature.c,3,0,0,3,,,,,
crypto/evp/e_aes.c,crypto/evp/e_aes.c,openssl,crypto/evp/e_aes.c,7,10,8,17,,,,,
crypto/evp/legacy_wp.c,crypto/evp/legacy_wp.c,openssl,crypto/evp/legacy_wp.c,0,0,0,0,,,,,
crypto/evp/kdf_meth.c,crypto/evp/kdf_meth.c,openssl,crypto/evp/kdf_meth.c,1,0,0,1,,,,,
crypto/evp/s_lib.c,crypto/evp/s_lib.c,openssl,crypto/evp/s_lib.c,0,0,0,0,,,,,
crypto/evp/pmeth_lib.c,crypto/evp/pmeth_lib.c,openssl,crypto/evp/pmeth_lib.c,2,0,0,2,,,,,
crypto/evp/mac_lib.c,crypto/evp/mac_lib.c,openssl,crypto/evp/mac_lib.c,0,0,0,0,,,,,
crypto/evp/c_alld.c,crypto/evp/c_alld.c,openssl,crypto/evp/c_alld.c,0,0,0,0,,,,,
crypto/evp/p5_crpt.c,crypto/evp/p5_crpt.c,openssl,crypto/evp/p5_crpt.c,0,0,0,0,,,,,
crypto/cversion.c,crypto/cversion.c,openssl,crypto/cversion.c,0,0,0,0,,,,,
engines/e_loader_attic.c,engines/e_loader_attic.c,openssl,engines/e_loader_attic.c,6,3,2,9,,,,,
engines/e_capi_err.c,engines/e_capi_err.c,openssl,engines/e_capi_err.c,0,0,0,0,,,,,
engines/e_afalg_err.c,engines/e_afalg_err.c,openssl,engines/e_afalg_err.c,0,0,0,0,,,,,
engines/e_dasync.c,engines/e_dasync.c,openssl,engines/e_dasync.c,1,0,0,1,,,,,
engines/e_ossltest_err.c,engines/e_ossltest_err.c,openssl,engines/e_ossltest_err.c,0,0,0,0,,,,,
engines/e_dasync_err.c,engines/e_dasync_err.c,openssl,engines/e_dasync_err.c,0,0,0,0,,,,,
engines/e_capi.c,engines/e_capi.c,openssl,engines/e_capi.c,12,0,0,12,,,,,
engines/e_loader_attic_err.c,engines/e_loader_attic_err.c,openssl,engines/e_loader_attic_err.c,0,0,0,0,,,,,
engines/e_afalg.c,engines/e_afalg.c,openssl,engines/e_afalg.c,3,0,1,3,,,,,
engines/e_devcrypto.c,engines/e_devcrypto.c,openssl,engines/e_devcrypto.c,12,2,1,14,,,,,
engines/e_ossltest.c,engines/e_ossltest.c,openssl,engines/e_ossltest.c,3,1,0,4,,,,,
engines/e_padlock.c,engines/e_padlock.c,openssl,engines/e_padlock.c,0,8,0,8,,,,,
util/check-format-test-positives.c,util/check-format-test-positives.c,openssl,util/check-format-test-positives.c,3,0,0,3,,,,,
util/check-format-test-negatives.c,util/check-format-test-negatives.c,openssl,util/check-format-test-negatives.c,16,1,11,17,,,,,
ssl/methods.c,ssl/methods.c,openssl,ssl/methods.c,0,0,0,0,,,,,
ssl/s3_enc.c,ssl/s3_enc.c,openssl,ssl/s3_enc.c,1,0,0,1,,,,,
ssl/ssl_sess.c,ssl/ssl_sess.c,openssl,ssl/ssl_sess.c,0,3,1,3,,,,,
ssl/ssl_ciph.c,ssl/ssl_ciph.c,openssl,ssl/ssl_ciph.c,14,9,0,23,,,,,
ssl/t1_lib.c,ssl/t1_lib.c,openssl,ssl/t1_lib.c,63,2,0,65,,,,,
ssl/d1_msg.c,ssl/d1_msg.c,openssl,ssl/d1_msg.c,0,0,0,0,,,,,
ssl/d1_lib.c,ssl/d1_lib.c,openssl,ssl/d1_lib.c,0,2,1,2,,,,,
ssl/ssl_err_legacy.c,ssl/ssl_err_legacy.c,openssl,ssl/ssl_err_legacy.c,0,0,0,0,,,,,
ssl/ssl_lib.c,ssl/ssl_lib.c,openssl,ssl/ssl_lib.c,24,5,0,29,,,,,
ssl/ssl_rsa_legacy.c,ssl/ssl_rsa_legacy.c,openssl,ssl/ssl_rsa_legacy.c,0,0,0,0,,,,,
ssl/pqueue.c,ssl/pqueue.c,openssl,ssl/pqueue.c,2,1,0,3,,,,,
ssl/s3_msg.c,ssl/s3_msg.c,openssl,ssl/s3_msg.c,0,0,0,0,,,,,
ssl/ssl_stat.c,ssl/ssl_stat.c,openssl,ssl/ssl_stat.c,0,0,0,0,,,,,
ssl/t1_trce.c,ssl/t1_trce.c,openssl,ssl/t1_trce.c,3,9,0,12,,,,,
ssl/priority_queue.c,ssl/priority_queue.c,openssl,ssl/priority_queue.c,3,4,0,7,,,,,
ssl/bio_ssl.c,ssl/bio_ssl.c,openssl,ssl/bio_ssl.c,1,0,0,1,,,,,
ssl/ssl_asn1.c,ssl/ssl_asn1.c,openssl,ssl/ssl_asn1.c,0,0,0,0,,,,,
ssl/tls_srp.c,ssl/tls_srp.c,openssl,ssl/tls_srp.c,0,0,0,0,,,,,
ssl/ssl_mcnf.c,ssl/ssl_mcnf.c,openssl,ssl/ssl_mcnf.c,1,0,0,1,,,,,
ssl/ssl_utst.c,ssl/ssl_utst.c,openssl,ssl/ssl_utst.c,0,0,0,0,,,,,
ssl/record/rec_layer_d1.c,ssl/record/rec_layer_d1.c,openssl,ssl/record/rec_layer_d1.c,0,1,1,1,,,,,
ssl/record/rec_layer_s3.c,ssl/record/rec_layer_s3.c,openssl,ssl/record/rec_layer_s3.c,7,3,2,10,,,,,
ssl/record/methods/dtls_meth.c,ssl/record/methods/dtls_meth.c,openssl,ssl/record/methods/dtls_meth.c,0,2,0,2,,,,,
ssl/record/methods/tls_common.c,ssl/record/methods/tls_common.c,openssl,ssl/record/methods/tls_common.c,15,3,1,18,,,,,
ssl/record/methods/tls_multib.c,ssl/record/methods/tls_multib.c,openssl,ssl/record/methods/tls_multib.c,1,1,0,2,,,,,
ssl/record/methods/tls13_meth.c,ssl/record/methods/tls13_meth.c,openssl,ssl/record/methods/tls13_meth.c,2,0,0,2,,,,,
ssl/record/methods/tls1_meth.c,ssl/record/methods/tls1_meth.c,openssl,ssl/record/methods/tls1_meth.c,6,0,0,6,,,,,
ssl/record/methods/tlsany_meth.c,ssl/record/methods/tlsany_meth.c,openssl,ssl/record/methods/tlsany_meth.c,0,0,0,0,,,,,
ssl/record/methods/ssl3_meth.c,ssl/record/methods/ssl3_meth.c,openssl,ssl/record/methods/ssl3_meth.c,0,0,0,0,,,,,
ssl/record/methods/tls_pad.c,ssl/record/methods/tls_pad.c,openssl,ssl/record/methods/tls_pad.c,5,0,0,5,,,,,
ssl/record/methods/ktls_meth.c,ssl/record/methods/ktls_meth.c,openssl,ssl/record/methods/ktls_meth.c,0,0,0,0,,,,,
ssl/record/methods/ssl3_cbc.c,ssl/record/methods/ssl3_cbc.c,openssl,ssl/record/methods/ssl3_cbc.c,9,0,0,9,,,,,
ssl/d1_srtp.c,ssl/d1_srtp.c,openssl,ssl/d1_srtp.c,0,1,1,1,,,,,
ssl/s3_lib.c,ssl/s3_lib.c,openssl,ssl/s3_lib.c,12,0,0,12,,,,,
ssl/tls_depr.c,ssl/tls_depr.c,openssl,ssl/tls_depr.c,0,0,0,0,,,,,
ssl/t1_enc.c,ssl/t1_enc.c,openssl,ssl/t1_enc.c,0,0,0,0,,,,,
