bestandsnaam,voor_origineel,voor_kol2,voor_kol3,voor_kol4,voor_kol5,na_origineel,na_kol2,na_kol3,na_kol4,na_kol5
file,File,Repo,File,for loops,while loops,do-while loops,total,File,for/loops,while/loops,do-while/loops,total
scene/gui/text_edit.c,scene/gui/text_edit.c,godot,scene/gui/text_edit.c,118,16,2,134,scene/gui/text_edit.c,0,0,0,0
scene/gui/container.c,scene/gui/container.c,godot,scene/gui/container.c,0,0,0,0,scene/gui/container.c,0,0,0,0
scene/gui/rich_text_label.c,scene/gui/rich_text_label.c,godot,scene/gui/rich_text_label.c,79,50,2,129,scene/gui/rich_text_label.c,37,56,200,293
scene/gui/color_picker.c,scene/gui/color_picker.c,godot,scene/gui/color_picker.c,28,1,0,29,scene/gui/color_picker.c,41,44,101,186
scene/gui/texture_progress_bar.c,scene/gui/texture_progress_bar.c,godot,scene/gui/texture_progress_bar.c,2,0,0,2,scene/gui/texture_progress_bar.c,8,5,15,28
scene/gui/check_button.c,scene/gui/check_button.c,godot,scene/gui/check_button.c,0,0,0,0,scene/gui/check_button.c,7,0,8,15
scene/gui/graph_element.c,scene/gui/graph_element.c,godot,scene/gui/graph_element.c,2,0,0,2,scene/gui/graph_element.c,5,2,14,21
scene/gui/view_panner.c,scene/gui/view_panner.c,godot,scene/gui/view_panner.c,0,0,0,0,scene/gui/view_panner.c,7,0,8,15
scene/gui/range.c,scene/gui/range.c,godot,scene/gui/range.c,0,0,0,0,scene/gui/range.c,0,0,0,0
scene/gui/nine_patch_rect.c,scene/gui/nine_patch_rect.c,godot,scene/gui/nine_patch_rect.c,0,0,0,0,scene/gui/nine_patch_rect.c,0,0,0,0
scene/gui/rich_text_effect.c,scene/gui/rich_text_effect.c,godot,scene/gui/rich_text_effect.c,0,0,0,0,scene/gui/rich_text_effect.c,0,0,0,0
scene/gui/spin_box.c,scene/gui/spin_box.c,godot,scene/gui/spin_box.c,0,0,0,0,scene/gui/spin_box.c,14,10,18,42
scene/2d/canvas_group.c,scene/2d/canvas_group.c,godot,scene/2d/canvas_group.c,0,0,0,0,scene/2d/canvas_group.c,0,0,0,0
scene/2d/tile_map.c,scene/2d/tile_map.c,godot,scene/2d/tile_map.c,9,1,0,10,scene/2d/tile_map.c,28,16,87,131
scene/2d/navigation_region_2d.c,scene/2d/navigation_region_2d.c,godot,scene/2d/navigation_region_2d.c,5,0,0,5,scene/2d/navigation_region_2d.c,11,7,37,55
scene/2d/cpu_particles_2d.c,scene/2d/cpu_particles_2d.c,godot,scene/2d/cpu_particles_2d.c,7,2,0,9,scene/2d/cpu_particles_2d.c,34,12,59,105
scene/2d/camera_2d.c,scene/2d/camera_2d.c,godot,scene/2d/camera_2d.c,3,0,0,3,scene/2d/camera_2d.c,5,11,20,36
scene/2d/navigation_obstacle_2d.c,scene/2d/navigation_obstacle_2d.c,godot,scene/2d/navigation_obstacle_2d.c,3,0,0,3,scene/2d/navigation_obstacle_2d.c,8,3,24,35
scene/2d/polygon_2d.c,scene/2d/polygon_2d.c,godot,scene/2d/polygon_2d.c,23,0,0,23,scene/2d/polygon_2d.c,13,7,47,67
scene/2d/gpu_particles_2d.c,scene/2d/gpu_particles_2d.c,godot,scene/2d/gpu_particles_2d.c,3,0,0,3,scene/2d/gpu_particles_2d.c,7,6,21,34
scene/2d/mesh_instance_2d.c,scene/2d/mesh_instance_2d.c,godot,scene/2d/mesh_instance_2d.c,2,0,0,2,scene/2d/mesh_instance_2d.c,0,0,0,0
scene/2d/navigation_agent_2d.c,scene/2d/navigation_agent_2d.c,godot,scene/2d/navigation_agent_2d.c,1,1,0,2,scene/2d/navigation_agent_2d.c,10,8,27,45
scene/2d/node_2d.c,scene/2d/node_2d.c,godot,scene/2d/node_2d.c,0,0,0,0,scene/2d/node_2d.c,0,0,0,0
scene/2d/sprite_2d.c,scene/2d/sprite_2d.c,godot,scene/2d/sprite_2d.c,0,0,0,0,scene/2d/sprite_2d.c,0,0,0,0
scene/2d/line_builder.c,scene/2d/line_builder.c,godot,scene/2d/line_builder.c,5,0,0,5,scene/2d/line_builder.c,0,0,0,0
scene/2d/line_2d.c,scene/2d/line_2d.c,godot,scene/2d/line_2d.c,2,0,0,2,scene/2d/line_2d.c,6,2,13,21
scene/2d/animated_sprite_2d.c,scene/2d/animated_sprite_2d.c,godot,scene/2d/animated_sprite_2d.c,0,1,0,1,scene/2d/animated_sprite_2d.c,8,26,67,101
scene/2d/path_2d.c,scene/2d/path_2d.c,godot,scene/2d/path_2d.c,8,0,0,8,scene/2d/path_2d.c,0,0,0,0
scene/2d/audio_stream_player_2d.c,scene/2d/audio_stream_player_2d.c,godot,scene/2d/audio_stream_player_2d.c,1,0,0,1,scene/2d/audio_stream_player_2d.c,0,0,0,0
scene/2d/light_2d.c,scene/2d/light_2d.c,godot,scene/2d/light_2d.c,0,0,0,0,scene/2d/light_2d.c,9,1,12,22
scene/2d/visible_on_screen_notifier_2d.c,scene/2d/visible_on_screen_notifier_2d.c,godot,scene/2d/visible_on_screen_notifier_2d.c,0,0,0,0,scene/2d/visible_on_screen_notifier_2d.c,0,0,0,0
scene/2d/multimesh_instance_2d.c,scene/2d/multimesh_instance_2d.c,godot,scene/2d/multimesh_instance_2d.c,3,0,0,3,scene/2d/multimesh_instance_2d.c,0,0,0,0
scene/2d/canvas_modulate.c,scene/2d/canvas_modulate.c,godot,scene/2d/canvas_modulate.c,0,0,0,0,scene/2d/canvas_modulate.c,6,2,11,19
scene/2d/physics/area_2d.c,scene/2d/physics/area_2d.c,godot,scene/2d/physics/area_2d.c,8,0,0,8,scene/2d/physics/area_2d.c,10,29,77,116
scene/2d/physics/static_body_2d.c,scene/2d/physics/static_body_2d.c,godot,scene/2d/physics/static_body_2d.c,5,0,0,5,scene/2d/physics/static_body_2d.c,13,4,20,37
scene/2d/physics/physical_bone_2d.c,scene/2d/physics/physical_bone_2d.c,godot,scene/2d/physics/physical_bone_2d.c,1,1,0,2,scene/2d/physics/physical_bone_2d.c,8,2,19,29
scene/2d/physics/animatable_body_2d.c,scene/2d/physics/animatable_body_2d.c,godot,scene/2d/physics/animatable_body_2d.c,0,0,0,0,scene/2d/physics/animatable_body_2d.c,9,2,12,23
scene/2d/physics/shape_cast_2d.c,scene/2d/physics/shape_cast_2d.c,godot,scene/2d/physics/shape_cast_2d.c,2,1,0,3,scene/2d/physics/shape_cast_2d.c,7,9,23,39
scene/2d/physics/collision_polygon_2d.c,scene/2d/physics/collision_polygon_2d.c,godot,scene/2d/physics/collision_polygon_2d.c,4,0,0,4,scene/2d/physics/collision_polygon_2d.c,0,0,0,0
scene/2d/physics/collision_object_2d.c,scene/2d/physics/collision_object_2d.c,godot,scene/2d/physics/collision_object_2d.c,6,1,0,7,scene/2d/physics/collision_object_2d.c,14,35,47,96
scene/2d/physics/joints/pin_joint_2d.c,scene/2d/physics/joints/pin_joint_2d.c,godot,scene/2d/physics/joints/pin_joint_2d.c,0,0,0,0,scene/2d/physics/joints/pin_joint_2d.c,8,0,18,26
scene/2d/physics/joints/damped_spring_joint_2d.c,scene/2d/physics/joints/damped_spring_joint_2d.c,godot,scene/2d/physics/joints/damped_spring_joint_2d.c,0,0,0,0,scene/2d/physics/joints/damped_spring_joint_2d.c,8,0,15,23
scene/2d/physics/joints/joint_2d.c,scene/2d/physics/joints/joint_2d.c,godot,scene/2d/physics/joints/joint_2d.c,0,0,0,0,scene/2d/physics/joints/joint_2d.c,0,0,0,0
scene/2d/physics/joints/groove_joint_2d.c,scene/2d/physics/joints/groove_joint_2d.c,godot,scene/2d/physics/joints/groove_joint_2d.c,0,0,0,0,scene/2d/physics/joints/groove_joint_2d.c,8,0,11,19
scene/2d/physics/kinematic_collision_2d.c,scene/2d/physics/kinematic_collision_2d.c,godot,scene/2d/physics/kinematic_collision_2d.c,0,0,0,0,scene/2d/physics/kinematic_collision_2d.c,0,0,0,0
scene/2d/physics/rigid_body_2d.c,scene/2d/physics/rigid_body_2d.c,godot,scene/2d/physics/rigid_body_2d.c,7,0,0,7,scene/2d/physics/rigid_body_2d.c,8,22,55,85
scene/2d/physics/physics_body_2d.c,scene/2d/physics/physics_body_2d.c,godot,scene/2d/physics/physics_body_2d.c,0,0,0,0,scene/2d/physics/physics_body_2d.c,10,1,14,25
scene/2d/physics/character_body_2d.c,scene/2d/physics/character_body_2d.c,godot,scene/2d/physics/character_body_2d.c,2,0,0,2,scene/2d/physics/character_body_2d.c,10,6,22,38
scene/2d/physics/collision_shape_2d.c,scene/2d/physics/collision_shape_2d.c,godot,scene/2d/physics/collision_shape_2d.c,0,0,0,0,scene/2d/physics/collision_shape_2d.c,6,3,20,29
scene/2d/physics/ray_cast_2d.c,scene/2d/physics/ray_cast_2d.c,godot,scene/2d/physics/ray_cast_2d.c,0,0,0,0,scene/2d/physics/ray_cast_2d.c,0,0,0,0
scene/2d/parallax_background.c,scene/2d/parallax_background.c,godot,scene/2d/parallax_background.c,1,0,0,1,scene/2d/parallax_background.c,5,1,19,25
scene/2d/marker_2d.c,scene/2d/marker_2d.c,godot,scene/2d/marker_2d.c,0,0,0,0,scene/2d/marker_2d.c,6,0,10,16
scene/2d/touch_screen_button.c,scene/2d/touch_screen_button.c,godot,scene/2d/touch_screen_button.c,0,0,0,0,scene/2d/touch_screen_button.c,0,0,0,0
scene/2d/skeleton_2d.c,scene/2d/skeleton_2d.c,godot,scene/2d/skeleton_2d.c,10,1,0,11,scene/2d/skeleton_2d.c,7,8,52,67
scene/2d/tile_map_layer.c,scene/2d/tile_map_layer.c,godot,scene/2d/tile_map_layer.c,61,1,0,62,scene/2d/tile_map_layer.c,73,64,263,400
scene/2d/light_occluder_2d.c,scene/2d/light_occluder_2d.c,godot,scene/2d/light_occluder_2d.c,4,0,0,4,scene/2d/light_occluder_2d.c,0,0,0,0
scene/2d/parallax_2d.c,scene/2d/parallax_2d.c,godot,scene/2d/parallax_2d.c,0,0,0,0,scene/2d/parallax_2d.c,0,0,0,0
scene/2d/remote_transform_2d.c,scene/2d/remote_transform_2d.c,godot,scene/2d/remote_transform_2d.c,0,0,0,0,scene/2d/remote_transform_2d.c,0,0,0,0
scene/2d/navigation_link_2d.c,scene/2d/navigation_link_2d.c,godot,scene/2d/navigation_link_2d.c,0,0,0,0,scene/2d/navigation_link_2d.c,0,0,0,0
scene/2d/audio_listener_2d.c,scene/2d/audio_listener_2d.c,godot,scene/2d/audio_listener_2d.c,0,0,0,0,scene/2d/audio_listener_2d.c,0,0,0,0
scene/2d/back_buffer_copy.c,scene/2d/back_buffer_copy.c,godot,scene/2d/back_buffer_copy.c,0,0,0,0,scene/2d/back_buffer_copy.c,0,0,0,0
scene/2d/parallax_layer.c,scene/2d/parallax_layer.c,godot,scene/2d/parallax_layer.c,0,0,0,0,scene/2d/parallax_layer.c,6,2,14,22
scene/debugger/scene_debugger.c,scene/debugger/scene_debugger.c,godot,scene/debugger/scene_debugger.c,18,4,0,22,scene/debugger/scene_debugger.c,22,66,160,248
scene/property_list_helper.c,scene/property_list_helper.c,godot,scene/property_list_helper.c,1,0,0,1,scene/property_list_helper.c,0,0,0,0
scene/property_utils.c,scene/property_utils.c,godot,scene/property_utils.c,6,2,0,8,scene/property_utils.c,0,0,0,0
scene/animation/animation_blend_space_2d.c,scene/animation/animation_blend_space_2d.c,godot,scene/animation/animation_blend_space_2d.c,28,0,0,28,scene/animation/animation_blend_space_2d.c,8,15,63,86
scene/animation/root_motion_view.c,scene/animation/root_motion_view.c,godot,scene/animation/root_motion_view.c,2,0,0,2,scene/animation/root_motion_view.c,5,0,20,25
scene/animation/animation_blend_space_1d.c,scene/animation/animation_blend_space_1d.c,godot,scene/animation/animation_blend_space_1d.c,9,0,0,9,scene/animation/animation_blend_space_1d.c,0,0,0,0
scene/animation/animation_mixer.c,scene/animation/animation_mixer.c,godot,scene/animation/animation_mixer.c,10,3,0,13,scene/animation/animation_mixer.c,16,116,174,306
scene/animation/tween.c,scene/animation/tween.c,godot,scene/animation/tween.c,0,1,0,1,scene/animation/tween.c,10,6,31,47
scene/animation/animation_node_extension.c,scene/animation/animation_node_extension.c,godot,scene/animation/animation_node_extension.c,0,0,0,0,scene/animation/animation_node_extension.c,0,0,0,0
scene/animation/animation_node_state_machine.c,scene/animation/animation_node_state_machine.c,godot,scene/animation/animation_node_state_machine.c,28,5,0,33,scene/animation/animation_node_state_machine.c,21,85,197,303
scene/animation/animation_blend_tree.c,scene/animation/animation_blend_tree.c,godot,scene/animation/animation_blend_tree.c,12,1,0,13,scene/animation/animation_blend_tree.c,21,31,99,151
scene/animation/animation_player.c,scene/animation/animation_player.c,godot,scene/animation/animation_player.c,6,3,0,9,scene/animation/animation_player.c,6,39,85,130
scene/animation/animation_tree.c,scene/animation/animation_tree.c,godot,scene/animation/animation_tree.c,12,2,0,14,scene/animation/animation_tree.c,12,75,102,189
core/variant/variant_utility.c,core/variant/variant_utility.c,godot,core/variant/variant_utility.c,14,0,0,14,core/variant/variant_utility.c,7,18,221,246
core/variant/variant_parser.c,core/variant/variant_parser.c,godot,core/variant/variant_parser.c,33,18,0,51,core/variant/variant_parser.c,17,26,82,125
core/variant/variant_destruct.c,core/variant/variant_destruct.c,godot,core/variant/variant_destruct.c,0,0,0,0,core/variant/variant_destruct.c,0,0,0,0
core/variant/variant_op.c,core/variant/variant_op.c,godot,core/variant/variant_op.c,0,0,0,0,core/variant/variant_op.c,3,6,421,430
core/variant/variant.c,core/variant/variant.c,godot,core/variant/variant.c,29,3,0,32,core/variant/variant.c,2,40,115,157
core/variant/variant_call.c,core/variant/variant_call.c,godot,core/variant/variant_call.c,5,0,0,5,core/variant/variant_call.c,6,119,1248,1373
core/variant/callable.c,core/variant/callable.c,godot,core/variant/callable.c,5,0,0,5,core/variant/callable.c,3,11,17,31
core/variant/dictionary.c,core/variant/dictionary.c,godot,core/variant/dictionary.c,2,0,0,2,core/variant/dictionary.c,89,28,86,203
core/variant/callable_bind.c,core/variant/callable_bind.c,godot,core/variant/callable_bind.c,6,0,0,6,core/variant/callable_bind.c,0,0,0,0
core/variant/array.c,core/variant/array.c,godot,core/variant/array.c,23,0,0,23,core/variant/array.c,2,49,89,140
core/variant/variant_construct.c,core/variant/variant_construct.c,godot,core/variant/variant_construct.c,5,0,0,5,core/variant/variant_construct.c,0,0,0,0
core/variant/variant_setget.c,core/variant/variant_setget.c,godot,core/variant/variant_setget.c,8,0,0,8,core/variant/variant_setget.c,4,6,34,44
core/variant/variant_callable.c,core/variant/variant_callable.c,godot,core/variant/variant_callable.c,0,0,0,0,core/variant/variant_callable.c,0,0,0,0
core/register_core_types.c,core/register_core_types.c,godot,core/register_core_types.c,0,0,0,0,core/register_core_types.c,50,19,221,290
core/doc_data.c,core/doc_data.c,godot,core/doc_data.c,1,0,0,1,core/doc_data.c,0,0,0,0
core/math/vector3.c,core/math/vector3.c,godot,core/math/vector3.c,0,0,0,0,core/math/vector3.c,0,0,0,0
core/math/rect2.c,core/math/rect2.c,godot,core/math/rect2.c,1,0,0,1,core/math/rect2.c,0,0,0,0
core/math/geometry_2d.c,core/math/geometry_2d.c,godot,core/math/geometry_2d.c,21,0,0,21,core/math/geometry_2d.c,18,32,87,137
core/math/rect2i.c,core/math/rect2i.c,godot,core/math/rect2i.c,0,0,0,0,core/math/rect2i.c,0,0,0,0
core/math/transform_2d.c,core/math/transform_2d.c,godot,core/math/transform_2d.c,2,0,0,2,core/math/transform_2d.c,3,2,4,9
core/math/math_fieldwise.c,core/math/math_fieldwise.c,godot,core/math/math_fieldwise.c,0,0,0,0,core/math/math_fieldwise.c,0,0,0,0
core/math/expression.c,core/math/expression.c,godot,core/math/expression.c,9,14,1,23,core/math/expression.c,7,13,30,50
core/math/a_star_grid_2d.c,core/math/a_star_grid_2d.c,godot,core/math/a_star_grid_2d.c,10,9,0,19,core/math/a_star_grid_2d.c,8,6,41,55
core/math/quaternion.c,core/math/quaternion.c,godot,core/math/quaternion.c,0,0,0,0,core/math/quaternion.c,1,0,0,1
core/math/math_funcs.c,core/math/math_funcs.c,godot,core/math/math_funcs.c,1,1,0,2,core/math/math_funcs.c,0,0,0,0
core/math/dynamic_bvh.c,core/math/dynamic_bvh.c,godot,core/math/dynamic_bvh.c,9,5,3,14,core/math/dynamic_bvh.c,11,3,48,62
core/math/vector4i.c,core/math/vector4i.c,godot,core/math/vector4i.c,2,0,0,2,core/math/vector4i.c,0,0,0,0
core/math/projection.c,core/math/projection.c,godot,core/math/projection.c,9,0,0,9,core/math/projection.c,12,0,16,28
core/math/basis.c,core/math/basis.c,godot,core/math/basis.c,4,1,0,5,core/math/basis.c,1,3,2,6
core/math/face3.c,core/math/face3.c,godot,core/math/face3.c,8,0,0,8,core/math/face3.c,0,0,0,0
core/math/convex_hull.c,core/math/convex_hull.c,godot,core/math/convex_hull.c,19,22,14,41,core/math/convex_hull.c,11,31,61,103
core/math/transform_interpolator.c,core/math/transform_interpolator.c,godot,core/math/transform_interpolator.c,1,0,0,1,core/math/transform_interpolator.c,0,0,0,0
core/math/a_star.c,core/math/a_star.c,godot,core/math/a_star.c,8,11,0,19,core/math/a_star.c,4,33,92,129
core/math/vector3i.c,core/math/vector3i.c,godot,core/math/vector3i.c,0,0,0,0,core/math/vector3i.c,0,0,0,0
core/math/geometry_3d.c,core/math/geometry_3d.c,godot,core/math/geometry_3d.c,53,3,0,56,core/math/geometry_3d.c,3,13,68,84
core/math/triangulate.c,core/math/triangulate.c,godot,core/math/triangulate.c,6,0,0,6,core/math/triangulate.c,0,0,0,0
core/math/plane.c,core/math/plane.c,godot,core/math/plane.c,0,0,0,0,core/math/plane.c,0,0,0,0
core/math/random_pcg.c,core/math/random_pcg.c,godot,core/math/random_pcg.c,3,0,0,3,core/math/random_pcg.c,0,0,0,0
core/math/triangle_mesh.c,core/math/triangle_mesh.c,godot,core/math/triangle_mesh.c,9,3,0,12,core/math/triangle_mesh.c,5,25,56,86
core/math/quick_hull.c,core/math/quick_hull.c,godot,core/math/quick_hull.c,20,2,0,22,core/math/quick_hull.c,0,0,0,0
core/math/aabb.c,core/math/aabb.c,godot,core/math/aabb.c,3,0,0,3,core/math/aabb.c,0,0,0,0
core/math/transform_3d.c,core/math/transform_3d.c,godot,core/math/transform_3d.c,1,0,0,1,core/math/transform_3d.c,2,0,1,3
core/math/vector2i.c,core/math/vector2i.c,godot,core/math/vector2i.c,0,0,0,0,core/math/vector2i.c,0,0,0,0
core/math/color.c,core/math/color.c,godot,core/math/color.c,3,0,0,3,core/math/color.c,2,1,14,17
core/math/static_raycaster.c,core/math/static_raycaster.c,godot,core/math/static_raycaster.c,0,0,0,0,core/math/static_raycaster.c,0,0,0,0
core/math/random_number_generator.c,core/math/random_number_generator.c,godot,core/math/random_number_generator.c,0,0,0,0,core/math/random_number_generator.c,0,0,0,0
core/math/vector4.c,core/math/vector4.c,godot,core/math/vector4.c,2,0,0,2,core/math/vector4.c,2,0,11,13
core/math/vector2.c,core/math/vector2.c,godot,core/math/vector2.c,0,0,0,0,core/math/vector2.c,0,0,0,0
core/core_bind.c,core/core_bind.c,godot,core/core_bind.c,15,0,0,15,core/core_bind.c,43,66,200,309
core/error/error_macros.c,core/error/error_macros.c,godot,core/error/error_macros.c,0,3,0,3,core/error/error_macros.c,0,0,0,0
core/error/error_list.c,core/error/error_list.c,godot,core/error/error_list.c,0,0,0,0,core/error/error_list.c,0,0,0,0
core/config/engine.c,core/config/engine.c,godot,core/config/engine.c,6,0,0,6,core/config/engine.c,0,0,0,0
core/config/project_settings.c,core/config/project_settings.c,godot,core/config/project_settings.c,9,3,0,12,core/config/project_settings.c,37,81,219,337
core/crypto/hashing_context.c,core/crypto/hashing_context.c,godot,core/crypto/hashing_context.c,0,0,0,0,core/crypto/hashing_context.c,0,0,0,0
core/crypto/crypto.c,core/crypto/crypto.c,godot,core/crypto/crypto.c,1,0,0,1,core/crypto/crypto.c,13,0,11,24
core/crypto/crypto_core.c,core/crypto/crypto_core.c,godot,core/crypto/crypto_core.c,0,0,0,0,core/crypto/crypto_core.c,0,0,0,0
core/crypto/aes_context.c,core/crypto/aes_context.c,godot,core/crypto/aes_context.c,2,0,0,2,core/crypto/aes_context.c,0,0,0,0
core/core_constants.c,core/core_constants.c,godot,core/core_constants.c,0,0,0,0,core/core_constants.c,0,0,0,0
core/object/ref_counted.c,core/object/ref_counted.c,godot,core/object/ref_counted.c,0,0,0,0,core/object/ref_counted.c,0,0,0,0
core/object/callable_method_pointer.c,core/object/callable_method_pointer.c,godot,core/object/callable_method_pointer.c,1,0,0,1,core/object/callable_method_pointer.c,0,0,0,0
core/object/class_db.c,core/object/class_db.c,godot,core/object/class_db.c,14,37,0,51,core/object/class_db.c,22,137,436,595
core/object/script_instance.c,core/object/script_instance.c,godot,core/object/script_instance.c,0,1,0,1,core/object/script_instance.c,1,0,3,4
core/object/method_bind.c,core/object/method_bind.c,godot,core/object/method_bind.c,2,0,0,2,core/object/method_bind.c,0,0,0,0
core/object/script_language.c,core/object/script_language.c,godot,core/object/script_language.c,9,3,0,12,core/object/script_language.c,15,76,186,277
core/object/script_language_extension.c,core/object/script_language_extension.c,godot,core/object/script_language_extension.c,0,0,0,0,core/object/script_language_extension.c,5,2,5,12
core/object/message_queue.c,core/object/message_queue.c,godot,core/object/message_queue.c,8,3,0,11,core/object/message_queue.c,4,15,42,61
core/object/undo_redo.c,core/object/undo_redo.c,godot,core/object/undo_redo.c,4,3,0,7,core/object/undo_redo.c,6,9,41,56
core/object/worker_thread_pool.c,core/object/worker_thread_pool.c,godot,core/object/worker_thread_pool.c,11,7,0,18,core/object/worker_thread_pool.c,14,20,78,112
core/object/object.c,core/object/object.c,godot,core/object/object.c,20,6,0,26,core/object/object.c,23,46,127,196
core/version_hash.gen.c,core/version_hash.gen.c,godot,core/version_hash.gen.c,0,0,0,0,core/version_hash.gen.c,0,0,0,0
core/input/shortcut.c,core/input/shortcut.c,godot,core/input/shortcut.c,5,0,0,5,core/input/shortcut.c,0,0,0,0
core/input/input.c,core/input/input.c,godot,core/input/input.c,17,3,0,20,core/input/input.c,33,61,129,223
core/input/input_map.c,core/input/input_map.c,godot,core/input/input_map.c,5,0,0,5,core/input/input_map.c,6,15,75,96
core/input/input_event.c,core/input/input_event.c,godot,core/input/input_event.c,0,0,0,0,core/input/input_event.c,25,2,54,81
core/input/default_controller_mappings.gen.c,core/input/default_controller_mappings.gen.c,godot,core/input/default_controller_mappings.gen.c,0,0,0,0,core/input/default_controller_mappings.gen.c,0,0,0,0
core/templates/hash_map.c,core/templates/hash_map.c,godot,core/templates/hash_map.c,0,0,0,0,core/templates/hash_map.c,0,0,0,0
core/templates/command_queue_mt.c,core/templates/command_queue_mt.c,godot,core/templates/command_queue_mt.c,0,0,0,0,core/templates/command_queue_mt.c,1,0,0,1
core/templates/a_hash_map.c,core/templates/a_hash_map.c,godot,core/templates/a_hash_map.c,0,0,0,0,core/templates/a_hash_map.c,0,0,0,0
